資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
30-006-01	世俗諺文_天理大学図書館	1575	946	經	経	賢愚經	賢愚経			3		上	去濁上濁上							7704	
30-006-01	世俗諺文_天理大学図書館	1576	947	長	長	長	長ス			1		上	上							7705	
30-006-01	世俗諺文_天理大学図書館	1577	948	顔	顔	顔氏	顔氏			1		去濁	去濁平	ケン	ケン＊					7801	
30-006-01	世俗諺文_天理大学図書館	1578	948	氏	氏	顔氏	顔氏			2		平	去濁平		ケン＊					7801	
30-006-01	世俗諺文_天理大学図書館	1579	949	性	性	性	性			1		去	去							7801	
30-006-01	世俗諺文_天理大学図書館	1580	950	嬰	嬰	嬰孩	嬰孩			1		平	平平濁	エイ	エイカイ					7802	
30-006-01	世俗諺文_天理大学図書館	1581	950	孩	孩	嬰孩	嬰孩			2		平濁	平平濁	カイ	エイカイ					7802	
30-006-01	世俗諺文_天理大学図書館	1582	951	哲	哲	哲	哲			1		入軽	入軽	テツ	テツ					7803	
30-006-01	世俗諺文_天理大学図書館	1583	952	侯	侯	侯贏	侯贏			1		平	平平		＊エイ					7806	
30-006-01	世俗諺文_天理大学図書館	1584	952	贏	贏	侯贏	侯贏			2		平	平平	エイ	＊エイ					7806	
30-006-01	世俗諺文_天理大学図書館	1585	953	士	士	士	士			1		去	去							7808	
30-006-01	世俗諺文_天理大学図書館	1586	954	賢	賢	賢	賢			1		平	平	ケン	ケン					7808	
30-006-01	世俗諺文_天理大学図書館	1587	955	不	不	不肖	不肖			1				フ	フセウ					7808	
30-006-01	世俗諺文_天理大学図書館	1588	955	肖	肖	不肖	不肖			2				セウ	フセウ					7808	
30-006-01	世俗諺文_天理大学図書館	1589	956	列	列	列	列			1		入	入							7901	
30-006-01	世俗諺文_天理大学図書館	1590	957	求	求	求	求			1		平	平	キウ	キウ					7902	
30-006-01	世俗諺文_天理大学図書館	1591	958	周	周	周任	周任			1		平	平去濁		＊シム					7902	
30-006-01	世俗諺文_天理大学図書館	1592	958	任	任	周任	周任			2		去濁	平去濁	シム	＊シム					7902	
30-006-01	世俗諺文_天理大学図書館	1593	959	注	注	注	注			1		平	平							7902	
30-006-01	世俗諺文_天理大学図書館	1594	960	馬	馬	馬融	馬融			1		去濁	去濁平							7902	
30-006-01	世俗諺文_天理大学図書館	1595	960	融	融	馬融	馬融			2		平	去濁平							7902	
30-006-01	世俗諺文_天理大学図書館	1596	961	周	周	周任	周任			1		平軽	平軽去濁							7903	
30-006-01	世俗諺文_天理大学図書館	1597	961	任	任	周任	周任			2		去濁	平軽去濁							7903	
30-006-01	世俗諺文_天理大学図書館	1598	962	才	才	才力	才力			1		平	平入	サイ	サイリヨク					7903	仮名注は欄外
30-006-01	世俗諺文_天理大学図書館	1599	962	力	力	才力	才力			2		入	平入	リヨク	サイリヨク					7903	仮名注は欄外
30-006-01	世俗諺文_天理大学図書館	1600	963	毛	毛	毛遂	毛遂			1		平濁	平濁去		＊スイ					7905	
30-006-01	世俗諺文_天理大学図書館	1601	963	遂	遂	毛遂	毛遂			2		去	平濁去	スイ	＊スイ					7905	
30-006-01	世俗諺文_天理大学図書館	1602	964	平	平	平原君	平原君			1		平	平平濁平軽							7905	
30-006-01	世俗諺文_天理大学図書館	1603	964	原	原	平原君	平原君			2		平濁	平平濁平軽							7905	
30-006-01	世俗諺文_天理大学図書館	1604	964	君	君	平原君	平原君			3		平軽	平平濁平軽							7905	
30-006-01	世俗諺文_天理大学図書館	1605	965	韓	韓	韓安國	韓安国			1		平	平平入	カン	カン＊＊					7908	
30-006-01	世俗諺文_天理大学図書館	1606	965	安	安	韓安國	韓安国			2		平	平平入		カン＊＊					7908	
30-006-01	世俗諺文_天理大学図書館	1607	965	國	国	韓安國	韓安国			3		入	平平入		カン＊＊					7908	
30-006-01	世俗諺文_天理大学図書館	1608	966	王	王	孝王	孝王			2		平	＊平							7908	
30-006-01	世俗諺文_天理大学図書館	1609	967	士	士	士	士			1		去	去							8001	
30-006-01	世俗諺文_天理大学図書館	1610	968	善	善	善	善			1		去	去							8002	
30-006-01	世俗諺文_天理大学図書館	1611	969	惡	悪	惡	悪			1		入軽	入軽							8002	
30-006-01	世俗諺文_天理大学図書館	1612	970	楊	楊	楊荊洲	楊荊洲			1		平	平平＊							8003	
30-006-01	世俗諺文_天理大学図書館	1613	970	荊	荊	楊荊洲	楊荊洲			2		平	平平＊							8003	
30-006-01	世俗諺文_天理大学図書館	1614	971	注	注	注	注			1		平	平							8003	
30-006-01	世俗諺文_天理大学図書館	1615	972	楚	楚	楚	楚			1		去	去	ソ	ソ					8004	
30-006-01	世俗諺文_天理大学図書館	1616	973	藍	藍	藍尹_	藍尹_			1		平	平上平		＊＊キ					8004	
30-006-01	世俗諺文_天理大学図書館	1617	973	尹	尹	藍尹_	藍尹_			2		上	平上平		＊＊キ					8004	
30-006-01	世俗諺文_天理大学図書館	1618	973	_	_	藍尹_	藍尹_			3		平	平上平	キ	＊＊キ					8004	
30-006-01	世俗諺文_天理大学図書館	1619	974	子	子	子西	子西			1		去	去平							8004	
30-006-01	世俗諺文_天理大学図書館	1620	974	西	西	子西	子西			2		平	去平							8004	
30-006-01	世俗諺文_天理大学図書館	1621	975	闔	闔	闔盧	闔盧			1		入	入平	カフ	カフロ					8004	
30-006-01	世俗諺文_天理大学図書館	1622	975	盧	盧	闔盧	闔盧			2		平	入平	ロ	カフロ					8004	
30-006-01	世俗諺文_天理大学図書館	1623	976	士	士	士	士			1		去	去							8005	
30-006-01	世俗諺文_天理大学図書館	1624	977	張	張	張儉	張倹			1		平	平去							8006	
30-006-01	世俗諺文_天理大学図書館	1625	977	儉	倹	張儉	張倹			2		去	平去							8006	
30-006-01	世俗諺文_天理大学図書館	1626	978	清	清	清潔	清潔			1		平	平入軽							8006	
30-006-01	世俗諺文_天理大学図書館	1627	978	潔	潔	清潔	清潔			2		入軽	平入軽							8006	
30-006-01	世俗諺文_天理大学図書館	1628	979	玄	玄	玄豹	玄豹			1		平	平去		＊ハウ					8006	
30-006-01	世俗諺文_天理大学図書館	1629	979	豹	豹	玄豹	玄豹			2		去	平去	ハウ	＊ハウ					8006	
30-006-01	世俗諺文_天理大学図書館	1630	980	陶	陶	陶	陶			1		平	平	タウ	タウ					8007	
30-006-01	世俗諺文_天理大学図書館	1631	981	益	益	益子	益子			1		去	去上		＊シ					8007	
30-006-01	世俗諺文_天理大学図書館	1632	981	子	子	益子	益子			2		上	去上	シ	＊シ					8007	
30-006-01	世俗諺文_天理大学図書館	1633	982	名	名	名譽	名誉			1		平	平去		＊ヨ					8007	
30-006-01	世俗諺文_天理大学図書館	1634	982	譽	誉	名譽	名誉			2		去	平去	ヨ	＊ヨ					8007	
30-006-01	世俗諺文_天理大学図書館	1635	983	妾	妾	妾	妾			1		入	入							8008	
30-006-01	世俗諺文_天理大学図書館	1636	984	害	害	害	害			1		去	去							8102	
30-006-01	世俗諺文_天理大学図書館	1637	985	大	大	大_	大_			1		去	去去		＊テイ					8102	
30-006-01	世俗諺文_天理大学図書館	1638	985	_	_	大_	大_			2		去	去去	テイ	＊テイ					8102	
30-006-01	世俗諺文_天理大学図書館	1639	986	行	行	行	行			1		去	去							8104	
30-006-01	世俗諺文_天理大学図書館	1640	987	才	才	才	才			1		平	平							8105	
30-006-01	世俗諺文_天理大学図書館	1641	988	唐	唐	唐	唐			1		平	平							8106	
30-006-01	世俗諺文_天理大学図書館	1642	989	韋	韋	韋莊	韋荘			1		平	平平	ヰ	ヰサウ					8106	
30-006-01	世俗諺文_天理大学図書館	1643	989	莊	荘	韋莊	韋荘			2		平	平平	サウ	ヰサウ					8106	
30-006-01	世俗諺文_天理大学図書館	1644	990	爨	爨	爨	爨ス			1		去	去	サン	サン					8107	
30-006-01	世俗諺文_天理大学図書館	1645	991	_	_	一_	一_			2		平濁	＊平濁	ハム	＊ハム					8107	
30-006-01	世俗諺文_天理大学図書館	1646	992	殯	殯	殯	殯ス			1		平	平	ヒン	ヒン					8107	
30-006-01	世俗諺文_天理大学図書館	1647	993	莊	荘	莊	荘			1		平軽	平軽	サウ	サウ					8108	
30-006-01	世俗諺文_天理大学図書館	1648	994	殯	殯	殯	殯ス			1		平	平	ヒン	ヒン					8108	
30-006-01	世俗諺文_天理大学図書館	1649	995	才	才	才	才			1		平	平							8201	
30-006-01	世俗諺文_天理大学図書館	1650	996	美	美	美	美			1		去濁	去濁							8201	
30-006-01	世俗諺文_天理大学図書館	1651	997	後	後	後生	後生			1		去	去平軽	コウ	コウセイ					8203	
30-006-01	世俗諺文_天理大学図書館	1652	997	生	生	後生	後生			2		平軽	去平軽	セイ	コウセイ					8203	
30-006-01	世俗諺文_天理大学図書館	1653	998	來	来	來	来ル			1		平	平							8204	
30-006-01	世俗諺文_天理大学図書館	1654	999	者	者	者	者			1		上	上							8204	
30-006-01	世俗諺文_天理大学図書館	1655	1000	賈	賈	賈誼	賈誼			1		去	去去濁	カ	カキ					8207	
30-006-01	世俗諺文_天理大学図書館	1656	1000	誼	誼	賈誼	賈誼			2		去濁	去去濁	キ	カキ					8207	
30-006-01	世俗諺文_天理大学図書館	1657	1001	賊	賊	賊	賊			1		入軽	入軽							8207	
30-006-01	世俗諺文_天理大学図書館	1658	1002	岐	岐	岐嶷	岐嶷			1		平	平入軽濁		＊キヨク					8209	
30-006-01	世俗諺文_天理大学図書館	1659	1002	嶷	嶷	岐嶷	岐嶷			2		入軽濁	平入軽濁	キヨク	＊キヨク					8209	
30-006-01	世俗諺文_天理大学図書館	1660	1003	壯	壮	壯雄	壮雄			1		去	去＊							8209	
30-006-01	世俗諺文_天理大学図書館	1661	1004	臣	臣	臣	臣			1		平	平							8301	
30-006-01	世俗諺文_天理大学図書館	1662	1005	班	班	班孟堅	班孟堅			1		平	平去平							8307	
30-006-01	世俗諺文_天理大学図書館	1663	1005	孟	孟	班孟堅	班孟堅			2		去	平去平							8307	
30-006-01	世俗諺文_天理大学図書館	1664	1005	堅	堅	班孟堅	班孟堅			3		平	平去平							8307	
30-006-01	世俗諺文_天理大学図書館	1665	1006	賓	賓	賓	賓			1		平軽	平軽							8307	
30-006-01	世俗諺文_天理大学図書館	1666	1007	戲	戯	戲	戯レ			1		平	平							8307	
30-006-01	世俗諺文_天理大学図書館	1667	1008	功	功	功	功			1		平軽	平軽							8307	
30-006-01	世俗諺文_天理大学図書館	1668	1009	哲	哲	聖哲	聖哲			2		入軽	＊入軽							8308	
30-006-01	世俗諺文_天理大学図書館	1669	1010	治	治	治	治			1		去	去							8308	
30-006-01	世俗諺文_天理大学図書館	1670	1011	孔	孔	孔	孔			1		上	上							8308	
30-006-01	世俗諺文_天理大学図書館	1671	1012	韋	韋	韋昭	韋昭			1		平	平平	ヰ	ヰ＊					8401	
30-006-01	世俗諺文_天理大学図書館	1672	1012	昭	昭	韋昭	韋昭			2		平	平平		ヰ＊					8401	
30-006-01	世俗諺文_天理大学図書館	1673	1013	善	善	善	善			1		去	去							8402	
30-006-01	世俗諺文_天理大学図書館	1674	1014	突	突	黔突	黔突			2		去	＊去	ツキ	＊ツキ					8402	
30-006-01	世俗諺文_天理大学図書館	1675	1015	禄	禄	禄	禄			1		入	入							8402	
30-006-01	世俗諺文_天理大学図書館	1676	1016	注	注	注	注			1		平	平							8405	
30-006-01	世俗諺文_天理大学図書館	1677	1017	苞	苞	苞氏	苞氏			1		平	平上	ハウ	ハウ＊					8405	
30-006-01	世俗諺文_天理大学図書館	1678	1017	氏	氏	苞氏	苞氏			2		上	平上		ハウ＊					8405	
30-006-01	世俗諺文_天理大学図書館	1679	1018	賢	賢	賢者	賢者			1		平軽	平軽上							8405	
30-006-01	世俗諺文_天理大学図書館	1680	1018	者	者	賢者	賢者			2		上	平軽上							8405	
30-006-01	世俗諺文_天理大学図書館	1681	1019	善	善	善	善			1		去	去							8406	
30-006-01	世俗諺文_天理大学図書館	1682	1020	勇	勇	勇	勇			1		上	上	ヨウ	ヨウ					8501	
30-006-01	世俗諺文_天理大学図書館	1683	1021	勇	勇	勇	勇			1		上	上							8503	
30-006-01	世俗諺文_天理大学図書館	1684	1022	善	善	善	善			1		去	去							8504	
30-006-01	世俗諺文_天理大学図書館	1685	1023	流	流	流	流			1		平	平							8504	
30-006-01	世俗諺文_天理大学図書館	1686	1024	駿	駿	駿骨	駿骨			1		去	去入軽							8506	
30-006-01	世俗諺文_天理大学図書館	1687	1024	骨	骨	駿骨	駿骨			2		入軽	去入軽							8506	
30-006-01	世俗諺文_天理大学図書館	1688	1025	戰	戦	戰國策	戦国策			1		去	去入軽入軽	セン	センコクサク					8507	
30-006-01	世俗諺文_天理大学図書館	1689	1025	國	国	戰國策	戦国策			2		入軽	去入軽入軽	コク	センコクサク					8507	
30-006-01	世俗諺文_天理大学図書館	1690	1025	策	策	戰國策	戦国策			3		入軽	去入軽入軽	サク	センコクサク					8507	
30-006-01	世俗諺文_天理大学図書館	1691	1026	郭	郭	郭隗	郭隗			1		入	入上		＊クワイ					8507	
30-006-01	世俗諺文_天理大学図書館	1692	1026	隗	隗	郭隗	郭隗			2		上	入上	クワイ	＊クワイ					8507	
30-006-01	世俗諺文_天理大学図書館	1693	1027	燕	燕	燕	燕			1		平	平							8507	
30-006-01	世俗諺文_天理大学図書館	1694	1028	昭	昭	昭王	昭王			1		平	平平							8507	
30-006-01	世俗諺文_天理大学図書館	1695	1028	王	王	昭王	昭王			2		平	平平							8507	
30-006-01	世俗諺文_天理大学図書館	1696	1029	劉	劉	劉向	劉向			1		平	平去	リウ	リウ＊					8509	
30-006-01	世俗諺文_天理大学図書館	1697	1029	向	向	劉向	劉向			2		去	平去		リウ＊					8509	
30-006-01	世俗諺文_天理大学図書館	1698	1030	禮	礼	禮	礼			1		上	上	レイ	レイ					8602	
30-006-01	世俗諺文_天理大学図書館	1699	1031	宜	宜	宜	宜			1		平濁	平濁	キ	キ					8602	
30-006-01	世俗諺文_天理大学図書館	1700	1032	曲	曲	曲禮	曲礼			1		入	入＊	コク	コクライ					8603	
30-006-01	世俗諺文_天理大学図書館	1701	1032	禮	礼	曲禮	曲礼			2			入＊	ライ	コクライ					8603	
30-006-01	世俗諺文_天理大学図書館	1702	1033	周	周	周易	周易			1		去	去入		＊ヤク					8608	
30-006-01	世俗諺文_天理大学図書館	1703	1033	易	易	周易	周易			2		入	去入	ヤク	＊ヤク					8608	
30-006-01	世俗諺文_天理大学図書館	1704	1034	良	良	良將	良将			1		平	平去							8702	
30-006-01	世俗諺文_天理大学図書館	1705	1034	將	将	良將	良将			2		去	平去							8702	
30-006-01	世俗諺文_天理大学図書館	1706	1035	勁	勁	勁弩	勁弩			1		去	去去濁	ケイ	ケイト					8702	
30-006-01	世俗諺文_天理大学図書館	1707	1035	弩	弩	勁弩	勁弩			2		去濁	去去濁	ト	ケイト					8702	
30-006-01	世俗諺文_天理大学図書館	1708	1036	信	信	信臣	信臣			1		去	去平							8702	
30-006-01	世俗諺文_天理大学図書館	1709	1036	臣	臣	信臣	信臣			2		平	去平							8702	
30-006-01	世俗諺文_天理大学図書館	1710	1037	精	精	精卒	精卒			1		平	平入軽		＊ソツ					8702	
30-006-01	世俗諺文_天理大学図書館	1711	1037	卒	卒	精卒	精卒			2		入軽	平入軽	ソツ	＊ソツ					8702	
30-006-01	世俗諺文_天理大学図書館	1712	1038	兵	兵	兵	兵			1		平	平							8703	
30-006-01	世俗諺文_天理大学図書館	1713	1039	如	如	如淳	如淳			1		平濁	平濁平		＊シユン					8703	
30-006-01	世俗諺文_天理大学図書館	1714	1039	淳	淳	如淳	如淳			2		平	平濁平	シユン	＊シユン					8703	
30-006-01	世俗諺文_天理大学図書館	1715	1040	猶	猶	猶	猶ヲ			1		平	平							8703	
30-006-01	世俗諺文_天理大学図書館	1716	1041	可	可	可問	可問			1		平	平去濁							8703	
30-006-01	世俗諺文_天理大学図書館	1717	1041	問	問	可問	可問			2		去濁	平去濁							8703	
30-006-01	世俗諺文_天理大学図書館	1718	1042	老	老	老子	老子			1				ラウ	ラウ＊					8705	仮名別筆
30-006-01	世俗諺文_天理大学図書館	1719	1043	注	注	注	注			1		平	平							8705	
30-006-01	世俗諺文_天理大学図書館	1720	1044	九	九	九鼎	九鼎			1		上	上上							8705	
30-006-01	世俗諺文_天理大学図書館	1721	1044	鼎	鼎	九鼎	九鼎			2		上	上上							8705	
30-006-01	世俗諺文_天理大学図書館	1722	1045	瑚	瑚	瑚_	瑚_			1		平	平上							8705	
30-006-01	世俗諺文_天理大学図書館	1723	1045	_	_	瑚_	瑚_			2		上	平上							8706	
30-006-01	世俗諺文_天理大学図書館	1724	1046	雀	雀	燕雀	燕雀			2		入軽	＊入軽							8707	
30-006-01	世俗諺文_天理大学図書館	1725	1047	鴻	鴻	鴻鵠	鴻鵠			1		平	平入		＊コク					8707	
30-006-01	世俗諺文_天理大学図書館	1726	1047	鵠	鵠	鴻鵠	鴻鵠			2		入	平入	コク	＊コク					8707	
30-006-01	世俗諺文_天理大学図書館	1727	1048	陳	陳	陳勝	陳勝			1		平	平平							8708	
30-006-01	世俗諺文_天理大学図書館	1728	1048	勝	勝	陳勝	陳勝			2		平	平平							8708	
30-006-01	世俗諺文_天理大学図書館	1729	1049	子	子	子渉	子渉			1		去	去入軽		＊セフ					8708	
30-006-01	世俗諺文_天理大学図書館	1730	1049	渉	渉	子渉	子渉			2		入軽	去入軽	セフ	＊セフ					8708	
