資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	大正蔵所在巻	巻	元_出現位置
30-058-01	仮名書き法華経_妙一記念館	925	307	萬	萬	万八千	万八千			1				まん	まんはせん					1-0019-3		T0262_.09.0002c06	1	0019-3
30-058-01	仮名書き法華経_妙一記念館	926	307	八	八	万八千	万八千			2				は	まんはせん					1-0019-3		T0262_.09.0002c07	1	0019-3
30-058-01	仮名書き法華経_妙一記念館	927	307	千	千	万八千	万八千			3				せん	まんはせん					1-0019-3		T0262_.09.0002c07	1	0019-3
30-058-01	仮名書き法華経_妙一記念館	928	308	土	土	土	土			1				と	と					1-0019-3		T0262_.09.0002c07	1	0019-3
30-058-01	仮名書き法華経_妙一記念館	929	309	國	國	國界	國界			1				こく	こくかい					1-0019-4		T0262_.09.0002c07	1	0019-4
30-058-01	仮名書き法華経_妙一記念館	930	309	界	界	國界	國界			2				かい	こくかい					1-0019-4		T0262_.09.0002c07	1	0019-4
30-058-01	仮名書き法華経_妙一記念館	931	310	莊	莊	莊嚴	莊嚴			1				しやう	しやうこん					1-0019-4		T0262_.09.0002c07	1	0019-4
30-058-01	仮名書き法華経_妙一記念館	932	310	嚴	嚴	莊嚴	莊嚴			2				こん	しやうこん					1-0019-4		T0262_.09.0002c07	1	0019-4
30-058-01	仮名書き法華経_妙一記念館	933	311	彌	彌	彌勒菩薩	彌勒菩薩			1				み	みろくほさつ					1-0019-5		T0262_.09.0002c07	1	0019-5
30-058-01	仮名書き法華経_妙一記念館	934	311	勒	勒	彌勒菩薩	彌勒菩薩			2				ろく	みろくほさつ					1-0019-5		T0262_.09.0002c07	1	0019-5
30-058-01	仮名書き法華経_妙一記念館	935	311	菩	菩	彌勒菩薩	彌勒菩薩			3				ほ	みろくほさつ					1-0019-5		T0262_.09.0002c07	1	0019-5
30-058-01	仮名書き法華経_妙一記念館	936	311	薩	薩	彌勒菩薩	彌勒菩薩			4				さつ	みろくほさつ					1-0019-5		T0262_.09.0002c08	1	0019-5
30-058-01	仮名書き法華経_妙一記念館	937	312	義	義	義	義			1				き	き					1-0019-6		T0262_.09.0002c08	1	0019-6
30-058-01	仮名書き法華経_妙一記念館	938	313	偈	偈	偈	偈			1				け	け					1-0019-6		T0262_.09.0002c08	1	0019-6
30-058-01	仮名書き法華経_妙一記念館	939	314	文	文	文殊師利	文殊師利			1				もん	もんしゆしり					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	940	314	殊	殊	文殊師利	文殊師利			2				しゆ	もんしゆしり					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	941	314	師	師	文殊師利	文殊師利			3				し	もんしゆしり					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	942	314	利	利	文殊師利	文殊師利			4				り	もんしゆしり					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	943	315	導	導	導師	導師			1				たう	たうし					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	944	315	師	師	導師	導師			2				し	たうし					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	945	316	眉	眉	眉間	眉間			1				み	みけん					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	946	316	間	間	眉間	眉間			2				けん	みけん					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	947	317	白	白	白毫	白毫			1				ひやく	ひやくかう					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	948	317	毫	毫	白毫	白毫			2				かう	ひやくかう					1-0020-2		T0262_.09.0002c09	1	0020-2
30-058-01	仮名書き法華経_妙一記念館	949	318	曼	曼	曼陀羅	曼陀羅			1				まん	まんたら					1-0020-3		T0262_.09.0002c10	1	0020-3
30-058-01	仮名書き法華経_妙一記念館	950	318	陀	陀	曼陀羅	曼陀羅			2				た	まんたら					1-0020-4		T0262_.09.0002c10	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	951	318	羅	羅	曼陀羅	曼陀羅			3				ら	まんたら					1-0020-4		T0262_.09.0002c10	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	952	319	曼	曼	曼殊沙華	曼殊沙華			1				まん	まんしゆしやくゑ					1-0020-4		T0262_.09.0002c10	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	953	319	殊	殊	曼殊沙華	曼殊沙華			2				しゆ	まんしゆしやくゑ					1-0020-4		T0262_.09.0002c10	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	954	319	沙	沙	曼殊沙華	曼殊沙華			3				しや	まんしゆしやくゑ					1-0020-4		T0262_.09.0002c10	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	955	319	華	華	曼殊沙華	曼殊沙華			4				くゑ	まんしゆしやくゑ					1-0020-4		T0262_.09.0002c10	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	956	320	栴	栴	栴檀	栴檀			1				せん	せんたん					1-0020-4		T0262_.09.0002c11	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	957	320	檀	檀	栴檀	栴檀			2				たん	せんたん					1-0020-4		T0262_.09.0002c11	1	0020-4
30-058-01	仮名書き法華経_妙一記念館	958	321	悦	悦	悦可	悦可する			1				えつ	えつか					1-0020-5		T0262_.09.0002c11	1	0020-5
30-058-01	仮名書き法華経_妙一記念館	959	321	可	可	悦可	悦可する			2				か	えつか					1-0020-5		T0262_.09.0002c11	1	0020-5
30-058-01	仮名書き法華経_妙一記念館	960	322	衆	衆	衆	衆			1				しゆ	しゆ					1-0020-5		T0262_.09.0002c11	1	0020-5
30-058-01	仮名書き法華経_妙一記念館	961	323	因	因	因縁	因縁			1				いん	いんえん					1-0020-5		T0262_.09.0002c11	1	0020-5
30-058-01	仮名書き法華経_妙一記念館	962	323	縁	縁	因縁	因縁			2				えん	いんえん					1-0020-5		T0262_.09.0002c11	1	0020-5
30-058-01	仮名書き法華経_妙一記念館	963	324	地	地	地	地			1				ち	ち					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	964	325	嚴	嚴	嚴淨	嚴淨			1				こん	こんしやう					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	965	325	淨	淨	嚴淨	嚴淨			2				しやう	こんしやう					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	966	326	世	世	世界	世界			1				せ	せかい					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	967	326	界	界	世界	世界			2				かい	せかい					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	968	327	六	六	六種	六種			1				ろく	ろくしう					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	969	327	種	種	六種	六種			2				しう	ろくしう					1-0020-6		T0262_.09.0002c12	1	0020-6
30-058-01	仮名書き法華経_妙一記念館	970	328	震	震	震動	震動す			1				しん	しんとう					1-0021-1		T0262_.09.0002c12	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	971	328	動	動	震動	震動す			2				とう	しんとう					1-0021-1		T0262_.09.0002c12	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	972	329	四	四	四部衆	四部衆			1				し	しふしう					1-0021-1		T0262_.09.0002c13	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	973	329	部	部	四部衆	四部衆			2				ふ	しふしう					1-0021-1		T0262_.09.0002c13	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	974	329	衆	衆	四部衆	四部衆			3				しう	しふしう					1-0021-1		T0262_.09.0002c13	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	975	330	歡	歡	歡喜	歡喜し			1				くわん	くわんき					1-0021-1	本文「勸」	T0262_.09.0002c13	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	976	330	喜	喜	歡喜	歡喜し			2				き	くわんき					1-0021-1		T0262_.09.0002c13	1	0021-1
30-058-01	仮名書き法華経_妙一記念館	977	331	身	身	身意	身意			1				しん	しんい					1-0021-2		T0262_.09.0002c13	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	978	331	意	意	身意	身意			2				い	しんい					1-0021-2		T0262_.09.0002c13	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	979	332	快	快	快然	快然			1				くゑ	くゑねん					1-0021-2		T0262_.09.0002c13	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	980	332	然	然	快然	快然			2				ねん	くゑねん					1-0021-2		T0262_.09.0002c13	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	981	333	未	未	未曾有	未曾有			1				み	みそうう					1-0021-2		T0262_.09.0002c14	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	982	333	曾	曾	未曾有	未曾有			2				そう	みそうう					1-0021-2		T0262_.09.0002c14	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	983	333	有	有	未曾有	未曾有			3				う	みそうう					1-0021-2		T0262_.09.0002c14	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	984	334	眉	眉	眉間	眉間			1				み	みけん					1-0021-2		T0262_.09.0002c14	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	985	334	間	間	眉間	眉間			2				けん	みけん					1-0021-2		T0262_.09.0002c14	1	0021-2
30-058-01	仮名書き法華経_妙一記念館	986	335	光	光	光明	光明			1				くわう	くわうみやう					1-0021-3		T0262_.09.0002c14	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	987	335	明	明	光明	光明			2				みやう	くわうみやう					1-0021-3		T0262_.09.0002c14	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	988	336	東	東	東方	東方			1				とう	とうはう					1-0021-3		T0262_.09.0002c14	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	989	336	方	方	東方	東方			2				はう	とうはう					1-0021-3		T0262_.09.0002c14	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	990	337	萬	萬	万八千	万八千			1				まん	まんはせん					1-0021-3		T0262_.09.0002c15	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	991	337	八	八	万八千	万八千			2				は	まんはせん					1-0021-3		T0262_.09.0002c15	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	992	337	千	千	万八千	万八千			3				せん	まんはせん					1-0021-3		T0262_.09.0002c15	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	993	338	土	土	土	土			1				と	と					1-0021-3		T0262_.09.0002c15	1	0021-3
30-058-01	仮名書き法華経_妙一記念館	994	339	金	金	金色	金色			1				こん	こんしき					1-0021-4		T0262_.09.0002c15	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	995	339	色	色	金色	金色			2				しき	こんしき					1-0021-4		T0262_.09.0002c15	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	996	340	阿	阿	阿鼻獄	阿鼻獄			1				あ	あひこく					1-0021-4		T0262_.09.0002c15	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	997	340	鼻	鼻	阿鼻獄	阿鼻獄			2				ひ	あひこく					1-0021-4		T0262_.09.0002c15	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	998	340	獄	獄	阿鼻獄	阿鼻獄			3				こく	あひこく					1-0021-4		T0262_.09.0002c15	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	999	341	有	有	有頂	有頂			1				う	うちやう					1-0021-4		T0262_.09.0002c16	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	1000	341	頂	頂	有頂	有頂			2				ちやう	うちやう					1-0021-4		T0262_.09.0002c16	1	0021-4
30-058-01	仮名書き法華経_妙一記念館	1001	342	世	世	世界	世界			1				せ	せかい					1-0021-5		T0262_.09.0002c16	1	0021-5
30-058-01	仮名書き法華経_妙一記念館	1002	342	界	界	世界	世界			2				かい	せかい					1-0021-5		T0262_.09.0002c16	1	0021-5
30-058-01	仮名書き法華経_妙一記念館	1003	343	六	六	六道	六道			1				ろく	ろくたう					1-0021-5		T0262_.09.0002c16	1	0021-5
30-058-01	仮名書き法華経_妙一記念館	1004	343	道	道	六道	六道			2				たう	ろくたう					1-0021-5		T0262_.09.0002c16	1	0021-5
30-058-01	仮名書き法華経_妙一記念館	1005	344	衆	衆	衆生	衆生			1				しう	しうしやう					1-0021-5		T0262_.09.0002c16	1	0021-5
30-058-01	仮名書き法華経_妙一記念館	1006	344	生	生	衆生	衆生			2				しやう	しうしやう					1-0021-5		T0262_.09.0002c16	1	0021-5
30-058-01	仮名書き法華経_妙一記念館	1007	345	生	生	生死	生死			1				しやう	しやうし					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1008	345	死	死	生死	生死			2				し	しやうし					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1009	346	所	所	所趣	所趣			1				しよ	しよしう					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1010	346	趣	趣	所趣	所趣			2				しう	しよしう					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1011	347	善	善	善惡	善惡			1				せん	せんあく					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1012	347	惡	惡	善惡	善惡			2				あく	せんあく					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1013	348	業	業	業縁	業縁			1				こう	こうゑん					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1014	348	縁	縁	業縁	業縁			2				ゑん	こうゑん					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1015	349	受	受	受報	受報			1				しゆ	しゆほう					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1016	349	報	報	受報	受報			2				ほう	しゆほう					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1017	350	好	好	好醜	好醜			1				かう	かうしゆ					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1018	350	醜	醜	好醜	好醜			2				しゆ	かうしゆ					1-0021-6		T0262_.09.0002c17	1	0021-6
30-058-01	仮名書き法華経_妙一記念館	1019	351	諸	諸	諸佛	諸佛			1				しよ	しよふつ					1-0022-1		T0262_.09.0002c18	1	0022-1
30-058-01	仮名書き法華経_妙一記念館	1020	351	佛	佛	諸佛	諸佛			2				ふつ	しよふつ					1-0022-1		T0262_.09.0002c18	1	0022-1
30-058-01	仮名書き法華経_妙一記念館	1021	352	聖	聖	聖主師子	聖主師子			1				しやう	しやうしうしし					1-0022-1		T0262_.09.0002c18	1	0022-1
30-058-01	仮名書き法華経_妙一記念館	1022	352	主	主	聖主師子	聖主師子			2				しう	しやうしうしし					1-0022-1		T0262_.09.0002c18	1	0022-1
30-058-01	仮名書き法華経_妙一記念館	1023	352	師	師	聖主師子	聖主師子			3				し	しやうしうしし					1-0022-1		T0262_.09.0002c18	1	0022-1
30-058-01	仮名書き法華経_妙一記念館	1024	352	子	子	聖主師子	聖主師子			4				し	しやうしうしし					1-0022-1		T0262_.09.0002c18	1	0022-1
30-058-01	仮名書き法華経_妙一記念館	1025	353	演	演	演説	演説し			1				えん	えんせつ					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1026	353	説	説	演説	演説し			2				せつ	えんせつ					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1027	354	經	經	經典	經典			1				きやう	きやうてん					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1028	354	典	典	經典	經典			2				てん	きやうてん					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1029	355	微	微	微妙	微妙			1				み	みめう					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1030	355	妙	妙	微妙	微妙			2				めう	みめう					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1031	356	第	第	第一	第一			1				たい	たい＊					1-0022-2		T0262_.09.0002c19	1	0022-2
30-058-01	仮名書き法華経_妙一記念館	1032	357	清	清	清淨	清淨			1				しやう	しやうしやう					1-0022-3		T0262_.09.0002c19	1	0022-3
30-058-01	仮名書き法華経_妙一記念館	1033	357	淨	淨	清淨	清淨			2				しやう	しやうしやう					1-0022-3		T0262_.09.0002c19	1	0022-3
30-058-01	仮名書き法華経_妙一記念館	1034	358	柔	柔	柔軟	柔軟			1				にう	にうなん					1-0022-3		T0262_.09.0002c20	1	0022-3
30-058-01	仮名書き法華経_妙一記念館	1035	358	軟	軟	柔軟	柔軟			2				なん	にうなん					1-0022-3		T0262_.09.0002c20	1	0022-3
30-058-01	仮名書き法華経_妙一記念館	1036	359	菩	菩	菩薩	菩薩			1				ほ	ほさつ					1-0022-4		T0262_.09.0002c20	1	0022-4
30-058-01	仮名書き法華経_妙一記念館	1037	359	薩	薩	菩薩	菩薩			2				さつ	ほさつ					1-0022-4		T0262_.09.0002c20	1	0022-4
30-058-01	仮名書き法華経_妙一記念館	1038	360	無	無	無數億万	無數億万			1				む	むしうをくまん					1-0022-4		T0262_.09.0002c20	1	0022-4
30-058-01	仮名書き法華経_妙一記念館	1039	360	數	數	無數億万	無數億万			2				しう	むしうをくまん					1-0022-4		T0262_.09.0002c20	1	0022-4
30-058-01	仮名書き法華経_妙一記念館	1040	360	億	億	無數億万	無數億万			3				をく	むしうをくまん					1-0022-5		T0262_.09.0002c20	1	0022-5
30-058-01	仮名書き法華経_妙一記念館	1041	360	萬	萬	無數億万	無數億万			4				まん	むしうをくまん					1-0022-5		T0262_.09.0002c20	1	0022-5
30-058-01	仮名書き法華経_妙一記念館	1042	361	梵	梵	梵音深妙	梵音深妙			1				ほん	ほんをんしんめう					1-0022-5		T0262_.09.0002c21	1	0022-5
30-058-01	仮名書き法華経_妙一記念館	1043	361	音	音	梵音深妙	梵音深妙			2				をん	ほんをんしんめう					1-0022-5		T0262_.09.0002c21	1	0022-5
30-058-01	仮名書き法華経_妙一記念館	1044	361	深	深	梵音深妙	梵音深妙			3				しん	ほんをんしんめう					1-0022-5		T0262_.09.0002c21	1	0022-5
30-058-01	仮名書き法華経_妙一記念館	1045	361	妙	妙	梵音深妙	梵音深妙			4				めう	ほんをんしんめう					1-0022-5		T0262_.09.0002c21	1	0022-5
30-058-01	仮名書き法華経_妙一記念館	1046	362	世	世	世界	世界			1				せ	せかい					1-0022-6		T0262_.09.0002c21	1	0022-6
30-058-01	仮名書き法華経_妙一記念館	1047	362	界	界	世界	世界			2				かい	せかい					1-0022-6		T0262_.09.0002c21	1	0022-6
30-058-01	仮名書き法華経_妙一記念館	1048	363	講	講	講説	講説し			1				かう	かうせつ					1-0022-6		T0262_.09.0002c22	1	0022-6
30-058-01	仮名書き法華経_妙一記念館	1049	363	説	説	講説	講説し			2				せつ	かうせつ					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1050	364	正	正	正法	正法			1				しやう	しやうほう					1-0022-6		T0262_.09.0002c22	1	0022-6
30-058-01	仮名書き法華経_妙一記念館	1051	364	法	法	正法	正法			2				ほう	しやうほう					1-0022-6		T0262_.09.0002c22	1	0022-6
30-058-01	仮名書き法華経_妙一記念館	1052	365	種	種	種種	種種			1				しよ[ママ]	しよ[ママ]〳〵（しよ[ママ]）					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1053	365	種	種	種種	種種			2				〳〵（しよ[ママ]）	しよ[ママ]〳〵（しよ[ママ]）					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1054	366	因	因	因縁	因縁			1				いん	いんえん					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1055	366	縁	縁	因縁	因縁			2				えん	いんえん					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1056	367	無	無	無量	無量			1				む	むりやう					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1057	367	量	量	無量	無量			2				りやう	むりやう					1-0023-1		T0262_.09.0002c22	1	0023-1
30-058-01	仮名書き法華経_妙一記念館	1058	368	照	照	照明	照明し			1				せう	せう＊					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1059	369	明	明	照明	照明			2				みやう	＊みやう					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1060	370	佛	佛	佛法	佛法			1				ふつ	ふつほう					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1061	370	法	法	佛法	佛法			2				ほう	ふつほう					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1062	371	開	開	開悟	開悟せ			1				かい	かいこ					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1063	371	悟	悟	開悟	開悟せ			2				こ	かいこ					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1064	372	衆	衆	衆生	衆生			1				しゆ	しゆしやう					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1065	372	生	生	衆生	衆生			2				しやう	しゆしやう					1-0023-2		T0262_.09.0002c23	1	0023-2
30-058-01	仮名書き法華経_妙一記念館	1066	373	苦	苦	苦	苦			1				く	く					1-0023-3		T0262_.09.0002c23	1	0023-3
30-058-01	仮名書き法華経_妙一記念館	1067	374	老	老	老病死	老病死			1				らう	らうひやうし					1-0023-3		T0262_.09.0003a01	1	0023-3
30-058-01	仮名書き法華経_妙一記念館	1068	374	病	病	老病死	老病死			2				ひやう	らうひやうし					1-0023-3		T0262_.09.0003a01	1	0023-3
30-058-01	仮名書き法華経_妙一記念館	1069	374	死	死	老病死	老病死			3				し	らうひやうし					1-0023-3		T0262_.09.0003a01	1	0023-3
30-058-01	仮名書き法華経_妙一記念館	1070	375	涅	涅	涅槃	涅槃			1				ね	ねはん					1-0023-4		T0262_.09.0003a01	1	0023-4
30-058-01	仮名書き法華経_妙一記念館	1071	375	槃	槃	涅槃	涅槃			2				はん	ねはん					1-0023-4		T0262_.09.0003a01	1	0023-4
30-058-01	仮名書き法華経_妙一記念館	1072	376	苦	苦	苦際	苦際			1				く	くさい					1-0023-4		T0262_.09.0003a01	1	0023-4
30-058-01	仮名書き法華経_妙一記念館	1073	376	際	際	苦際	苦際			2				さい	くさい					1-0023-4		T0262_.09.0003a01	1	0023-4
30-058-01	仮名書き法華経_妙一記念館	1074	377	福	福	福	福			1				ふく	ふく					1-0023-5		T0262_.09.0003a02	1	0023-5
30-058-01	仮名書き法華経_妙一記念館	1075	378	供	供	供養	供養し			1				く	くやう					1-0023-5		T0262_.09.0003a02	1	0023-5
30-058-01	仮名書き法華経_妙一記念館	1076	378	養	養	供養	供養し			2				やう	くやう					1-0023-5		T0262_.09.0003a02	1	0023-5
30-058-01	仮名書き法華経_妙一記念館	1077	379	勝	勝	勝法	勝法			1				しよう	しようほう					1-0023-6		T0262_.09.0003a02	1	0023-6
30-058-01	仮名書き法華経_妙一記念館	1078	379	法	法	勝法	勝法			2				ほう	しようほう					1-0023-6		T0262_.09.0003a02	1	0023-6
30-058-01	仮名書き法華経_妙一記念館	1079	380	縁	縁	縁覺	縁覺			1				えん	えんかく					1-0023-6		T0262_.09.0003a03	1	0023-6
30-058-01	仮名書き法華経_妙一記念館	1080	380	覺	覺	縁覺	縁覺			2				かく	えんかく					1-0023-6		T0262_.09.0003a03	1	0023-6
30-058-01	仮名書き法華経_妙一記念館	1081	381	佛	佛	佛子	佛子			1				ふつ	ふつし					1-0024-1		T0262_.09.0003a03	1	0024-1
30-058-01	仮名書き法華経_妙一記念館	1082	381	子	子	佛子	佛子			2				し	ふつし					1-0024-1		T0262_.09.0003a03	1	0024-1
30-058-01	仮名書き法華経_妙一記念館	1083	382	修	修	修	修し			1				しゆ	しゆ					1-0024-2		T0262_.09.0003a03	1	0024-2
30-058-01	仮名書き法華経_妙一記念館	1084	383	種	種	種種	種種			1				しう	しう〳〵（しう）					1-0024-1		T0262_.09.0003a03	1	0024-1
30-058-01	仮名書き法華経_妙一記念館	1085	383	種	種	種種	種種			2				〳〵（しう）	しう〳〵（しう）					1-0024-1		T0262_.09.0003a03	1	0024-1
30-058-01	仮名書き法華経_妙一記念館	1086	384	行	行	行	行			1				きやう	きやう					1-0024-1		T0262_.09.0003a03	1	0024-1
30-058-01	仮名書き法華経_妙一記念館	1087	385	無	無	無上	無上			1				む	むしやう					1-0024-2		T0262_.09.0003a04	1	0024-2
30-058-01	仮名書き法華経_妙一記念館	1088	385	上	上	無上	無上			2				しやう	むしやう					1-0024-2		T0262_.09.0003a04	1	0024-2
30-058-01	仮名書き法華経_妙一記念館	1089	386	慧	慧	惠	恵			1				ゑ	ゑ					1-0024-2		T0262_.09.0003a04	1	0024-2
30-058-01	仮名書き法華経_妙一記念館	1090	387	淨	淨	淨道	淨道			1				しやう	しやうたう					1-0024-2		T0262_.09.0003a04	1	0024-2
30-058-01	仮名書き法華経_妙一記念館	1091	387	道	道	淨道	淨道			2				たう	しやうたう					1-0024-3		T0262_.09.0003a04	1	0024-3
30-058-01	仮名書き法華経_妙一記念館	1092	388	文	文	文殊師利	文殊師利			1				もん	もんしゆしり					1-0024-3		T0262_.09.0003a04	1	0024-3
30-058-01	仮名書き法華経_妙一記念館	1093	388	殊	殊	文殊師利	文殊師利			2				しゆ	もんしゆしり					1-0024-3		T0262_.09.0003a04	1	0024-3
30-058-01	仮名書き法華経_妙一記念館	1094	388	師	師	文殊師利	文殊師利			3				し	もんしゆしり					1-0024-3		T0262_.09.0003a04	1	0024-3
30-058-01	仮名書き法華経_妙一記念館	1095	388	利	利	文殊師利	文殊師利			4				り	もんしゆしり					1-0024-3		T0262_.09.0003a04	1	0024-3
30-058-01	仮名書き法華経_妙一記念館	1096	389	住	住	住	住し			1				ちう	ちう					1-0024-3		T0262_.09.0003a05	1	0024-3
30-058-01	仮名書き法華経_妙一記念館	1097	390	見	見	見聞	見聞する			1				けん	けんもん					1-0024-4		T0262_.09.0003a05	1	0024-4
30-058-01	仮名書き法華経_妙一記念館	1098	390	聞	聞	見聞	見聞する			2				もん	けんもん					1-0024-4		T0262_.09.0003a05	1	0024-4
30-058-01	仮名書き法華経_妙一記念館	1099	391	千	千	千億	千億			1				せん	せんをく					1-0024-4		T0262_.09.0003a05	1	0024-4
30-058-01	仮名書き法華経_妙一記念館	1100	391	億	億	千億	千億			2				をく	せんをく					1-0024-4		T0262_.09.0003a05	1	0024-4
30-058-01	仮名書き法華経_妙一記念館	1101	392	事	事	事	事			1				し	し					1-0024-4		T0262_.09.0003a05	1	0024-4
30-058-01	仮名書き法華経_妙一記念館	1102	393	衆	衆	衆多	衆多			1				しゆ	しゆた					1-0024-5		T0262_.09.0003a06	1	0024-5
