資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-050-01	大鏡_天理大学図書館	269	153	如	如	如泥人	如泥人			1		平濁	平濁平濁＊	シヨ	シヨテイ＊					035a-8	
20-050-01	大鏡_天理大学図書館	270	153	泥	泥	如泥人	如泥人			2		平濁	平濁平濁＊	テイ	シヨテイ＊					035a-8	
20-050-01	大鏡_天理大学図書館	271	154	故	故	故中關白殿	故中関白殿		混種語	1				コ	コナカ火ンハクトノ					035a-8	
20-050-01	大鏡_天理大学図書館	272	154	關	関	故中關白殿	故中関白殿		混種語	3				火ン	コナカ火ンハクトノ					035b-1	
20-050-01	大鏡_天理大学図書館	273	154	白	白	故中關白殿	故中関白殿		混種語	4				ハク	コナカ火ンハクトノ					035b-1	
20-050-01	大鏡_天理大学図書館	274	155	東	東	東三條	東三条			1				トウ	トウ＊＊					035b-1	
20-050-01	大鏡_天理大学図書館	275	156	障	障	御障子	御障子に			2				〔別〕シヤ	＊シヤシ					035b-1	
20-050-01	大鏡_天理大学図書館	276	156	子	子	御障子	御障子に			3				〔別〕シ	＊シヤシ					035b-1	
20-050-01	大鏡_天理大学図書館	277	157	色	色	色紙形	色紙形を		混種語	1				〔別〕シキ	シキシカタ					035b-2	
20-050-01	大鏡_天理大学図書館	278	157	紙	紙	色紙形	色紙形を		混種語	2				〔別〕シ	シキシカタ					035b-2	
20-050-01	大鏡_天理大学図書館	279	158	骨	骨	骨	骨なく		混種語	1				コチ	コチ					035b-8	
20-050-01	大鏡_天理大学図書館	280	159	懈	懈	懈怠	懈怠の			1				〔別〕ケ	ケタイ					036a-4	
20-050-01	大鏡_天理大学図書館	281	159	怠	怠	懈怠	懈怠の			2				〔別〕タイ	ケタイ					036a-4	
20-050-01	大鏡_天理大学図書館	282	160	失	失	失錯	失錯			1				〔別〕シツ	シツシヤク					036a-5	
20-050-01	大鏡_天理大学図書館	283	160	錯	錯	失錯	失錯			2				〔別〕シヤク	シツシヤク					036a-5	
20-050-01	大鏡_天理大学図書館	284	161	臘	﨟	下臘	下﨟			2				〔別〕ラウ	＊ラウ					036a-8	
20-050-01	大鏡_天理大学図書館	285	162	懷	懐	懷平	懐平の			1				〔左〕クワイ	クワイヘイ					036b-3	右傍ヤスヒラ
20-050-01	大鏡_天理大学図書館	286	162	平	平	懷平	懐平の			2				〔左〕ヘイ	クワイヘイ					036b-3	右傍ヤスヒラ
20-050-01	大鏡_天理大学図書館	287	163	弘	弘	弘徽殿	弘徽殿の			1		平	平上濁去	コウ	コウクヰテン					036b-7	
20-050-01	大鏡_天理大学図書館	288	163	徽	徽	弘徽殿	弘徽殿の			2		上濁	平上濁去	クヰ	コウクヰテン					036b-7	
20-050-01	大鏡_天理大学図書館	289	163	殿	殿	弘徽殿	弘徽殿の			3		去	平上濁去	テン	コウクヰテン					036b-7	
20-050-01	大鏡_天理大学図書館	290	164	供	供	内供	内供			2				ク	＊ク					038a-3	
20-050-01	大鏡_天理大学図書館	291	165	良	良	良圓	良圓			1				リヤウ	リヤウエン					038a-3	
20-050-01	大鏡_天理大学図書館	292	165	圓	圓	良圓	良圓			2				エン	リヤウエン					038a-3	
20-050-01	大鏡_天理大学図書館	293	166	寢	寝	寢殿	寝殿の			1				シン	シンテン					038b-5	
20-050-01	大鏡_天理大学図書館	294	166	殿	殿	寢殿	寝殿の			2				テン	シンテン					038b-5	
20-050-01	大鏡_天理大学図書館	295	167	故	故	故小野宮	故小野宮の			1				コ	コ＊＊＊					039a-1	
20-050-01	大鏡_天理大学図書館	296	168	對	對	對	對			1		平	平	タイ	タイ					039a-4	
20-050-01	大鏡_天理大学図書館	297	169	寢	寝	寢殿	寝殿			1				シム	シムテン					039a-4	
20-050-01	大鏡_天理大学図書館	298	169	殿	殿	寢殿	寝殿			2				テン	シムテン					039a-4	
20-050-01	大鏡_天理大学図書館	299	170	廻	廻	廻廊	廻廊は			1				クワイ	クワイラウ					039a-5	
20-050-01	大鏡_天理大学図書館	300	170	廊	廊	廻廊	廻廊は			2				ラウ	クワイラウ					039a-5	
20-050-01	大鏡_天理大学図書館	301	171	供	供	供米	供米			1				ク	クマイ					039b-1	
20-050-01	大鏡_天理大学図書館	302	171	米	米	供米	供米			2				マイ	クマイ					039b-1	
20-050-01	大鏡_天理大学図書館	303	172	圖	圖	定圖	定圖に			2				ツ	＊ツ					039b-1	
20-050-01	大鏡_天理大学図書館	304	173	智	智	智者	智者			1		平	平平							039b-6	
20-050-01	大鏡_天理大学図書館	305	173	者	者	智者	智者			2		平	平平							039b-6	声点虫損
20-050-01	大鏡_天理大学図書館	306	174	持	持	持經者	持経者			1		去濁	去濁上平濁	チ	チキヤウシヤ					039b-7	
20-050-01	大鏡_天理大学図書館	307	174	經	経	持經者	持経者			2		上	去濁上平濁	キヤウ	チキヤウシヤ					039b-7	
20-050-01	大鏡_天理大学図書館	308	174	者	者	持經者	持経者			3		平濁	去濁上平濁	シヤ	チキヤウシヤ					039b-7	
20-050-01	大鏡_天理大学図書館	309	175	供	供	供料	供料を			1				ク	クレウ					039b-8	
20-050-01	大鏡_天理大学図書館	310	175	料	料	供料	供料を			2				レウ	クレウ					039b-8	
20-050-01	大鏡_天理大学図書館	311	176	息	息	御息災	御息災を			2				ソク	＊ソクサイ					040a-1	
20-050-01	大鏡_天理大学図書館	312	176	災	災	御息災	御息災を			3				サイ	＊ソクサイ					040a-1	
20-050-01	大鏡_天理大学図書館	313	177	廉	廉	廉義公	廉義公			1		平	平去濁＊	レン	レンキコウ					040b-2	双行書き
20-050-01	大鏡_天理大学図書館	314	177	義	義	廉義公	廉義公			2		去濁	平去濁＊	キ	レンキコウ					040b-2	双行書き
20-050-01	大鏡_天理大学図書館	315	177	公	公	廉義公	廉義公			3			平去濁＊	コウ	レンキコウ					040b-2	双行書き
20-050-01	大鏡_天理大学図書館	316	178	薨	薨	薨	薨			1		平	平							040b-2	双行書き
20-050-01	大鏡_天理大学図書館	317	179	生	生	生	生			1		去	去	シヤウ	シヤウ					040b-6	
20-050-01	大鏡_天理大学図書館	318	180	无	无	无禮	无礼			1		上	上平	ム	ムライ					041a-3	本文左傍書入
20-050-01	大鏡_天理大学図書館	319	180	禮	礼	无禮	无礼			2		平	上平	ライ	ムライ					041a-3	本文左傍書入
20-050-01	大鏡_天理大学図書館	320	181	陣	陣	陣	陣			1				チン	チン					041a-3	本文左傍書入
20-050-01	大鏡_天理大学図書館	321	182	遵	遵	遵子	遵子			1		平	平上	シユン	シユンシ					041a-8	本文右傍書入
20-050-01	大鏡_天理大学図書館	322	182	子	子	遵子	遵子			2		上	平上	シ	シユンシ					041a-8	本文右傍書入
20-050-01	大鏡_天理大学図書館	323	183	連	連	連子	連子より			1		上	上上濁	レン	レンシ					041b-4	
20-050-01	大鏡_天理大学図書館	324	183	子	子	連子	連子より			2		上濁	上上濁	シ	レンシ					041b-4	
20-050-01	大鏡_天理大学図書館	325	184	雜	雑	雜色	雑色			1		入濁	入濁入	サフ	サフシキ					041b-5	
20-050-01	大鏡_天理大学図書館	326	184	色	色	雜色	雑色			2		入	入濁入	シキ	サフシキ					041b-5	
20-050-01	大鏡_天理大学図書館	327	185	非	非	非常	非常の			1		上	上平	ヒ	ヒシヤウ					042a-3	
20-050-01	大鏡_天理大学図書館	328	185	常	常	非常	非常の			2		平	上平	シヤウ	ヒシヤウ					042a-3	
20-050-01	大鏡_天理大学図書館	329	186	布	布	布袴	布袴にて			1		去	去平	ホ	ホコ					042b-1	
20-050-01	大鏡_天理大学図書館	330	186	袴	袴	布袴	布袴にて			2		平	去平	コ	ホコ					042b-1	
20-050-01	大鏡_天理大学図書館	331	187	障	障	障子	障子の			1				シヤウ	シヤウ＊					042b-3	
20-050-01	大鏡_天理大学図書館	332	188	職	職	職事	職事			1		入	入平濁	シキ	シキシ					042b-3	
20-050-01	大鏡_天理大学図書館	333	188	事	事	職事	職事			2		平濁	入平濁	シ	シキシ					042b-3	
20-050-01	大鏡_天理大学図書館	334	189	奏	奏	奏	奏せ			1				ソウ	ソウ					042b-4	
20-050-01	大鏡_天理大学図書館	335	190	故	故	故中務卿	故中務卿			1		去	去＊＊＊	コ	コ＊＊＊					042b-7	
20-050-01	大鏡_天理大学図書館	336	191	天	天	天元	天元			1		去	去平濁		＊クエン					043a-1	
20-050-01	大鏡_天理大学図書館	337	191	元	元	天元	天元			2		平濁	去平濁	クエン	＊クエン					043a-1	
20-050-01	大鏡_天理大学図書館	338	192	有	有	有心者	有心者			1		平	平去平濁	ウ	ウシムシヤ					043a-4	
20-050-01	大鏡_天理大学図書館	339	192	心	心	有心者	有心者			2		去	平去平濁	シム	ウシムシヤ					043a-4	
20-050-01	大鏡_天理大学図書館	340	192	者	者	有心者	有心者			3		平濁	平去平濁	シヤ	ウシムシヤ					043a-4	
20-050-01	大鏡_天理大学図書館	341	193	有	有	有識	有識にそ			1		上	上入	イウ	イウシヨク					043a-4	
20-050-01	大鏡_天理大学図書館	342	193	識	識	有識	有識にそ			2		入	上入	シヨク	イウシヨク					043a-4	
20-050-01	大鏡_天理大学図書館	343	194	如	如	如法	如法に			1				ニヨ	ニヨホウ					043a-5	
20-050-01	大鏡_天理大学図書館	344	194	法	法	如法	如法に			2				ホウ	ニヨホウ					043a-5	
20-050-01	大鏡_天理大学図書館	345	195	讀	読	御讀經	御読経なとも		混種語	2		入濁	＊入濁＊	ト	ミトキヤウ					043a-6	
20-050-01	大鏡_天理大学図書館	346	195	經	経	御讀經	御読経なとも		混種語	3			＊入濁＊	キヤウ	ミトキヤウ					043a-6	
