資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-03	宝暦版四座講式	1406	682	悲	悲	悲喜	悲喜			1		上	上平							001_024_b_02	
30-026-03	宝暦版四座講式	1407	682	喜	喜	悲喜	悲喜			2		平	上平							001_024_b_02	
30-026-03	宝暦版四座講式	1408	683	教	教	教網	教網			1		平	平去							001_024_b_03	
30-026-03	宝暦版四座講式	1409	683	網	網	教網	教網			2		去	平去							001_024_b_03	
30-026-03	宝暦版四座講式	1410	684	一	一	一目	一目			1		入	入入軽					3		001_024_b_03	
30-026-03	宝暦版四座講式	1411	684	目	目	一目	一目			2		入軽	入入軽					1		001_024_b_03	
30-026-03	宝暦版四座講式	1412	685	苦	苦	苦海	苦海			1		平	平上					3		001_024_b_03	
30-026-03	宝暦版四座講式	1413	685	海	海	苦海	苦海			2		上	平上					1		001_024_b_03	
30-026-03	宝暦版四座講式	1414	686	波	波	波浪	波浪			1		平	平平					2		001_024_b_03	
30-026-03	宝暦版四座講式	1415	686	浪	浪	波浪	波浪			2		平	平平					3		001_024_b_04	
30-026-03	宝暦版四座講式	1416	687	出	出	出現	出現			1		入	入平濁					2		001_024_b_04	
30-026-03	宝暦版四座講式	1417	687	現	現	出現	出現			2		平濁	入平濁					3		001_024_b_04	
30-026-03	宝暦版四座講式	1418	688	涅	涅	涅槃	涅槃			1		平	平去					2		001_024_b_04	
30-026-03	宝暦版四座講式	1419	688	槃	槃	涅槃	涅槃			2		去	平去					31		001_024_b_04	
30-026-03	宝暦版四座講式	1420	689	水	水	水波	水波			1		上	上平					1		001_024_b_04	
30-026-03	宝暦版四座講式	1421	689	波	波	水波	水波			2		平	上平					3		001_024_b_04	
30-026-03	宝暦版四座講式	1422	690	惣	惣	惣別	惣別			1		平	平入濁					2		001_024_b_04	
30-026-03	宝暦版四座講式	1423	690	別	別	惣別	惣別			2		入濁	平入濁					3		001_024_b_04	
30-026-03	宝暦版四座講式	1424	691	十	十	十門	十門			1		フ入濁	フ入濁上					2		001_024_b_04	
30-026-03	宝暦版四座講式	1425	691	門	門	十門	十門			2		上	フ入濁上					1		001_024_b_05	
30-026-03	宝暦版四座講式	1426	692	全	全	全收	全収			1		上濁	上濁平							001_024_b_05	
30-026-03	宝暦版四座講式	1427	692	收	収	全收	全収			2		平	上濁平							001_024_b_05	
30-026-03	宝暦版四座講式	1428	693	戀	恋	戀慕	恋慕			1		去	去平濁							001_024_b_05	
30-026-03	宝暦版四座講式	1429	693	慕	慕	戀慕	恋慕			2		平濁	去平濁							001_024_b_05	
30-026-03	宝暦版四座講式	1430	694	渇	渇	渇仰	渇仰			1		入	入平濁					2		001_024_b_05	
30-026-03	宝暦版四座講式	1431	694	仰	仰	渇仰	渇仰			2		平濁	入平濁					3		001_024_b_05	
30-026-03	宝暦版四座講式	1432	695	跋	跋	跋提河	跋提河			1		入濁	入濁去濁上濁							001_024_b_05	
30-026-03	宝暦版四座講式	1433	695	提	提	跋提河	跋提河			2		去濁	入濁去濁上濁							001_025_a_01	
30-026-03	宝暦版四座講式	1434	695	河	河	跋提河	跋提河			3		上濁	入濁去濁上濁							001_025_a_01	
30-026-03	宝暦版四座講式	1435	696	_	_	_恣	_恣			1		去	去平							001_025_a_01	
30-026-03	宝暦版四座講式	1436	696	恣	恣	_恣	_恣			2		平	去平							001_025_a_01	
30-026-03	宝暦版四座講式	1437	697	厭	厭	厭怠	厭怠			1		平	平平					2		001_025_a_01	
30-026-03	宝暦版四座講式	1438	697	怠	怠	厭怠	厭怠			2		平	平平					3		001_025_a_01	
30-026-03	宝暦版四座講式	1439	698	娑	娑	娑羅林	娑羅林			1		上	上上上							001_025_a_01	
30-026-03	宝暦版四座講式	1440	698	羅	羅	娑羅林	娑羅林			2		上	上上上							001_025_a_02	
30-026-03	宝暦版四座講式	1441	698	林	林	娑羅林	娑羅林			3		上	上上上							001_025_a_02	
30-026-03	宝暦版四座講式	1442	699	涅	涅	涅槃山	涅槃山			1		平	平去平軽		＊＊サン					001_025_a_02	
30-026-03	宝暦版四座講式	1443	699	槃	槃	涅槃山	涅槃山			2		去	平去平軽		＊＊サン					001_025_a_02	
30-026-03	宝暦版四座講式	1444	699	山	山	涅槃山	涅槃山			3		平軽	平去平軽	サン	＊＊サン					001_025_a_02	サンに13の墨譜
30-026-03	宝暦版四座講式	1445	700	出	出	出現	出現			1		入	入平濁					2		001_025_a_02	
30-026-03	宝暦版四座講式	1446	700	現	現	出現	出現			2		平濁	入平濁					3		001_025_a_02	
30-026-03	宝暦版四座講式	1447	701	生	生	生死海	生死海			1		去	去平新濁平					31		001_025_a_03	
30-026-03	宝暦版四座講式	1448	701	死	死	生死海	生死海			2		平新濁	去平新濁平					3		001_025_a_03	
30-026-03	宝暦版四座講式	1449	701	海	海	生死海	生死海			3		平	去平新濁平					3		001_025_a_03	
30-026-03	宝暦版四座講式	1450	702	菩	菩	菩提	菩提			1		上濁	上濁上濁							001_025_a_03	
30-026-03	宝暦版四座講式	1451	702	提	提	菩提	菩提			2		上濁	上濁上濁							001_025_a_03	
30-026-03	宝暦版四座講式	1452	703	戀	恋	戀慕	恋慕			1		去	去平濁							001_025_a_04	
30-026-03	宝暦版四座講式	1453	703	慕	慕	戀慕	恋慕			2		平濁	去平濁							001_025_a_04	
30-026-03	宝暦版四座講式	1454	704	渇	渇	渇仰	渇仰			1		入	入平濁							001_025_a_04	
30-026-03	宝暦版四座講式	1455	704	仰	仰	渇仰	渇仰			2		平濁	入平濁							001_025_a_04	
30-026-03	宝暦版四座講式	1456	705	伽	伽	伽陀	伽陀			1		上	上上新濁							001_025_a_05	
30-026-03	宝暦版四座講式	1457	705	陀	陀	伽陀	伽陀			2		上新濁	上上新濁							001_025_a_05	
30-026-03	宝暦版四座講式	1458	706	行	行	行	行ス			1		平濁	平濁					4		001_025_a_05	
30-026-03	宝暦版四座講式	1459	707	禮	礼	禮拜	礼拝			1		平	平平							001_025_a_05	
30-026-03	宝暦版四座講式	1460	707	拜	拝	禮拜	礼拝			2		平	平平							001_025_a_05	
30-026-03	宝暦版四座講式	1461	708	第	第	第四	第四			1		平濁	平濁平							001_025_b_04	
30-026-03	宝暦版四座講式	1462	708	四	四	第四	第四			2		平	平濁平							001_025_b_04	
30-026-03	宝暦版四座講式	1463	709	雙	双	雙林	双林			1		平	平去							001_025_b_04	
30-026-03	宝暦版四座講式	1464	709	林	林	雙林	双林			2		去	平去							001_025_b_04	
30-026-03	宝暦版四座講式	1465	710	遺	遺	遺跡	遺跡			1		去	去入軽							001_025_b_04	
30-026-03	宝暦版四座講式	1466	710	跡	跡	遺跡	遺跡			2		入軽	去入軽							001_025_b_04	
30-026-03	宝暦版四座講式	1467	711	滅	滅	滅後	滅後			1		入	入平濁							001_025_b_04	
30-026-03	宝暦版四座講式	1468	711	後	後	滅後	滅後			2		平濁	入平濁							001_025_b_05	
30-026-03	宝暦版四座講式	1469	712	見	見	見佛	見仏			1		平	平入濁							001_025_b_05	
30-026-03	宝暦版四座講式	1470	712	佛	仏	見佛	見仏			2		入濁	平入濁							001_025_b_05	
30-026-03	宝暦版四座講式	1471	713	哀	哀	哀悲	哀悲			1		上	上平							001_025_b_05	
30-026-03	宝暦版四座講式	1472	713	悲	悲	哀悲	哀悲			2		平	上平							001_025_b_05	
30-026-03	宝暦版四座講式	1473	714	中	中	中天	中天			1		去	去上							001_026_a_01	
30-026-03	宝暦版四座講式	1474	714	天	天	中天	中天			2		上	去上							001_026_a_01	
30-026-03	宝暦版四座講式	1475	715	禽	禽	禽獸	禽獣			1		平	平上濁							001_026_a_01	
30-026-03	宝暦版四座講式	1476	715	獸	獣	禽獸	禽獣			2		上濁	平上濁							001_026_a_01	
30-026-03	宝暦版四座講式	1477	716	戀	恋	戀慕	恋慕			1		去	去平濁							001_026_a_01	
30-026-03	宝暦版四座講式	1478	716	慕	慕	戀慕	恋慕			2		平濁	去平濁							001_026_a_01	
30-026-03	宝暦版四座講式	1479	717	邊	辺	邊地	辺地			1		去	去平濁							001_026_a_02	
30-026-03	宝暦版四座講式	1480	717	地	地	邊地	辺地			2		平濁	去平濁							001_026_a_02	
30-026-03	宝暦版四座講式	1481	718	人	人	人身	人身			1		去	去上新濁							001_026_a_02	
30-026-03	宝暦版四座講式	1482	718	身	身	人身	人身			2		上新濁	去上新濁							001_026_a_02	
30-026-03	宝暦版四座講式	1483	719	雙	双	雙林	双林			1		平	平去							001_026_a_02	
30-026-03	宝暦版四座講式	1484	719	林	林	雙林	双林			2		去	平去							001_026_a_02	
30-026-03	宝暦版四座講式	1485	720	愁	愁	愁歎	愁歎			1		去	去平軽					31		001_026_a_03	
30-026-03	宝暦版四座講式	1486	720	歎	歎	愁歎	愁歎			2		平軽	去平軽					13		001_026_a_03	
30-026-03	宝暦版四座講式	1487	721	__	__	__尸那城	__尸那城			1		上	上上上上濁							001_026_a_03	
30-026-03	宝暦版四座講式	1488	721	尸	尸	__尸那城	__尸那城			2		上	上上上上濁							001_026_a_03	
30-026-03	宝暦版四座講式	1489	721	那	那	__尸那城	__尸那城			3		上	上上上上濁							001_026_a_03	
30-026-03	宝暦版四座講式	1490	721	城	城	__尸那城	__尸那城			4		上濁	上上上上濁							001_026_a_03	
30-026-03	宝暦版四座講式	1491	722	西	西	西北	西北			1		去	去入							001_026_a_03	
30-026-03	宝暦版四座講式	1492	722	北	北	西北	西北			2		入	去入							001_026_a_03	
30-026-03	宝暦版四座講式	1493	723	跋	跋	跋提河	跋提河			1		入濁	入濁去濁上濁							001_026_a_04	
30-026-03	宝暦版四座講式	1494	723	提	提	跋提河	跋提河			2		去濁	入濁去濁上濁							001_026_a_04	
30-026-03	宝暦版四座講式	1495	723	河	河	跋提河	跋提河			3		上濁	入濁去濁上濁							001_026_a_04	
30-026-03	宝暦版四座講式	1496	724	西	西	西岸	西岸			1		平軽	平軽平濁							001_026_a_04	
30-026-03	宝暦版四座講式	1497	724	岸	岸	西岸	西岸			2		平濁	平軽平濁							001_026_a_04	
30-026-03	宝暦版四座講式	1498	725	娑	娑	娑羅林	娑羅林			1		上	上上上							001_026_a_04	
30-026-03	宝暦版四座講式	1499	725	羅	羅	娑羅林	娑羅林			2		上	上上上							001_026_a_04	
30-026-03	宝暦版四座講式	1500	725	林	林	娑羅林	娑羅林			3		上	上上上							001_026_a_04	
30-026-03	宝暦版四座講式	1501	726	四	四	四樹	四樹			1		平	平平濁							001_026_a_05	
30-026-03	宝暦版四座講式	1502	726	樹	樹	四樹	四樹			2		平濁	平平濁							001_026_a_05	
30-026-03	宝暦版四座講式	1503	727	如	如	如來	如来			1		上	上上							001_026_a_05	
30-026-03	宝暦版四座講式	1504	727	來	来	如來	如来			2		上	上上							001_026_a_05	
30-026-03	宝暦版四座講式	1505	728	寂	寂	寂滅	寂滅			1		入濁	入濁入							001_026_a_05	
30-026-03	宝暦版四座講式	1506	728	滅	滅	寂滅	寂滅			2		入	入濁入							001_026_a_05	
30-026-03	宝暦版四座講式	1507	729	經	経	經	経			1		去	去					31		001_026_b_01	
30-026-03	宝暦版四座講式	1508	730	大	大	大覺	大覚			1		平濁	平濁入							001_026_b_01	
30-026-03	宝暦版四座講式	1509	730	覺	覚	大覺	大覚			2		入	平濁入							001_026_b_01	
30-026-03	宝暦版四座講式	1510	731	世	世	世尊	世尊			1		平	平平							001_026_b_01	
30-026-03	宝暦版四座講式	1511	731	尊	尊	世尊	世尊			2		平	平平							001_026_b_01	
30-026-03	宝暦版四座講式	1512	732	涅	涅	涅槃	涅槃			1		平	平去							001_026_b_01	
30-026-03	宝暦版四座講式	1513	732	槃	槃	涅槃	涅槃			2		去	平去							001_026_b_01	
30-026-03	宝暦版四座講式	1514	733	娑	娑	娑羅林	娑羅林			1		上	上上上							001_026_b_02	
30-026-03	宝暦版四座講式	1515	733	羅	羅	娑羅林	娑羅林			2		上	上上上							001_026_b_02	
30-026-03	宝暦版四座講式	1516	733	林	林	娑羅林	娑羅林			3		上	上上上							001_026_b_02	
30-026-03	宝暦版四座講式	1517	734	東	東	東西	東西			1		去	去上新濁					31		001_026_b_02	
30-026-03	宝暦版四座講式	1518	734	西	西	東西	東西			2		上新濁	去上新濁							001_026_b_02	
30-026-03	宝暦版四座講式	1519	735	二	二	二雙	二双			1		平	平平					3		001_026_b_02	
30-026-03	宝暦版四座講式	1520	735	雙	双	二雙	二双			2		平	平平					2		001_026_b_02	
30-026-03	宝暦版四座講式	1521	736	合	合	合	合ス			1		入濁	入濁							001_026_b_02	
30-026-03	宝暦版四座講式	1522	737	一	一	一樹	一樹			1		入	入平濁							001_026_b_02	
30-026-03	宝暦版四座講式	1523	737	樹	樹	一樹	一樹			2		平濁	入平濁							001_026_b_02	
30-026-03	宝暦版四座講式	1524	738	南	南	南北	南北			1		去	去入新濁							001_026_b_02	
30-026-03	宝暦版四座講式	1525	738	北	北	南北	南北			2		入新濁	去入新濁							001_026_b_02	
30-026-03	宝暦版四座講式	1526	739	二	二	二雙	二双			1		平	平平							001_026_b_03	
30-026-03	宝暦版四座講式	1527	739	雙	双	二雙	二双			2		平	平平							001_026_b_03	
30-026-03	宝暦版四座講式	1528	740	合	合	合	合ス			1		入濁	入濁							001_026_b_03	
30-026-03	宝暦版四座講式	1529	741	一	一	一樹	一樹			1		入	入平濁							001_026_b_03	
30-026-03	宝暦版四座講式	1530	741	樹	樹	一樹	一樹			2		平濁	入平濁							001_026_b_03	
30-026-03	宝暦版四座講式	1531	742	寶	宝	寶床	宝床			1		平	平去							001_026_b_03	
30-026-03	宝暦版四座講式	1532	742	床	床	寶床	宝床			2		去	平去							001_026_b_03	
30-026-03	宝暦版四座講式	1533	743	覆	覆	覆陰	覆陰			1		入	入平							001_026_b_03	
30-026-03	宝暦版四座講式	1534	743	陰	陰	覆陰	覆陰			2		平	入平							001_026_b_03	
30-026-03	宝暦版四座講式	1535	744	如	如	如來	如来			1		上	上上							001_026_b_04	
30-026-03	宝暦版四座講式	1536	744	來	来	如來	如来			2		上	上上							001_026_b_04	
30-026-03	宝暦版四座講式	1537	745	慘	惨	慘然	惨然			1		上	上平濁					11		001_026_b_04	
30-026-03	宝暦版四座講式	1538	745	然	然	慘然	惨然			2		平濁	上平濁					3		001_026_b_04	
30-026-03	宝暦版四座講式	1539	746	變	変	變	変ス			1		平	平							001_026_b_04	
30-026-03	宝暦版四座講式	1540	747	白	白	白鶴	白鶴			1		入	入入	ハツ	ハツカク					001_026_b_04	ハツに22の墨譜
30-026-03	宝暦版四座講式	1541	747	鶴	鶴	白鶴	白鶴			2		入	入入	カク	ハツカク					001_026_b_04	カクに22の墨譜
30-026-03	宝暦版四座講式	1542	748	枝	枝	枝葉	枝葉			1		平	平フ入							001_026_b_04	
30-026-03	宝暦版四座講式	1543	748	葉	葉	枝葉	枝葉			2		フ入	平フ入							001_026_b_04	
30-026-03	宝暦版四座講式	1544	749	花	花	花果	花果			1		上	上平							001_026_b_05	
30-026-03	宝暦版四座講式	1545	749	果	果	花果	花果			2		平	上平							001_026_b_05	
30-026-03	宝暦版四座講式	1546	750	瀑	瀑	瀑烈	瀑烈			1		上濁	上濁入							001_026_b_05	
30-026-03	宝暦版四座講式	1547	750	裂	裂	瀑烈	瀑烈			2		入	上濁入							001_026_b_05	
30-026-03	宝暦版四座講式	1548	751	墮	堕	墮落	堕落			1		平濁	平濁入							001_026_b_05	
30-026-03	宝暦版四座講式	1549	751	落	落	墮落	堕落			2		入	平濁入							001_026_b_05	
30-026-03	宝暦版四座講式	1550	752	漸	漸	漸漸	漸漸			1		平濁	平濁平濁							001_026_b_05	
30-026-03	宝暦版四座講式	1551	752	漸	漸	漸漸	漸漸			2		平濁	平濁平濁							001_026_b_05	
30-026-03	宝暦版四座講式	1552	753	枯	枯	枯衰	枯衰			1		上	上平					1		001_026_b_05	
30-026-03	宝暦版四座講式	1553	753	衰	衰	枯衰	枯衰			2		平	上平					3		001_026_b_05	
30-026-03	宝暦版四座講式	1554	754	摧	摧	摧折	摧折			1		去濁	去濁入					21		001_026_b_05	
30-026-03	宝暦版四座講式	1555	754	折	折	摧折	摧折			2		入	去濁入					3		001_026_b_05	
30-026-03	宝暦版四座講式	1556	755	餘	餘	餘	餘			1		上	上							001_027_a_01	
30-026-03	宝暦版四座講式	1557	756	記	記	記	記			1		平	平	キ	キ					001_027_a_01	キに1の墨譜
30-026-03	宝暦版四座講式	1558	757	五	五	五丈	五丈			1		上濁	上濁上濁							001_027_a_01	
30-026-03	宝暦版四座講式	1559	757	丈	丈	五丈	五丈			2		上濁	上濁上濁							001_027_a_01	
30-026-03	宝暦版四座講式	1560	758	合	合	合	合ス			1		入濁	入濁	カツ	カツ					001_027_a_02	カツに32の墨譜
30-026-03	宝暦版四座講式	1561	759	連	連	連理	連理			1		平	平平							001_027_a_02	
30-026-03	宝暦版四座講式	1562	759	理	理	連理	連理			2		平	平平							001_027_a_02	
30-026-03	宝暦版四座講式	1563	760	豐	豊	豐欝	豊欝			1		上濁	上濁入軽	フ	フウツ					001_027_a_02	フに1の墨譜
30-026-03	宝暦版四座講式	1564	760	欝	欝	豐欝	豊欝			2		入軽	上濁入軽	ウツ	フウツ					001_027_a_02	ウツに11の墨譜
30-026-03	宝暦版四座講式	1565	761	車	車	車輪	車輪			1		上	上上							001_027_a_03	
30-026-03	宝暦版四座講式	1566	761	輪	輪	車輪	車輪			2		上	上上							001_027_a_03	
30-026-03	宝暦版四座講式	1567	762	瓶	瓶	瓶	瓶			1		去濁	去濁							001_027_a_03	
30-026-03	宝暦版四座講式	1568	763	蜜	蜜	蜜	蜜			1		入	入					1		001_027_a_03	
30-026-03	宝暦版四座講式	1569	764	摩	摩	摩耶夫人	摩耶夫人			1		平	平上平濁平					2		001_027_a_04	
30-026-03	宝暦版四座講式	1570	764	耶	耶	摩耶夫人	摩耶夫人			2		上	平上平濁平					1		001_027_a_04	
30-026-03	宝暦版四座講式	1571	764	夫	夫	摩耶夫人	摩耶夫人			3		平濁	平上平濁平					3		001_027_a_04	
30-026-03	宝暦版四座講式	1572	764	人	人	摩耶夫人	摩耶夫人			4		平	平上平濁平					3		001_027_a_04	
30-026-03	宝暦版四座講式	1573	765	天	天	天	天			1		平軽	平軽					12		001_027_a_04	
30-026-03	宝暦版四座講式	1574	766	哭	哭	哭	哭			1		入軽	入軽							001_027_a_04	
30-026-03	宝暦版四座講式	1575	767	如	如	如來	如来			1		上	上上							001_027_a_04	
