資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-03	宝暦版四座講式	1147	553	來	来	如來	如来			2		上	上上							001_020_b_05	
30-026-03	宝暦版四座講式	1148	554	大	大	大悲力	大悲力			1		平濁	平濁上入							001_020_b_05	
30-026-03	宝暦版四座講式	1149	554	悲	悲	大悲力	大悲力			2		上	平濁上入							001_020_b_05	
30-026-03	宝暦版四座講式	1150	554	力	力	大悲力	大悲力			3		入	平濁上入							001_020_b_05	
30-026-03	宝暦版四座講式	1151	555	胸	胸	胸臆	胸臆			1		平	平入							001_020_b_05	
30-026-03	宝暦版四座講式	1152	555	臆	臆	胸臆	胸臆			2		入	平入							001_021_a_01	
30-026-03	宝暦版四座講式	1153	556	漸	漸	漸漸	漸漸			1		平濁	平濁平濁							001_021_a_01	
30-026-03	宝暦版四座講式	1154	556	漸	漸	漸漸	漸漸			2		平濁	平濁平濁							001_021_a_01	
30-026-03	宝暦版四座講式	1155	557	荼	荼	荼毘	荼毘			1		平濁	平濁平濁							001_021_a_01	
30-026-03	宝暦版四座講式	1156	557	毘	毘	荼毘	荼毘			2		平濁	平濁平濁							001_021_a_01	
30-026-03	宝暦版四座講式	1157	558	七	七	七日	七日			1		入	入入	〜チ	〜チ＊					001_021_a_01	チに2の墨譜
30-026-03	宝暦版四座講式	1158	558	日	日	七日	七日			2		入	入入		〜チ＊					001_021_a_01	
30-026-03	宝暦版四座講式	1159	559	焚	焚	焚燒	焚焼			1		平濁	平濁平新濁							001_021_a_01	
30-026-03	宝暦版四座講式	1160	559	燒	焼	焚燒	焚焼			2		平新濁	平濁平新濁							001_021_a_01	
30-026-03	宝暦版四座講式	1161	560	妙	妙	妙香樓	妙香楼			1		平	平去平							001_021_a_02	
30-026-03	宝暦版四座講式	1162	560	香	香	妙香樓	妙香楼			2		去	平去平					21		001_021_a_02	
30-026-03	宝暦版四座講式	1163	560	樓	楼	妙香樓	妙香楼			3		平	平去平							001_021_a_02	
30-026-03	宝暦版四座講式	1164	561	哀	哀	哀傷	哀傷			1		平軽	平軽平	アイ	アイシヤウ					001_021_a_02	アイに13の墨譜
30-026-03	宝暦版四座講式	1165	561	傷	傷	哀傷	哀傷			2		平	平軽平	シヤウ	アイシヤウ					001_021_a_02	シヤウに222の墨譜
30-026-03	宝暦版四座講式	1166	562	滿	満	滿月輪	満月輪			1		平	平入濁去					2		001_021_a_03	
30-026-03	宝暦版四座講式	1167	562	月	月	滿月輪	満月輪			2		入濁	平入濁去					3		001_021_a_03	
30-026-03	宝暦版四座講式	1168	562	輪	輪	滿月輪	満月輪			3		去	平入濁去					31		001_021_a_03	
30-026-03	宝暦版四座講式	1169	563	栴	栴	栴檀	栴檀			1		去	去上							001_021_a_03	
30-026-03	宝暦版四座講式	1170	563	檀	檀	栴檀	栴檀			2		上	去上							001_021_a_03	
30-026-03	宝暦版四座講式	1171	564	紫	紫	紫磨金	紫磨金			1		平	平上平新濁					2		001_021_a_03	
30-026-03	宝暦版四座講式	1172	564	磨	磨	紫磨金	紫磨金			2		上	平上平新濁					1		001_021_a_04	
30-026-03	宝暦版四座講式	1173	564	金	金	紫磨金	紫磨金			3		平新濁	平上平新濁					1		001_021_a_04	
30-026-03	宝暦版四座講式	1174	565	無	無	無餘	無餘			1		上	上上					1		001_021_a_04	
30-026-03	宝暦版四座講式	1175	565	餘	餘	無餘	無餘			2		上	上上					1		001_021_a_04	
30-026-03	宝暦版四座講式	1176	566	大	大	大衆	大衆			1		平濁	平濁平							001_021_a_05	
30-026-03	宝暦版四座講式	1177	566	衆	衆	大衆	大衆			2		平	平濁平							001_021_a_05	
30-026-03	宝暦版四座講式	1178	567	悲	悲	悲歎	悲歎			1		上	上平							001_021_b_01	
30-026-03	宝暦版四座講式	1179	567	歎	歎	悲歎	悲歎			2		平	上平							001_021_b_01	
30-026-03	宝暦版四座講式	1180	568	天	天	天人	天人			1		去	去上							001_021_b_01	
30-026-03	宝暦版四座講式	1181	568	人	人	天人	天人			2		上	去上							001_021_b_01	
30-026-03	宝暦版四座講式	1182	569	大	大	大衆	大衆			1		平濁	平濁平							001_021_b_01	
30-026-03	宝暦版四座講式	1183	569	衆	衆	大衆	大衆			2		平	平濁平							001_021_b_02	
30-026-03	宝暦版四座講式	1184	570	舎	舎	舎利	舎利			1		平	平平							001_021_b_02	
30-026-03	宝暦版四座講式	1185	570	利	利	舎利	舎利			2		平	平平							001_021_b_02	
30-026-03	宝暦版四座講式	1186	571	本	本	本國	本国			1		平	平入軽新濁							001_021_b_02	
30-026-03	宝暦版四座講式	1187	571	國	国	本國	本国			2		入軽新濁	平入軽新濁							001_021_b_02	
30-026-03	宝暦版四座講式	1188	572	修	修	修	修ス			1		平	平					3		001_021_b_02	
30-026-03	宝暦版四座講式	1189	573	供	供	供養	供養			1		平	平平							001_021_b_02	
30-026-03	宝暦版四座講式	1190	573	養	養	供養	供養			2		平	平平							001_021_b_02	
30-026-03	宝暦版四座講式	1191	574	一	一	一一	一一			1		入	入入	〜チ	〜チ―ツ					001_021_b_03	チに2の墨譜
30-026-03	宝暦版四座講式	1192	574	一	一	一一	一一			2		入	入入	〜ツ	〜チ―ツ					001_021_b_03	ツに2の墨譜
30-026-03	宝暦版四座講式	1193	575	悲	悲	悲歎	悲歎			1		上	上平							001_021_b_03	
30-026-03	宝暦版四座講式	1194	575	歎	歎	悲歎	悲歎			2		平	上平							001_021_b_03	
30-026-03	宝暦版四座講式	1195	576	翰	翰	翰墨	翰墨			1		去	去入軽濁							001_021_b_03	
30-026-03	宝暦版四座講式	1196	576	墨	墨	翰墨	翰墨			2		入軽濁	去入軽濁							001_021_b_03	
30-026-03	宝暦版四座講式	1197	577	記	記	記	記ス			1		上	上	キ	キ					001_021_b_03	キに1の墨譜
30-026-03	宝暦版四座講式	1198	578	戀	恋	戀慕	恋慕			1		去	去平濁							001_021_b_04	
30-026-03	宝暦版四座講式	1199	578	慕	慕	戀慕	恋慕			2		平濁	去平濁							001_021_b_04	
30-026-03	宝暦版四座講式	1200	579	渇	渇	渇仰	渇仰			1		入	入平濁							001_021_b_04	
30-026-03	宝暦版四座講式	1201	579	仰	仰	渇仰	渇仰			2		平濁	入平濁							001_021_b_04	
30-026-03	宝暦版四座講式	1202	580	伽	伽	伽陀	伽陀			1		上	上上新濁							001_021_b_04	
30-026-03	宝暦版四座講式	1203	580	陀	陀	伽陀	伽陀			2		上新濁	上上新濁							001_021_b_04	
30-026-03	宝暦版四座講式	1204	581	行	行	行	行ス			1		平濁	平濁					44		001_021_b_04	
30-026-03	宝暦版四座講式	1205	582	禮	礼	禮拜	礼拝			1		平	平平							001_021_b_04	
30-026-03	宝暦版四座講式	1206	582	拜	拝	禮拜	礼拝			2		平	平平							001_021_b_04	
30-026-03	宝暦版四座講式	1207	583	第	第	第三	第三			1		平濁	平濁上					2		001_022_a_03	
30-026-03	宝暦版四座講式	1208	583	三	三	第三	第三			2		上	平濁上							001_022_a_03	
30-026-03	宝暦版四座講式	1209	584	涅	涅	涅槃	涅槃			1		平	平去							001_022_a_03	
30-026-03	宝暦版四座講式	1210	584	槃	槃	涅槃	涅槃			2		去	平去							001_022_a_03	
30-026-03	宝暦版四座講式	1211	585	因	因	因縁	因縁			1		去	去上							001_022_a_03	
30-026-03	宝暦版四座講式	1212	585	縁	縁	因縁	因縁			2		上	去上							001_022_a_03	
30-026-03	宝暦版四座講式	1213	586	如	如	如來	如来			1		上	上上							001_022_a_03	
30-026-03	宝暦版四座講式	1214	586	來	来	如來	如来			2		上	上上							001_022_a_03	
30-026-03	宝暦版四座講式	1215	587	般	般	般若	般若			1		去	去平							001_022_a_04	
30-026-03	宝暦版四座講式	1216	587	若	若	般若	般若			2		平	去平							001_022_a_04	
30-026-03	宝暦版四座講式	1217	588	生	生	生死	生死			1		去	去平新濁							001_022_a_04	
30-026-03	宝暦版四座講式	1218	588	死	死	生死	生死			2		平新濁	去平新濁							001_022_a_04	
30-026-03	宝暦版四座講式	1219	589	大	大	大悲	大悲			1		平濁	平濁上					2		001_022_a_04	
30-026-03	宝暦版四座講式	1220	589	悲	悲	大悲	大悲			2		上	平濁上							001_022_a_05	
30-026-03	宝暦版四座講式	1221	590	衆	衆	衆生	衆生			1		上	上上					1		001_022_a_05	
30-026-03	宝暦版四座講式	1222	590	生	生	衆生	衆生			2		上	上上					11		001_022_a_05	
30-026-03	宝暦版四座講式	1223	591	火	火	火宅	火宅			1		平	平入軽					2		001_022_a_05	
30-026-03	宝暦版四座講式	1224	591	宅	宅	火宅	火宅			2		入軽	平入軽							001_022_a_05	
30-026-03	宝暦版四座講式	1225	592	嬉	嬉	嬉戲	嬉戯			1		平	平平							001_022_b_01	
30-026-03	宝暦版四座講式	1226	592	戲	戯	嬉戲	嬉戯			2		平	平平							001_022_b_01	
30-026-03	宝暦版四座講式	1227	593	稚	稚	稚子	稚子			1		上	上平							001_022_b_01	
30-026-03	宝暦版四座講式	1228	593	子	子	稚子	稚子			2		平	上平							001_022_b_01	
30-026-03	宝暦版四座講式	1229	594	苦	苦	苦海	苦海			1		平	平上					2		001_022_b_01	
30-026-03	宝暦版四座講式	1230	594	海	海	苦海	苦海			2		上	平上					11		001_022_b_01	
30-026-03	宝暦版四座講式	1231	595	狂	狂	狂醉	狂酔			1		平	平平							001_022_b_01	
30-026-03	宝暦版四座講式	1232	595	醉	酔	狂醉	狂酔			2		平	平平							001_022_b_01	
30-026-03	宝暦版四座講式	1233	596	溺	溺	溺人	溺人			1		入軽濁	入軽濁平濁							001_022_b_01	
30-026-03	宝暦版四座講式	1234	596	人	人	溺人	溺人			2		平濁	入軽濁平濁							001_022_b_02	
30-026-03	宝暦版四座講式	1235	597	廣	広	廣大	広大			1		平	平平濁							001_022_b_02	
30-026-03	宝暦版四座講式	1236	597	大	大	廣大	広大			2		平濁	平平濁							001_022_b_02	
30-026-03	宝暦版四座講式	1237	598	慈	慈	慈悲	慈悲			1		上濁	上濁上							001_022_b_02	
30-026-03	宝暦版四座講式	1238	598	悲	悲	慈悲	慈悲			2		上	上濁上							001_022_b_02	
30-026-03	宝暦版四座講式	1239	599	衆	衆	衆生界	衆生界			1		上	上上新濁平							001_022_b_02	
30-026-03	宝暦版四座講式	1240	599	生	生	衆生界	衆生界			2		上新濁	上上新濁平							001_022_b_02	
30-026-03	宝暦版四座講式	1241	599	界	界	衆生界	衆生界			3		平	上上新濁平							001_022_b_02	
30-026-03	宝暦版四座講式	1242	600	無	無	無際	無際			1		上	上平							001_022_b_02	
30-026-03	宝暦版四座講式	1243	600	際	際	無際	無際			2		平	上平							001_022_b_02	
30-026-03	宝暦版四座講式	1244	601	大	大	大願	大願			1		平濁	平濁平濁							001_022_b_02	
30-026-03	宝暦版四座講式	1245	601	願	願	大願	大願			2		平濁	平濁平濁							001_022_b_02	
30-026-03	宝暦版四座講式	1246	602	利	利	利他	利他			1		平	平上							001_022_b_03	
30-026-03	宝暦版四座講式	1247	602	他	他	利他	利他			2		上	平上							001_022_b_03	
30-026-03	宝暦版四座講式	1248	603	無	無	無餘	無餘			1		上	上上							001_022_b_03	
30-026-03	宝暦版四座講式	1249	603	餘	餘	無餘	無餘			2		上	上上							001_022_b_03	
30-026-03	宝暦版四座講式	1250	604	如	如	如我等	如我等			1		上	上平濁平							001_022_b_04	
30-026-03	宝暦版四座講式	1251	604	我	我	如我等	如我等			2		平濁	上平濁平							001_022_b_04	
30-026-03	宝暦版四座講式	1252	604	等	等	如我等	如我等			3		平	上平濁平							001_022_b_04	
30-026-03	宝暦版四座講式	1253	605	無	無	無異	無異			1		上	上平							001_022_b_04	
30-026-03	宝暦版四座講式	1254	605	異	異	無異	無異			2		平	上平							001_022_b_04	
30-026-03	宝暦版四座講式	1255	606	今	今	今者	今者			1		去	去平新濁							001_022_b_04	
30-026-03	宝暦版四座講式	1256	606	者	者	今者	今者			2		平新濁	去平新濁							001_022_b_05	
30-026-03	宝暦版四座講式	1257	607	已	已	已滿足	已満足			1		平	平平入新濁							001_022_b_05	
30-026-03	宝暦版四座講式	1258	607	滿	満	已滿足	已満足			2		平	平平入新濁							001_022_b_05	
30-026-03	宝暦版四座講式	1259	607	足	足	已滿足	已満足			3		入新濁	平平入新濁							001_022_b_05	
30-026-03	宝暦版四座講式	1260	608	歡	歓	歡喜	歓喜			1		去	去平新濁							001_022_b_05	
30-026-03	宝暦版四座講式	1261	608	喜	喜	歡喜	歓喜			2		平新濁	去平新濁							001_023_a_01	
30-026-03	宝暦版四座講式	1262	609	因	因	因	因			1		去	去							001_023_a_01	
30-026-03	宝暦版四座講式	1263	610	出	出	出現	出現			1		入	入平濁							001_023_a_01	
30-026-03	宝暦版四座講式	1264	610	現	現	出現	出現			2		平濁	入平濁							001_023_a_01	
30-026-03	宝暦版四座講式	1265	611	_	_	_恣	_恣			1		去	去平							001_023_a_01	
30-026-03	宝暦版四座講式	1266	611	恣	恣	_恣	_恣			2		平	去平							001_023_a_01	
30-026-03	宝暦版四座講式	1267	612	涅	涅	涅槃	涅槃			1		平	平去							001_023_a_01	
30-026-03	宝暦版四座講式	1268	612	槃	槃	涅槃	涅槃			2		去	平去							001_023_a_01	
30-026-03	宝暦版四座講式	1269	613	華	華	華嚴	華厳			1		上	上上濁							001_023_a_02	
30-026-03	宝暦版四座講式	1270	613	嚴	厳	華嚴	華厳			2		上濁	上上濁							001_023_a_02	
30-026-03	宝暦版四座講式	1271	614	衆	衆	衆生	衆生			1		上	上上新濁							001_023_a_02	
30-026-03	宝暦版四座講式	1272	614	生	生	衆生	衆生			2		上新濁	上上新濁							001_023_a_02	
30-026-03	宝暦版四座講式	1273	615	歡	歓	歡喜	歓喜			1		去	去平新濁							001_023_a_02	
30-026-03	宝暦版四座講式	1274	615	喜	喜	歡喜	歓喜			2		平新濁	去平新濁							001_023_a_02	
30-026-03	宝暦版四座講式	1275	616	出	出	出現	出現			1		入	入平濁					3		001_023_a_02	
30-026-03	宝暦版四座講式	1276	616	現	現	出現	出現			2		平濁	入平濁					2		001_023_a_03	
30-026-03	宝暦版四座講式	1277	617	衆	衆	衆生	衆生			1		上	上上新濁							001_023_a_03	
30-026-03	宝暦版四座講式	1278	617	生	生	衆生	衆生			2		上新濁	上上新濁							001_023_a_03	
30-026-03	宝暦版四座講式	1279	618	憂	憂	憂悲	憂悲			1		上	上上							001_023_a_03	
30-026-03	宝暦版四座講式	1280	618	悲	悲	憂悲	憂悲			2		上	上上							001_023_a_03	
30-026-03	宝暦版四座講式	1281	619	感	感	感慕	感慕			1		平	平平濁							001_023_a_03	
30-026-03	宝暦版四座講式	1282	619	慕	慕	感慕	感慕			2		平濁	平平濁							001_023_a_03	
30-026-03	宝暦版四座講式	1283	620	示	示	示現	示現			1		平濁	平濁平濁							001_023_a_03	
30-026-03	宝暦版四座講式	1284	620	現	現	示現	示現			2		平濁	平濁平濁							001_023_a_04	
30-026-03	宝暦版四座講式	1285	621	涅	涅	涅槃	涅槃			1		平	平去							001_023_a_04	
30-026-03	宝暦版四座講式	1286	621	槃	槃	涅槃	涅槃			2		去	平去							001_023_a_04	
30-026-03	宝暦版四座講式	1287	622	法	法	法花	法花			1		入	入上							001_023_a_04	
30-026-03	宝暦版四座講式	1288	622	花	花	法花	法花			2		上	入上							001_023_a_04	
30-026-03	宝暦版四座講式	1289	623	凡	凡	凡夫	凡夫			1		去濁	去濁上濁					21		001_023_a_04	
30-026-03	宝暦版四座講式	1290	623	夫	夫	凡夫	凡夫			2		上濁	去濁上濁					1		001_023_a_04	
30-026-03	宝暦版四座講式	1291	624	顛	顛	顛倒	顛倒			1		去	去平新濁							001_023_a_04	
30-026-03	宝暦版四座講式	1292	624	倒	倒	顛倒	顛倒			2		平新濁	去平新濁							001_023_a_04	
30-026-03	宝暦版四座講式	1293	625	實	実	實	実			1		入濁	入濁							001_023_a_04	
30-026-03	宝暦版四座講式	1294	626	滅	滅	滅	滅ス			1		入	入							001_023_a_05	
30-026-03	宝暦版四座講式	1295	627	生	生	生	生ス			1		平	平					3		001_023_a_05	
30-026-03	宝暦版四座講式	1296	628	_	_	_恣	_恣			1		去	去平							001_023_a_05	
30-026-03	宝暦版四座講式	1297	628	恣	恣	_恣	_恣			2		平	去平							001_023_a_05	
30-026-03	宝暦版四座講式	1298	629	_	_	_瑟長者	_瑟長者			1		上濁	上濁上平平新濁							001_023_b_01	
30-026-03	宝暦版四座講式	1299	629	瑟	瑟	_瑟長者	_瑟長者			2		上	上濁上平平新濁							001_023_b_01	
30-026-03	宝暦版四座講式	1300	629	長	長	_瑟長者	_瑟長者			3		平	上濁上平平新濁							001_023_b_01	
30-026-03	宝暦版四座講式	1301	629	者	者	_瑟長者	_瑟長者			4		平新濁	上濁上平平新濁							001_023_b_01	
30-026-03	宝暦版四座講式	1302	630	不	不	不滅	不滅			1		上	上入							001_023_b_01	
30-026-03	宝暦版四座講式	1303	630	滅	滅	不滅	不滅			2		入	上入							001_023_b_01	
30-026-03	宝暦版四座講式	1304	631	度	度	度際	度際			1		平濁	平濁平							001_023_b_01	
30-026-03	宝暦版四座講式	1305	631	際	際	度際	度際			2		平	平濁平							001_023_b_01	
30-026-03	宝暦版四座講式	1306	632	法	法	法門	法門			1		フ入	フ入去							001_023_b_01	
30-026-03	宝暦版四座講式	1307	632	門	門	法門	法門			2		去	フ入去							001_023_b_01	
30-026-03	宝暦版四座講式	1308	633	體	体	體	体			1		平	平					3		001_023_b_01	
30-026-03	宝暦版四座講式	1309	634	十	十	十方	十方			1		入濁	入濁去							001_023_b_02	
30-026-03	宝暦版四座講式	1310	634	方	方	十方	十方			2		去	入濁去							001_023_b_02	
30-026-03	宝暦版四座講式	1311	635	一	一	一切	一切			1		入	入平軽							001_023_b_02	
30-026-03	宝暦版四座講式	1312	635	切	切	一切	一切			2		平軽	入平軽							001_023_b_02	
30-026-03	宝暦版四座講式	1313	636	世	世	世界	世界			1		平	平平							001_023_b_02	
30-026-03	宝暦版四座講式	1314	636	界	界	世界	世界			2		平	平平							001_023_b_02	
30-026-03	宝暦版四座講式	1315	637	去	去	去來今	去来今			1		平	平平上							001_023_b_02	
30-026-03	宝暦版四座講式	1316	637	來	来	去來今	去来今			2		平	平平上							001_023_b_02	
30-026-03	宝暦版四座講式	1317	637	今	今	去來今	去来今			3		上	平平上					11		001_023_b_02	
30-026-03	宝暦版四座講式	1318	638	涅	涅	涅槃	涅槃			1		平	平去							001_023_b_03	
30-026-03	宝暦版四座講式	1319	638	槃	槃	涅槃	涅槃			2		去	平去							001_023_b_03	
30-026-03	宝暦版四座講式	1320	639	化	化	化	化ス			1		平	平					3		001_023_b_03	
30-026-03	宝暦版四座講式	1321	640	衆	衆	衆生	衆生			1		上	上上新濁							001_023_b_03	
30-026-03	宝暦版四座講式	1322	640	生	生	衆生	衆生			2		上新濁	上上新濁							001_023_b_03	
30-026-03	宝暦版四座講式	1323	641	方	方	方便	方便			1		去	去平濁							001_023_b_03	
30-026-03	宝暦版四座講式	1324	641	便	便	方便	方便			2		平濁	去平濁							001_023_b_03	
30-026-03	宝暦版四座講式	1325	642	滅	滅	滅度	滅度			1		入	入平濁							001_023_b_03	
30-026-03	宝暦版四座講式	1326	642	度	度	滅度	滅度			2		平濁	入平濁							001_023_b_03	
30-026-03	宝暦版四座講式	1327	643	香	香	香象	香象			1		去	去平濁							001_023_b_03	
30-026-03	宝暦版四座講式	1328	643	象	象	香象	香象			2		平濁	去平濁							001_023_b_03	
30-026-03	宝暦版四座講式	1329	644	大	大	大師	大師			1		平濁	平濁平							001_023_b_04	
30-026-03	宝暦版四座講式	1330	644	師	師	大師	大師			2		平	平濁平							001_023_b_04	
30-026-03	宝暦版四座講式	1331	645	釋	釈	釋	釈ス			1		入	入							001_023_b_04	
30-026-03	宝暦版四座講式	1332	646	變	変	變異	変異			1		平	平平					3		001_023_b_04	
30-026-03	宝暦版四座講式	1333	646	異	異	變異	変異			2		平	平平					2		001_023_b_04	
30-026-03	宝暦版四座講式	1334	647	他	他	他心	他心			1		上	上上							001_023_b_04	
30-026-03	宝暦版四座講式	1335	647	心	心	他心	他心			2		上	上上							001_023_b_04	
30-026-03	宝暦版四座講式	1336	648	出	出	出没	出没			1		入	入入							001_023_b_04	
30-026-03	宝暦版四座講式	1337	648	没	没	出没	出没			2		入	入入							001_023_b_04	
30-026-03	宝暦版四座講式	1338	649	實	実	實	実			1		入濁	入濁							001_023_b_05	
30-026-03	宝暦版四座講式	1339	650	常	常	常身	常身			1		去濁	去濁上					31		001_023_b_05	
30-026-03	宝暦版四座講式	1340	650	身	身	常身	常身			2		上	去濁上							001_023_b_05	
30-026-03	宝暦版四座講式	1341	651	出	出	出	出			1		入	入					3		001_023_b_05	
30-026-03	宝暦版四座講式	1342	652	滅	滅	滅	滅			1		入	入					2		001_023_b_05	
30-026-03	宝暦版四座講式	1343	653	乃	乃	乃至	乃至			1		去	去平					21		001_023_b_05	
30-026-03	宝暦版四座講式	1344	653	至	至	乃至	乃至			2		平	去平					3		001_023_b_05	
30-026-03	宝暦版四座講式	1345	654	顯	顕	顯現	顕現			1		平	平平濁					2		001_023_b_05	
30-026-03	宝暦版四座講式	1346	654	現	現	顯現	顕現			2		平濁	平平濁					2		001_023_b_05	
30-026-03	宝暦版四座講式	1347	655	甚	甚	甚深	甚深			1		平濁	平濁去濁					2		001_023_b_05	
30-026-03	宝暦版四座講式	1348	655	深	深	甚深	甚深			2		去濁	平濁去濁					21		001_024_a_01	
30-026-03	宝暦版四座講式	1349	656	出	出	出没	出没			1		入	入入					3		001_024_a_01	
30-026-03	宝暦版四座講式	1350	656	没	没	出没	出没			2		入	入入					2		001_024_a_01	
30-026-03	宝暦版四座講式	1351	657	無	無	無_	無_			1		上	上平濁					1		001_024_a_01	
30-026-03	宝暦版四座講式	1352	657	_	_	無_	無_			2		平濁	上平濁					3		001_024_a_01	
30-026-03	宝暦版四座講式	1353	658	廣	広	廣大	広大			1		平	平平濁					2		001_024_a_01	
30-026-03	宝暦版四座講式	1354	658	大	大	廣大	広大			2		平濁	平平濁					2		001_024_a_01	
30-026-03	宝暦版四座講式	1355	659	佛	仏	佛事	仏事			1		入濁	入濁平濁					2		001_024_a_01	
30-026-03	宝暦版四座講式	1356	659	事	事	佛事	仏事			2		平濁	入濁平濁					2		001_024_a_01	
30-026-03	宝暦版四座講式	1357	660	未	未	未曾	未曽			1		平	平去濁					2		001_024_a_01	
30-026-03	宝暦版四座講式	1358	660	曾	曽	未曾	未曽			2		去濁	平去濁					21		001_024_a_01	
30-026-03	宝暦版四座講式	1359	661	失	失	失時等	失時等			1		入	入平濁平					3		001_024_a_01	
30-026-03	宝暦版四座講式	1360	661	時	時	失時等	失時等			2		平濁	入平濁平					2		001_024_a_01	
30-026-03	宝暦版四座講式	1361	661	等	等	失時等	失時等			3		平	入平濁平							001_024_a_02	
30-026-03	宝暦版四座講式	1362	662	涅	涅	涅槃	涅槃			1		平	平去							001_024_a_02	
30-026-03	宝暦版四座講式	1363	662	槃	槃	涅槃	涅槃			2		去	平去							001_024_a_02	
30-026-03	宝暦版四座講式	1364	663	諸	諸	諸義	諸義			1		上	上平濁							001_024_a_02	
30-026-03	宝暦版四座講式	1365	663	義	義	諸義	諸義			2		平濁	上平濁							001_024_a_02	
30-026-03	宝暦版四座講式	1366	664	如	如	如來	如来			1		上	上上							001_024_a_03	
30-026-03	宝暦版四座講式	1367	664	來	来	如來	如来			2		上	上上							001_024_a_03	
30-026-03	宝暦版四座講式	1368	665	涅	涅	涅槃	涅槃			1		平	平平					2		001_024_a_03	
30-026-03	宝暦版四座講式	1369	665	槃	槃	涅槃	涅槃			2		平	平平					3		001_024_a_03	
30-026-03	宝暦版四座講式	1370	666	衆	衆	衆生	衆生			1		上	上上新濁							001_024_a_03	
30-026-03	宝暦版四座講式	1371	666	生	生	衆生	衆生			2		上新濁	上上新濁							001_024_a_03	
30-026-03	宝暦版四座講式	1372	667	難	難	難化	難化			1		去	去平							001_024_a_03	
30-026-03	宝暦版四座講式	1373	667	化	化	難化	難化			2		平	去平							001_024_a_03	
30-026-03	宝暦版四座講式	1374	668	哀	哀	哀悲	哀悲			1		上	上平							001_024_a_04	
30-026-03	宝暦版四座講式	1375	668	悲	悲	哀悲	哀悲			2		平	上平							001_024_a_04	
30-026-03	宝暦版四座講式	1376	669	今	今	今但聞	今但聞			1		去	去上去					31		001_024_a_04	
30-026-03	宝暦版四座講式	1377	669	但	但	今但聞	今但聞			2		上	去上去					1		001_024_a_04	
30-026-03	宝暦版四座講式	1378	669	聞	聞	今但聞	今但聞			3		去	去上去					31		001_024_a_04	
30-026-03	宝暦版四座講式	1379	670	其	其	其名	其名			1		平濁	平濁平					3		001_024_a_04	
30-026-03	宝暦版四座講式	1380	670	名	名	其名	其名			2		平	平濁平					3		001_024_a_05	
30-026-03	宝暦版四座講式	1381	671	惜	惜	惜哉我	惜哉我			1		入	入平濁平濁					2		001_024_a_05	
30-026-03	宝暦版四座講式	1382	671	哉	哉	惜哉我	惜哉我			2		平濁	入平濁平濁					3		001_024_a_05	
30-026-03	宝暦版四座講式	1383	671	我	我	惜哉我	惜哉我			3		平濁	入平濁平濁					2		001_024_a_05	
30-026-03	宝暦版四座講式	1384	672	不	不	不見	不見			1		上	上平					1		001_024_a_05	
30-026-03	宝暦版四座講式	1385	672	見	見	不見	不見			2		平	上平					3		001_024_a_05	
30-026-03	宝暦版四座講式	1386	673	寶	宝	寶積	宝積			1		平	平入					2		001_024_a_05	
30-026-03	宝暦版四座講式	1387	673	積	積	寶積	宝積			2		入	平入					23		001_024_a_05	
30-026-03	宝暦版四座講式	1388	674	芳	芳	芳契	芳契			1		平軽	平軽平					13		001_024_a_05	
30-026-03	宝暦版四座講式	1389	674	契	契	芳契	芳契			2		平	平軽平					3		001_024_a_05	
30-026-03	宝暦版四座講式	1390	675	咸	咸	咸皆懷	咸皆懐			1		去濁	去濁上平					31		001_024_a_05	
30-026-03	宝暦版四座講式	1391	675	皆	皆	咸皆懷	咸皆懐			2		上	去濁上平					11		001_024_b_01	
30-026-03	宝暦版四座講式	1392	675	懷	懐	咸皆懷	咸皆懐			3		平	去濁上平					3		001_024_b_01	
30-026-03	宝暦版四座講式	1393	676	戀	恋	戀慕	恋慕			1		平	平平濁					2		001_024_b_01	
30-026-03	宝暦版四座講式	1394	676	慕	慕	戀慕	恋慕			2		平濁	平平濁					3		001_024_b_01	
30-026-03	宝暦版四座講式	1395	677	而	而	而生	而生			1		上	上上							001_024_b_01	
30-026-03	宝暦版四座講式	1396	677	生	生	而生	而生			2		上	上上							001_024_b_01	
30-026-03	宝暦版四座講式	1397	678	渇	渇	渇仰心	渇仰心			1		入	入平濁去					3		001_024_b_01	
30-026-03	宝暦版四座講式	1398	678	仰	仰	渇仰心	渇仰心			2		平濁	入平濁去					3		001_024_b_01	
30-026-03	宝暦版四座講式	1399	678	心	心	渇仰心	渇仰心			3		去	入平濁去					31		001_024_b_01	
30-026-03	宝暦版四座講式	1400	679	法	法	法花	法花			1		入	入上					3		001_024_b_01	
30-026-03	宝暦版四座講式	1401	679	花	花	法花	法花			2		上	入上					1		001_024_b_01	
30-026-03	宝暦版四座講式	1402	680	遺	遺	遺訓	遺訓			1		去	去平							001_024_b_02	
30-026-03	宝暦版四座講式	1403	680	訓	訓	遺訓	遺訓			2		平	去平							001_024_b_02	
30-026-03	宝暦版四座講式	1404	681	見	見	見聞	見聞			1		平	平去							001_024_b_02	
30-026-03	宝暦版四座講式	1405	681	聞	聞	見聞	見聞			2		去	平去							001_024_b_02	
