資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-039-01	金沢文庫本九方便	431	172	者	者	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			4			＊＊＊＊＊上濁平濁＊＊＊＊＊					f1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	432	172	邏	邏	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			5			＊＊＊＊＊上濁平濁＊＊＊＊＊					e5		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	433	172	迦	迦	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			6		上濁	＊＊＊＊＊上濁平濁＊＊＊＊＊	ケン				e1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	434	172	拏	拏	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			7		平濁	＊＊＊＊＊上濁平濁＊＊＊＊＊					f1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	435	172	者	者	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			8			＊＊＊＊＊上濁平濁＊＊＊＊＊					e1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	436	172	_	_	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			9			＊＊＊＊＊上濁平濁＊＊＊＊＊					f1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	437	172	娑	娑	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			10			＊＊＊＊＊上濁平濁＊＊＊＊＊					e1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	438	172	駄	駄	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			11			＊＊＊＊＊上濁平濁＊＊＊＊＊					f1_		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	439	172	耶	耶	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			12			＊＊＊＊＊上濁平濁＊＊＊＊＊					e5		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	440	173	吽	吽	吽__	吽__			1								f1_		095U7：103	音写字	
30-039-01	金沢文庫本九方便	441	174	仰	仰	仰願	仰願			1		平濁	平濁平濁					e1		095L1：104		T2713_.84.0833a12
30-039-01	金沢文庫本九方便	442	174	願	願	仰願	仰願			2		平濁	平濁平濁					e1		095L1：104		T2713_.84.0833a12
30-039-01	金沢文庫本九方便	443	175	胎	胎	胎藏	胎蔵			1			＊平濁					rf_r3		095L1：104		T2713_.84.0833a12
30-039-01	金沢文庫本九方便	444	175	藏	蔵	胎藏	胎蔵			2		平濁	＊平濁					e4		095L1：104		T2713_.84.0833a12
