資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-055-01	ドチリーナ・キリシタン_東洋文庫	930	574	味	味	甘味	甘味	canmi		2				ミ	カンミ					027-05	バチカン本「かんみ」048-09	mi
50-055-01	ドチリーナ・キリシタン_東洋文庫	931	575	禮	禮	御禮	御禮	võ rei		2				レイ	ヲンレイ					027-06	バチカン本「御れい」048-10	rei
50-055-01	ドチリーナ・キリシタン_東洋文庫	932	576	流	流	流人	流人	runin		1				ル	ルニン					027-07		ru
50-055-01	ドチリーナ・キリシタン_東洋文庫	933	576	人	人	流人	流人	runin		2				ニン	ルニン					027-07		nin
50-055-01	ドチリーナ・キリシタン_東洋文庫	934	577	流	流	流浪	流浪	rurǒ		1				ル	ルラゥ					027-12	バチカン本「るらう」049-02	ru
50-055-01	ドチリーナ・キリシタン_東洋文庫	935	577	浪	浪	流浪	流浪	rurǒ		2				ラゥ	ルラゥ					027-12	バチカン本「るらう」049-02	rǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	936	578	御	御	御胎内	御胎内	gotainai		1				ゴ	ゴタイナイ					027-13	バチカン本「御たいない」049-02	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	937	578	胎	胎	御胎内	御胎内	gotainai		2				タイ	ゴタイナイ					027-13	バチカン本「御たいない」049-02	tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	938	578	内	内	御胎内	御胎内	gotainai		3				ナイ	ゴタイナイ					027-13	バチカン本「御たいない」049-02	nai
50-055-01	ドチリーナ・キリシタン_東洋文庫	939	579	御	御	御柔軟	御柔軟	gonhǔnan		1				ゴ	ゴニュゥナン					027-15	バチカン本「御にうなん」049-03	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	940	579	柔	柔	御柔軟	御柔軟	gonhǔnan		2				ニュゥ	ゴニュゥナン					027-15	バチカン本「御にうなん」049-03	nhǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	941	579	軟	軟	御柔軟	御柔軟	gonhǔnan		3				ナン	ゴニュゥナン					027-15	バチカン本「御にうなん」049-03	
50-055-01	ドチリーナ・キリシタン_東洋文庫	942	580	御	御	御哀憐	御哀憐	go airen		1				ゴ	ゴアイレン					027-15	バチカン本「御あいれん」049-04	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	943	580	哀	哀	御哀憐	御哀憐	go airen		2				アイ	ゴアイレン					027-15	バチカン本「御あいれん」049-04	ai
50-055-01	ドチリーナ・キリシタン_東洋文庫	944	580	憐	憐	御哀憐	御哀憐	go airen		3				レン	ゴアイレン					027-15	バチカン本「御あいれん」049-04	ren
50-055-01	ドチリーナ・キリシタン_東洋文庫	945	581	約	約	御約束	御約束	von yacusocu	混種語	2				ヤク	ヲンヤクソク					027-17	バチカン本「御やくそく」049-06	yacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	946	581	束	束	御約束	御約束	von yacusocu	混種語	3				ソク	ヲンヤクソク					027-17	バチカン本「御やくそく」049-06	socu
50-055-01	ドチリーナ・キリシタン_東洋文庫	947	582	弟	弟	弟	弟	de		1				デ	デ					027-19		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	948	583	師	師	師	師	xi		1				シ	シ					027-21		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	949	584	弟	弟	弟	弟	de		1				デ	デ					027-22		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	950	585	師	師	師	師	xi		1				シ	シ					028-01		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	951	586	弟	弟	弟	弟	de		1				デ	デ					028-02		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	952	587	別	別	別	別	bet		1				ベっ	ベっ					028-02		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	953	588	信	信	信心	信心	xinjin		1				シン	シンジン					028-02		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	954	588	心	心	信心	信心	xinjin		2				ジン	シンジン					028-02		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	955	589	師	師	師	師	xi		1				シ	シ					028-04		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	956	590	信	信	信心	信心	xinjin		1				シン	シンジン					028-04		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	957	590	心	心	信心	信心	xinjin		2				ジン	シンジン					028-04		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	958	591	守	守	守護	守護	xugo		1				シュ	シュゴ					028-05	バチカン本「しゆご」050-03	xu
50-055-01	ドチリーナ・キリシタン_東洋文庫	959	591	護	護	守護	守護	xugo		2				ゴ	シュゴ					028-05	バチカン本「しゆご」050-03	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	960	592	信	信	信心	信心	xinjin		1				シン	シンジン					028-06		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	961	592	心	心	信心	信心	xinjin		2				ジン	シンジン					028-06		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	962	593	肝	肝	肝要	肝要	canyô		1				カン	カンヨゥ					028-06		can
50-055-01	ドチリーナ・キリシタン_東洋文庫	963	593	要	要	肝要	肝要	canyô		2				ヨゥ	カンヨゥ					028-06		yô
50-055-01	ドチリーナ・キリシタン_東洋文庫	964	594	弟	弟	弟	弟	de		1				デ	デ					028-08		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	965	595	信	信	信仰	信仰	xingǒ		1				シン	シンガゥ					028-08	バチカン本「しんがう」050-05	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	966	595	仰	仰	信仰	信仰	xingǒ		2				ガゥ	シンガゥ					028-08	バチカン本「しんがう」050-05	gǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	967	596	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					028-08		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	968	597	師	師	師	師	xi		1				シ	シ					028-10		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	969	598	弟	弟	弟	弟	de		1				デ	デ					028-12		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	970	599	以	以	以前	以前	yjen		1				イ	イゼン					028-12		y
50-055-01	ドチリーナ・キリシタン_東洋文庫	971	599	前	前	以前	以前	yjen		2				ゼン	イゼン					028-12		jen
50-055-01	ドチリーナ・キリシタン_東洋文庫	972	600	師	師	師	師	xi		1				シ	シ					028-15		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	973	601	分	分	分	分	bun		1				ブン	ブン					028-15		bun
50-055-01	ドチリーナ・キリシタン_東洋文庫	974	602	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					028-15		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	975	603	御	御	御功力	御功力	gocuriqi		1				ゴ	ゴクリキ					028-17		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	976	603	功	功	御功力	御功力	gocuriqi		2				ク	ゴクリキ					028-17		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	977	603	力	力	御功力	御功力	gocuriqi		3				リキ	ゴクリキ					028-17		riqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	978	604	弟	弟	弟	弟	de		1				デ	デ					028-22		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	979	605	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					028-22		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	980	606	信	信	信心	信心	xinjin		1				シン	シンジン					028-22		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	981	606	心	心	信心	信心	xinjin		2				ジン	シンジン					028-22		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	982	607	御	御	御合力	御合力	go cǒriocu		1				ゴ	ゴカゥリョク					028-22	バチカン本「御かうりよく」051-05	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	983	607	合	合	御合力	御合力	go cǒriocu		2				カゥ	ゴカゥリョク					028-22	バチカン本「御かうりよく」051-05	cǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	984	607	力	力	御合力	御合力	go cǒriocu		3				リョク	ゴカゥリョク					028-22	バチカン本「御かうりよく」051-05	riocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	985	608	師	師	師	師	xi		1				シ	シ					029-02		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	986	609	不	不	不斷	不斷	fudan		1				フ	フダン					029-02	バチカン本「ふだん」051-07	fu
50-055-01	ドチリーナ・キリシタン_東洋文庫	987	609	斷	斷	不斷	不斷	fudan		2				ダン	フダン					029-02	バチカン本「ふだん」051-07	dan
50-055-01	ドチリーナ・キリシタン_東洋文庫	988	610	別	別	別し	別し	bexxi	混種語	1				ベッ	ベッシ					029-02	バチカン本「別て」051-07	bex
50-055-01	ドチリーナ・キリシタン_東洋文庫	989	611	弟	弟	弟	弟	de		1				デ	デ					029-05		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	990	612	日	日	ベアト日	ベアト日	beatonichi	混種語	4				ニチ	ベアトニチ					029-05	バチカン本「べあと日」051-10	nichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	991	613	師	師	師	師	xi		1				シ	シ					029-07		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	992	614	子	子	子細	子細	xisai		1				シ	シサイ					029-07	バチカン本「しさい」051-12	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	993	614	細	細	子細	子細	xisai		2				サイ	シサイ					029-07	バチカン本「しさい」051-12	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	994	615	義	義	義	義	gui		1				ギ	ギ					029-08	バチカン本「儀」051-13	gui
50-055-01	ドチリーナ・キリシタン_東洋文庫	995	616	世	世	世界	世界	xecai		1				セ	セカイ					029-09		xe
50-055-01	ドチリーナ・キリシタン_東洋文庫	996	616	界	界	世界	世界	xecai		2				カイ	セカイ					029-09		cai
50-055-01	ドチリーナ・キリシタン_東洋文庫	997	617	奇	奇	御奇特	御奇特	von qidocu		2				キ	ヲンキドク					029-09	バチカン本「御きどく」051-14	qi
50-055-01	ドチリーナ・キリシタン_東洋文庫	998	617	特	特	御奇特	御奇特	von qidocu		3				ドク	ヲンキドク					029-09	バチカン本「御きどく」051-14	docu
50-055-01	ドチリーナ・キリシタン_東洋文庫	999	618	下	下	下界	下界	guecai		1				ゲ	ゲカイ					029-12		gue
50-055-01	ドチリーナ・キリシタン_東洋文庫	1000	618	界	界	下界	下界	guecai		2				カイ	ゲカイ					029-12		cai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1001	619	天	天	天	天	ten		1				テン	テン					029-13		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1002	620	分	分	分別	分別	funbet		1				フン	フンベっ					029-14		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	1003	620	別	別	分別	分別	funbet		2				ベっ	フンベっ					029-14		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	1004	621	御	御	御作業	御作業	gosagueô		1				ゴ	ゴサゲゥ					029-15	バチカン本「御さげう」052-05	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1005	621	作	作	御作業	御作業	gosagueô		2				サ	ゴサゲゥ					029-15	バチカン本「御さげう」052-05	sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	1006	621	業	業	御作業	御作業	gosagueô		3				ゲゥ	ゴサゲゥ					029-15	バチカン本「御さげう」052-05	gueô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1007	622	御	御	御善德	御善德	gojendocu		1				ゴ	ゴゼンドク					029-15		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1008	622	善	善	御善德	御善德	gojendocu		2				ゼン	ゴゼンドク					029-15		jen
50-055-01	ドチリーナ・キリシタン_東洋文庫	1009	622	德	德	御善德	御善德	gojendocu		3				ドク	ゴゼンドク					029-15		docu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1010	623	御	御	御行跡	御行跡	go cǒxeqi		1				ゴ	ゴカゥセキ					029-16	バチカン本「御かうせき」052-06	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1011	623	行	行	御行跡	御行跡	go cǒxeqi		2				カゥ	ゴカゥセキ					029-16	バチカン本「御かうせき」052-06	cǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1012	623	跡	跡	御行跡	御行跡	go cǒxeqi		3				セキ	ゴカゥセキ					029-16	バチカン本「御かうせき」052-06	xeqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1013	624	信	信	信心	信心	xinjin		1				シン	シンジン					029-18		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1014	624	心	心	信心	信心	xinjin		2				ジン	シンジン					029-18		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1015	625	御	御	御存生	御存生	gozonjǒ		1				ゴ	ゴゾンジャゥ					029-19		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1016	625	存	存	御存生	御存生	gozonjǒ		2				ゾン	ゴゾンジャゥ					029-19		zon
50-055-01	ドチリーナ・キリシタン_東洋文庫	1017	625	生	生	御存生	御存生	gozonjǒ		3				ジャゥ	ゴゾンジャゥ					029-19		jǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1018	626	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					029-21		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1019	627	死	死	死する	死する	xisuru	混種語	1				シ	シスル					029-21	バチカン本「死る」052-10	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1020	628	孝	孝	孝行	孝行	cǒcǒ		1				カゥ	カゥカゥ					029-22	バチカン本「かう〳〵」052-11	cǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1021	628	行	行	孝行	孝行	cǒcǒ		2				カゥ	カゥカゥ					029-22	バチカン本「かう〳〵」052-11	cǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1022	629	死	死	死し	死し	xixi	混種語	1				シ	シシ					029-22		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1023	630	第	第	第六	第六	dai rocv		1				ダイ	ダイロク					030-01		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1024	630	六	六	第六	第六	dai rocv		2				ロク	ダイロク					030-01		rocv
50-055-01	ドチリーナ・キリシタン_東洋文庫	1025	631	弟	弟	弟	弟	de		1				デ	デ					030-04		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1026	632	樣	樣	樣	樣	yǒ		1				ヤゥ	ヤゥ					030-05	橋本進吉翻字「やう」	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1027	633	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					030-06	バチカン本「しんじ」053-04	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1028	634	師	師	師	師	xi		1				シ	シ					030-08		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1029	635	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					030-11		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1030	636	萬	萬	萬事	萬事	banji		1				バン	バンジ					030-11		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	1031	636	事	事	萬事	萬事	banji		2				ジ	バンジ					030-11		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1032	637	天	天	天地	天地	tenchi		1				テン	テンチ					030-11		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1033	637	地	地	天地	天地	tenchi		2				チ	テンチ					030-11		chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1034	638	奇	奇	御奇特	御奇特	von qidocu	混種語	2				キ	ヲンキドク					030-14	バチカン本「御きどく」053-11	qi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1035	638	特	特	御奇特	御奇特	von qidocu	混種語	3				ドク	ヲンキドク					030-14	バチカン本「御きどく」053-11	docu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1036	639	呵	呵	呵責	呵責	caxacu		1				カ	カシャク					030-16	バチカン本「かしやく」053-13	ca
50-055-01	ドチリーナ・キリシタン_東洋文庫	1037	639	責	責	呵責	呵責	caxacu		2				シャク	カシャク					030-16	バチカン本「かしやく」053-13	xacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1038	640	死	死	死し	死し	xixi	混種語	1				シ	シシ					030-17	バチカン本「死」054-01	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1039	641	棺	棺	御棺	御棺	miquan	混種語	2				クヮン	ミクヮン					030-17	バチカン本「御くはん」054-01	quan
50-055-01	ドチリーナ・キリシタン_東洋文庫	1040	642	大	大	大地	大地	daigi		1				ダイ	ダイヂ					030-18		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1041	642	地	地	大地	大地	daigi		2				ヂ	ダイヂ					030-18		gi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1042	643	三	三	三日目	三日目	sannichi me	混種語	1				サン	サンニチメ					030-19		san
50-055-01	ドチリーナ・キリシタン_東洋文庫	1043	643	日	日	三日目	三日目	sannichi me	混種語	2				ニチ	サンニチメ					030-19		nichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1044	644	天	天	天	天	ten		1				テン	テン					030-19		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1045	645	萬	萬	萬事	萬事	banji		1				バン	バンジ					030-20		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	1046	645	事	事	萬事	萬事	banji		2				ジ	バンジ					030-20		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1047	646	生	生	生死	生死	xǒji		1				シャゥ	シャゥジ					030-21		xǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1048	646	死	死	生死	生死	xǒji		2				ジ	シャゥジ					030-21		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1049	647	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					031-02		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1050	648	通	通	通用し	通用し	tǔyô xi	混種語	1				ツゥ	ツゥヨゥシ					031-03	バチカン本「つうようし」054-09	tǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1051	648	用	用	通用し	通用し	tǔyô xi	混種語	2				ヨゥ	ツゥヨゥシ					031-03	バチカン本「つうようし」054-09	yô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1052	649	肉	肉	肉體	肉體	nicutai		1				ニク	ニクタイ					031-04	バチカン本「にくたい」054-10	nicu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1053	649	體	體	肉體	肉體	nicutai		2				タイ	ニクタイ					031-04	バチカン本「にくたい」054-10	tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1054	650	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					031-05		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1055	651	弟	弟	弟	弟	de		1				デ	デ					031-07		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1056	652	師	師	師	師	xi		1				シ	シ					031-08		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1057	653	肝	肝	肝心	肝心	canjin		1				カン	カンジン					031-08		can
50-055-01	ドチリーナ・キリシタン_東洋文庫	1058	653	心	心	肝心	肝心	canjin		2				ジン	カンジン					031-08		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1059	654	條	條	條條	條條	giôgiô		1				ヂョゥ	ヂョゥヂョゥ					031-08	1字目。バチカン本「条々」054-14	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1060	654	條	條	條條	條條	giôgiô		1				ヂョゥ	ヂョゥヂョゥ					031-08	2字目。バチカン本「条々」054-14	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1061	655	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					031-08		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1062	656	弟	弟	弟	弟	de		1				デ	デ					031-10		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1063	657	師	師	師	師	xi		1				シ	シ					031-11		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1064	658	達	達	アポウストロ達	アポウストロ達	apostolo tachi	混種語	0				タチ	アポウストロタチ					031-11	バチカン本「あほうすとろ達」055-03	tachi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1065	659	一	一	一處	一處	ixxo		1				イッ	イッショ					031-12	バチカン本「一所」055-04	ix
50-055-01	ドチリーナ・キリシタン_東洋文庫	1066	659	處	處	一處	一處	ixxo		2				ショ	イッショ					031-12	バチカン本「一所」055-04	xo
50-055-01	ドチリーナ・キリシタン_東洋文庫	1067	660	直	直	直に	直に	giqini	混種語	1				ヂキ	ヂキニ					031-14	バチカン本「ぢきに」055-06	giqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1068	661	弟	弟	弟	弟	de		1				デ	デ					031-16		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1069	662	師	師	師	師	xi		1				シ	シ					031-17		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1070	663	條	條	條條	條條	giôgiô		1				ヂョゥ	ヂョゥヂョゥ					031-17	1字目。バチカン本「条々」055-09	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1071	663	條	條	條條	條條	giôgiô		1				ヂョゥ	ヂョゥヂョゥ					031-17	2字目。バチカン本「条々」055-09	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1072	664	弟	弟	弟	弟	de		1				デ	デ					031-19		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1073	665	師	師	師	師	xi		1				シ	シ					031-20		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1074	666	堅	堅	堅固	堅固	qengo		1				ケン	ケンゴ					031-21	バチカン本「けんご」055-14	qen
50-055-01	ドチリーナ・キリシタン_東洋文庫	1075	666	固	固	堅固	堅固	qengo		2				ゴ	ケンゴ					031-21	バチカン本「けんご」055-14	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1076	667	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					031-22	バチカン本「信し」055-14	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1077	668	樣	樣	樣に	樣に	yǒ ni	混種語	1				ヤゥ	ヤゥニ					031-22	バチカン本「やうに」055-14	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1078	669	御	御	御恩	御恩	govon		1				ゴ	ゴヲン					032-01		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1079	669	恩	恩	御恩	御恩	govon		2				ヲン	ゴヲン					032-01		von
50-055-01	ドチリーナ・キリシタン_東洋文庫	1080	670	弟	弟	弟	弟	de		1				デ	デ					032-02		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1081	671	師	師	師	師	xi		1				シ	シ					032-03		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1082	672	信	信	信じ	信じ	□□□□i	混種語	1				□□	□□□					032-03	バチカン本「信し」056-04	□□□
50-055-01	ドチリーナ・キリシタン_東洋文庫	1083	673	弟	弟	弟	弟	de		1				デ	デ					032-06		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1084	674	個	個	何個條	何個條	nangagiô	混種語	2				ガ	ナンガヂョゥ					032-06	バチカン本「何ヶ条」056-08	ga
50-055-01	ドチリーナ・キリシタン_東洋文庫	1085	674	條	條	何個條	何個條	nangagiô	混種語	3				ヂョゥ	ナンガヂョゥ					032-06	バチカン本「何ヶ条」056-08	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1086	675	師	師	師	師	xi		1				シ	シ					032-08		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1087	676	十	十	十二人	十二人	jǔninin		1				ジュゥ	ジュゥニニン					032-08		jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1088	676	二	二	十二人	十二人	jǔninin		2				ニ	ジュゥニニン					032-08		ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	1089	676	人	人	十二人	十二人	jǔninin		3				ニン	ジュゥニニン					032-08		nin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1090	677	十	十	十二個條	十二個條	jǔnicagiô		1				ジュゥ	ジュゥニカヂョゥ					032-09	バチカン本「十二ヶ条」056-10	jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1091	677	二	二	十二個條	十二個條	jǔnicagiô		2				ニ	ジュゥニカヂョゥ					032-09	バチカン本「十二ヶ条」056-10	ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	1092	677	個	個	十二個條	十二個條	jǔnicagiô		3				カ	ジュゥニカヂョゥ					032-09	バチカン本「十二ヶ条」056-10	ca
50-055-01	ドチリーナ・キリシタン_東洋文庫	1093	677	條	條	十二個條	十二個條	jǔnicagiô		4				ヂョゥ	ジュゥニカヂョゥ					032-09	バチカン本「十二ヶ条」056-10	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1094	678	十	十	十四	十四	jǔxi		1				ジュゥ	ジュゥシ					032-10		jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1095	678	四	四	十四	十四	jǔxi		2				シ	ジュゥシ					032-10		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1096	679	十	十	十二個條	十二個條	jǔnicagiô		1				ジュゥ	ジュゥニカヂョゥ					032-15	バチカン本「十二ヶ条」057-01	jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1097	679	二	二	十二個條	十二個條	jǔnicagiô		2				ニ	ジュゥニカヂョゥ					032-15	バチカン本「十二ヶ条」057-01	ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	1098	679	個	個	十二個條	十二個條	jǔnicagiô		3				カ	ジュゥニカヂョゥ					032-15	バチカン本「十二ヶ条」057-01	ca
50-055-01	ドチリーナ・キリシタン_東洋文庫	1099	679	條	條	十二個條	十二個條	jǔnicagiô		4				ヂョゥ	ジュゥニカヂョゥ					032-15	バチカン本「十二ヶ条」057-01	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1100	680	第	第	第一	第一	daiichi		1				ダイ	ダイイチ					032-16		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1101	680	一	一	第一	第一	daiichi		2				イチ	ダイイチ					032-16		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1102	681	天	天	天地	天地	ten chi		1				テン	テンチ					032-16		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1103	681	地	地	天地	天地	ten chi		2				チ	テンチ					032-16		chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1104	682	御	御	御作	御作	gosacu		1				ゴ	ゴサク					032-16		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1105	682	作	作	御作	御作	gosacu		2				サク	ゴサク					032-16		sacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1106	683	萬	萬	萬事	萬事	banji		1				バン	バンジ					032-16		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	1107	683	事	事	萬事	萬事	banji		2				ジ	バンジ					032-16		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1108	684	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					032-17	バチカン本「信し」057-04	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1109	685	第	第	第二	第二	dai ni		1				ダイ	ダイニ					032-18		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1110	685	二	二	第二	第二	dai ni		2				ニ	ダイニ					032-18		ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	1111	686	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					032-19		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1112	687	第	第	第三	第三	dai san		1				ダイ	ダイサン					032-19		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1113	687	三	三	第三	第三	dai san		2				サン	ダイサン					032-19		san
