資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-038-02	正保版魚山私抄五悔	539	217	南	南	南無	南無			1								e1		39a2	音写字	T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	540	217	無	無	南無	南無			2								e1		39a2	音写字	T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	541	218	八	八	八供養	八供養			1					＊クヰヨウ＊			e2		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	542	218	供	供	八供養	八供養			2				クヰヨウ	＊クヰヨウ＊			e1		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	543	218	養	養	八供養	八供養			3					＊クヰヨウ＊			e1		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	544	219	南	南	南無	南無			1								e1		39a3	音写字	T2713_.84.0831b03
30-038-02	正保版魚山私抄五悔	545	219	無	無	南無	南無			2								e1		39a3	音写字	T2713_.84.0831b03
30-038-02	正保版魚山私抄五悔	546	220	四	四	四攝	四攝			1								r5_		39a3		T2713_.84.0831b03
30-038-02	正保版魚山私抄五悔	547	220	攝	攝	四攝	四攝			2								e1		39a3		T2713_.84.0831b03
30-038-02	正保版魚山私抄五悔	548	221	南	南	南無	南無			1								e1		39b1	音写字	T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	549	221	無	無	南無	南無			2								e3		39b1	音写字	T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	550	222	金	金	金剛界	金剛界			1								f3		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	551	222	剛	剛	金剛界	金剛界			2								e2		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	552	222	界	界	金剛界	金剛界			3								e2		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	553	223	南	南	南無	南無			1								e3		39b1	音写字	T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	554	223	無	無	南無	南無			2								e3		39b1	音写字	T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	555	224	大	大	大悲	大悲			1								e3		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	556	224	悲	悲	大悲	大悲			2								e2		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	557	225	胎	胎	胎藏界	胎藏界			1								e3		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	558	225	藏	藏	胎藏界	胎藏界			2								e2		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	559	225	界	界	胎藏界	胎藏界			3								e1		39b1		T2713_.84.0831b04
30-038-02	正保版魚山私抄五悔	560	226	迴	迴	迴向	迴向			1								e4		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	561	226	向	向	迴向	迴向			2								e3		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	562	227	大	大	大菩提	大菩提			1								e3		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	563	227	菩	菩	大菩提	大菩提			2								e4		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	564	227	提	提	大菩提	大菩提			3								e4		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	565	228	至	至	至心	至心			1								e5		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	566	228	心	心	至心	至心			2								e5		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	567	229	迴	迴	迴向	迴向			1								f3		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	568	229	向	向	迴向	迴向			2								r3		39b2		T2713_.84.0831b05
30-038-02	正保版魚山私抄五悔	569	230	懺	懺	懺悔	懺悔			1								e5		39b3		T2713_.84.0831b06
30-038-02	正保版魚山私抄五悔	570	230	悔	悔	懺悔	懺悔			2								e5		39b3		T2713_.84.0831b06
30-038-02	正保版魚山私抄五悔	571	231	隨	随	隨喜	随喜			1								e5		39b3		T2713_.84.0831b06
30-038-02	正保版魚山私抄五悔	572	231	喜	喜	隨喜	随喜			2								e2		39b3		T2713_.84.0831b06
