資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名	仮名型	反切	類音注	節博士	その他	出現位置	備考	推定語形
60-028-01	平曲譜本	6687	3595	吉	吉	不吉	不吉[ﾉﾑ]なりとて			2								上上コ××××	HHH	12下横田18-2口説		ふきつ
60-028-01	平曲譜本	6688	3596	奉	奉	奉行	奉゛行゛			1								上コ×	HHL	2下鷄合9-2口説		ぶぎゃう
60-028-01	平曲譜本	6689	3596	行	行	奉行	奉゛行゛			2								上コ×	HHL	2下鷄合9-2口説		ぶぎゃう
60-028-01	平曲譜本	6690	3597	奉	奉	奉行	奉行に			1								上コ××	HHL	6上洲胯10-2口説		ぶぎゃう
60-028-01	平曲譜本	6691	3597	行	行	奉行	奉行に			2								上コ××	HHL	6上洲胯10-2口説		ぶぎゃう
60-028-01	平曲譜本	6692	3598	奉	奉	奉行	奉行に			1								上上ｶｹツ	HHL	6上洲胯11-3コ下		ぶぎゃう
60-028-01	平曲譜本	6693	3598	行	行	奉行	奉行に			2								上上ｶｹツ	HHL	6上洲胯11-3コ下		ぶぎゃう
60-028-01	平曲譜本	6694	3599	奉	奉	奉行	奉゛行゛にて			1								上コ×××	HHL	12下経嶋13-3口説		ぶぎゃう
60-028-01	平曲譜本	6695	3599	行	行	奉行	奉゛行゛にて			2								上コ×××	HHL	12下経嶋13-3口説		ぶぎゃう
60-028-01	平曲譜本	6696	3600	奉	奉	奉行	奉行には			1								上上×××	HHL	6上洲胯7-5素声		ぶぎゃう
60-028-01	平曲譜本	6697	3600	行	行	奉行	奉行には			2								上上×××	HHL	6上洲胯7-5素声		ぶぎゃう
60-028-01	平曲譜本	6698	3601	奉	奉	奉行	奉行には			1								上上×××	HHL	6上洲胯9-1素声		ぶぎゃう
60-028-01	平曲譜本	6699	3601	行	行	奉行	奉行には			2								上上×××	HHL	6上洲胯9-1素声		ぶぎゃう
60-028-01	平曲譜本	6700	3602	奉	奉	奉行	奉行には			1								上コ×××	HHL	3上新都1-3口説		ぶぎゃう
60-028-01	平曲譜本	6701	3602	行	行	奉行	奉行には			2								上コ×××	HHL	3上新都1-3口説		ぶぎゃう
60-028-01	平曲譜本	6702	3603	奉	奉	奉行	奉行の弁゛ﾝには			1								×××上コ×××	HHL	3上新都2-1口説		ぶぎゃう
60-028-01	平曲譜本	6703	3603	行	行	奉行	奉行の弁゛ﾝには			2								×××上コ×××	HHL	3上新都2-1口説		ぶぎゃう
60-028-01	平曲譜本	6704	3604	服	服	服膺	服膺ｳせず			1								上上コ×―	HHHL	9上医師3-3口説		ふくよう
60-028-01	平曲譜本	6705	3604	膺	膺	服膺	服膺ｳせず			2								上上コ×―	HHHL	9上医師3-3口説		ふくよう
60-028-01	平曲譜本	6706	3605	不	不	不快	不快の事			1								上上上上上×	HXX	10上山滅5-5素声		ふくゎい
60-028-01	平曲譜本	6707	3605	快	快	不快	不快の事			2								上上上上上×	HXX	10上山滅5-5素声		ふくゎい
60-028-01	平曲譜本	6708	3606	武	武	武官	武゛官に			1								コ×××	HLL	12下道逝3-4口説		ぶくゎん
60-028-01	平曲譜本	6709	3606	官	官	武官	武゛官に			2								コ×××	HLL	12下道逝3-4口説		ぶくゎん
60-028-01	平曲譜本	6710	3607	武	武	武家	武家の塵ﾘ芥ﾀと			1								上上上××××××	HX	読上願書15-2白声		ぶけ
60-028-01	平曲譜本	6711	3607	家	家	武家	武家の塵ﾘ芥ﾀと			2								上上上××××××	HX	読上願書15-2白声		ぶけ
60-028-01	平曲譜本	6712	3608	武	武	武家	武家の塵[ｽ]ﾝ芥゛ｲとぞ			1								上上上××××××	HX	読上願書14-3白声		ぶけ
60-028-01	平曲譜本	6713	3608	家	家	武家	武家の塵[ｽ]ﾝ芥゛ｲとぞ			2								上上上××××××	HX	読上願書14-3白声		ぶけ
60-028-01	平曲譜本	6714	3609	武	武	武藝	武藝にも			1								上××××	HLL	9上神輿16-5口説		ぶげい
60-028-01	平曲譜本	6715	3609	藝	藝	武藝	武藝にも			2								上××××	HLL	9上神輿16-5口説		ぶげい
60-028-01	平曲譜本	6716	3610	浮	浮	浮言	浮言゛ﾝを			1								上×××	HLL	8上法印37-1口説		ふげん
60-028-01	平曲譜本	6717	3610	言	言	浮言	浮言゛ﾝを			2								上×××	HLL	8上法印37-1口説		ふげん
60-028-01	平曲譜本	6718	3611	父	父	父子	父子			1								×上	LH	4下那都4-1素声14上六度3-3口説		ふし
60-028-01	平曲譜本	6719	3611	子	子	父子	父子			2								×上	LH	4下那都4-1素声14上六度3-3口説		ふし
60-028-01	平曲譜本	6720	3612	武	武	武士	武士			1								上×	HL	7下重斬26-2口説		ぶし
60-028-01	平曲譜本	6721	3612	士	士	武士	武士			2								上×	HL	7下重斬26-2口説		ぶし
60-028-01	平曲譜本	6722	3613	武	武	武士	武士			1								上×	HL	9上阿古15-2素声		ぶし
60-028-01	平曲譜本	6723	3613	士	士	武士	武士			2								上×	HL	9上阿古15-2素声		ぶし
60-028-01	平曲譜本	6724	3614	武	武	武士	武士			1								上×	HL	11上願立13-1素声		ぶし
60-028-01	平曲譜本	6725	3614	士	士	武士	武士			2								上×	HL	11上願立13-1素声		ぶし
60-028-01	平曲譜本	6726	3615	武	武	武士	武士			1								上×	HL	14上河原11-3口説		ぶし
60-028-01	平曲譜本	6727	3615	士	士	武士	武士			2								上×	HL	14上河原11-3口説		ぶし
60-028-01	平曲譜本	6728	3616	武	武	武士	武士			1								上×	HL	炎上内裏17-1口説		ぶし
60-028-01	平曲譜本	6729	3616	士	士	武士	武士			2								上×	HL	炎上内裏17-1口説		ぶし
60-028-01	平曲譜本	6730	3617	武	武	武士	武士			1								コ×	HL	6上納流2-1口説		ぶし
60-028-01	平曲譜本	6731	3617	士	士	武士	武士			2								コ×	HL	6上納流2-1口説		ぶし
60-028-01	平曲譜本	6732	3618	武	武	武士	武士			1								コ×	HL	6上納流8-3口説		ぶし
60-028-01	平曲譜本	6733	3618	士	士	武士	武士			2								コ×	HL	6上納流8-3口説		ぶし
60-028-01	平曲譜本	6734	3619	武	武	武士	武士			1								コ×	HL	11下納死14-2口説		ぶし
60-028-01	平曲譜本	6735	3619	士	士	武士	武士			2								コ×	HL	11下納死14-2口説		ぶし
60-028-01	平曲譜本	6736	3620	武	武	武士	武士			1								コ×	HL	11下納死19-4口説		ぶし
60-028-01	平曲譜本	6737	3620	士	士	武士	武士			2								コ×	HL	11下納死19-4口説		ぶし
60-028-01	平曲譜本	6738	3621	武	武	武士	武゛士			1								上×	HL	炎上清水3-1素声		ぶし
60-028-01	平曲譜本	6739	3621	士	士	武士	武゛士			2								上×	HL	炎上清水3-1素声		ぶし
60-028-01	平曲譜本	6740	3622	武	武	武士	武士に			1								上××	HL	2上鵺10-3白声		ぶし
60-028-01	平曲譜本	6741	3622	士	士	武士	武士に			2								上××	HL	2上鵺10-3白声		ぶし
60-028-01	平曲譜本	6742	3623	武	武	武士	武士に			1								上××	HL	7下重斬25-5口説		ぶし
60-028-01	平曲譜本	6743	3623	士	士	武士	武士に			2								上××	HL	7下重斬25-5口説		ぶし
60-028-01	平曲譜本	6744	3624	武	武	武士	武士に			1								上××	HL	7下重斬29-4白声		ぶし
60-028-01	平曲譜本	6745	3624	士	士	武士	武士に			2								上××	HL	7下重斬29-4白声		ぶし
60-028-01	平曲譜本	6746	3625	武	武	武士	武士に			1								上××	HL	10下六乞38-2口説		ぶし
60-028-01	平曲譜本	6747	3625	士	士	武士	武士に			2								上××	HL	10下六乞38-2口説		ぶし
60-028-01	平曲譜本	6748	3626	武	武	武士	武士に			1								上××	HL	10下六乞39-3口説		ぶし
60-028-01	平曲譜本	6749	3626	士	士	武士	武士に			2								上××	HL	10下六乞39-3口説		ぶし
60-028-01	平曲譜本	6750	3627	武	武	武士	武士に			1								上××	HL	15上内女34-5白声		ぶし
60-028-01	平曲譜本	6751	3627	士	士	武士	武士に			2								上××	HL	15上内女34-5白声		ぶし
60-028-01	平曲譜本	6752	3628	武	武	武士	武士に			1								上××	HL	炎上内裏4-2口説		ぶし
60-028-01	平曲譜本	6753	3628	士	士	武士	武士に			2								上××	HL	炎上内裏4-2口説		ぶし
60-028-01	平曲譜本	6754	3629	武	武	武士	武士に			1								コ××	HL	5下千寿22-3口説		ぶし
60-028-01	平曲譜本	6755	3629	士	士	武士	武士に			2								コ××	HL	5下千寿22-3口説		ぶし
60-028-01	平曲譜本	6756	3630	武	武	武士	武士に			1								コ××	HL	7下重斬6-3口説		ぶし
60-028-01	平曲譜本	6757	3630	士	士	武士	武士に			2								コ××	HL	7下重斬6-3口説		ぶし
60-028-01	平曲譜本	6758	3631	武	武	武士	武士には			1								上×××	HL	4下内侍6-1素声		ぶし
60-028-01	平曲譜本	6759	3631	士	士	武士	武士には			2								上×××	HL	4下内侍6-1素声		ぶし
60-028-01	平曲譜本	6760	3632	武	武	武士	武士には			1								上×××	HL	五句都遷8-5素声		ぶし
60-028-01	平曲譜本	6761	3632	士	士	武士	武士には			2								上×××	HL	五句都遷8-5素声		ぶし
60-028-01	平曲譜本	6762	3633	武	武	武士	武士にも			1								上×××	HL	10下皷5-4口説		ぶし
60-028-01	平曲譜本	6763	3633	士	士	武士	武士にも			2								上×××	HL	10下皷5-4口説		ぶし
60-028-01	平曲譜本	6764	3634	武	武	武士	武士は			1								上××	HL	14上河原19-5素声		ぶし
60-028-01	平曲譜本	6765	3634	士	士	武士	武士は			2								上××	HL	14上河原19-5素声		ぶし
60-028-01	平曲譜本	6766	3635	武	武	武士	武士〈ｼ〉は			1								コ××	HL	10下忠最4-3口説		ぶし
60-028-01	平曲譜本	6767	3635	士	士	武士	武士〈ｼ〉は			2								コ××	HL	10下忠最4-3口説		ぶし
60-028-01	平曲譜本	6768	3636	武	武	武士	武士程			1								コ×××	HL	5下二魁8-3口説		ぶし
60-028-01	平曲譜本	6769	3636	士	士	武士	武士程			2								コ×××	HL	5下二魁8-3口説		ぶし
60-028-01	平曲譜本	6770	3637	武	武	武士	武゛士も			1								上××	HL	7下重斬8-1口説		ぶし
60-028-01	平曲譜本	6771	3637	士	士	武士	武゛士も			2								上××	HL	7下重斬8-1口説		ぶし
60-028-01	平曲譜本	6772	3638	武	武	武士	武士を			1								コ××	HL	2上鵺11-4口説		ぶし
60-028-01	平曲譜本	6773	3638	士	士	武士	武士を			2								コ××	HL	2上鵺11-4口説		ぶし
60-028-01	平曲譜本	6774	3639	武	武	武士	武士を			1								コ××	HL	6上納流8-2口説		ぶし
60-028-01	平曲譜本	6775	3639	士	士	武士	武士を			2								コ××	HL	6上納流8-2口説		ぶし
60-028-01	平曲譜本	6776	3640	武	武	武士	武士をば			1								コ×××	HL	10下六乞38-3口説		ぶし
60-028-01	平曲譜本	6777	3640	士	士	武士	武士をば			2								コ×××	HL	10下六乞38-3口説		ぶし
60-028-01	平曲譜本	6778	3641	不	不	不審	不審ﾝの残るにと			1								上上上上上××××	HHH	13下法住62-5素声		ふしん
60-028-01	平曲譜本	6779	3641	審	審	不審	不審ﾝの残るにと			2								上上上上上××××	HHH	13下法住62-5素声		ふしん
60-028-01	平曲譜本	6780	3642	不	不	不審	不審を			1								上上上コ	HHH	1下土佐3-4口説		ふしん
60-028-01	平曲譜本	6781	3642	審	審	不審	不審を			2								上上上コ	HHH	1下土佐3-4口説		ふしん
60-028-01	平曲譜本	6782	3643	不	不	不信	不信第゛一の			1								上上上×上×××	HHH	読上康頼4-5白声		ふしん
60-028-01	平曲譜本	6783	3643	信	信	不信	不信第゛一の			2								上上上×上×××	HHH	読上康頼4-5白声		ふしん
60-028-01	平曲譜本	6784	3644	風	風	風情	風情〈ﾌｾﾞｲ〉			1								コ××	HLL	13下法住8-4口説		ふぜい
60-028-01	平曲譜本	6785	3644	情	情	風情	風情〈ﾌｾﾞｲ〉			2								コ××	HLL	13下法住8-4口説		ふぜい
60-028-01	平曲譜本	6786	3645	風	風	風情	染ﾒ物ﾉ風〈ﾌ〉情゛ｲの			1								上上上コ××××	HLL	15上三日34-3口説		ふぜい
60-028-01	平曲譜本	6787	3645	情	情	風情	染ﾒ物ﾉ風〈ﾌ〉情゛ｲの			2								上上上コ××××	HLL	15上三日34-3口説		ふぜい
60-028-01	平曲譜本	6788	3646	無	無	無勢	無゛勢たるに			1								上×××××	HLL	9上神輿7-1素声		ぶぜい
60-028-01	平曲譜本	6789	3646	勢	勢	無勢	無゛勢たるに			2								上×××××	HLL	9上神輿7-1素声		ぶぜい
60-028-01	平曲譜本	6790	3647	無	無	無勢	無゛勢に			1								コ×××	HLL	9上神輿11-2口説		ぶぜい
60-028-01	平曲譜本	6791	3647	勢	勢	無勢	無゛勢に			2								コ×××	HLL	9上神輿11-2口説		ぶぜい
60-028-01	平曲譜本	6792	3648	不	不	不肖	不肖なるに			1								上×××××	HLL	14下盛最10-2口説		ふせう
60-028-01	平曲譜本	6793	3648	肖	肖	不肖	不肖なるに			2								上×××××	HLL	14下盛最10-2口説		ふせう
60-028-01	平曲譜本	6794	3649	不	不	不肖	不肖なれども			1								上××××××	HLL	14下盛最13-1白声		ふせう
60-028-01	平曲譜本	6795	3649	肖	肖	不肖	不肖なれども			2								上××××××	HLL	14下盛最13-1白声		ふせう
60-028-01	平曲譜本	6796	3650	不	不	不足	不足			1								上上上	HHH	6下嗣信17-3白声		ふそく
60-028-01	平曲譜本	6797	3650	足	足	不足	不足			2								上上上	HHH	6下嗣信17-3白声		ふそく
60-028-01	平曲譜本	6798	3651	不	不	不足	不足			1								上上コ	HHH	10上鹿谷21-5口説		ふそく
60-028-01	平曲譜本	6799	3651	足	足	不足	不足			2								上上コ	HHH	10上鹿谷21-5口説		ふそく
60-028-01	平曲譜本	6800	3652	風	風	風俗	風〈ﾌ〉俗〈ｿﾞ〉ｸし			1								コ×××	HLL	3上徳大13-5口説		ふぞく
60-028-01	平曲譜本	6801	3652	俗	俗	風俗	風〈ﾌ〉俗〈ｿﾞ〉ｸし			2								コ×××	HLL	3上徳大13-5口説		ふぞく
60-028-01	平曲譜本	6802	3653	風	風	風俗	風〈ﾌ〉俗゛ｸし			1								コ×××	HLL	9上文流2-1口説		ふぞく
60-028-01	平曲譜本	6803	3653	俗	俗	風俗	風〈ﾌ〉俗゛ｸし			2								コ×××	HLL	9上文流2-1口説		ふぞく
60-028-01	平曲譜本	6804	3654	不	不	不退	不退ｲの			1								上×××	HLL	7下惟水15-3白声		ふたい
60-028-01	平曲譜本	6805	3654	退	退	不退	不退ｲの			2								上×××	HLL	7下惟水15-3白声		ふたい
60-028-01	平曲譜本	6806	3655	不	不	不退	不退ｲの			1								コ×××	HLL	8下戒文23-2口説		ふたい
60-028-01	平曲譜本	6807	3655	退	退	不退	不退ｲの			2								コ×××	HLL	8下戒文23-2口説		ふたい
60-028-01	平曲譜本	6808	3656	扶	扶	扶持	扶持すべきものゝ			1								上××××―	HL	8下惟落22-2白声		ふち
60-028-01	平曲譜本	6809	3656	持	持	扶持	扶持すべきものゝ			2								上××××―	HL	8下惟落22-2白声		ふち
60-028-01	平曲譜本	6810	3657	不	不	不忠	不忠			1								上中上	HLL	5下判官5-1折声		ふちう
60-028-01	平曲譜本	6811	3657	忠	忠	不忠	不忠			2								上中上	HLL	5下判官5-1折声		ふちう
60-028-01	平曲譜本	6812	3658	不	不	不忠	不忠			1								上××	HLL	1下土佐12-3口説		ふちう
60-028-01	平曲譜本	6813	3658	忠	忠	不忠	不忠			2								上××	HLL	1下土佐12-3口説		ふちう
60-028-01	平曲譜本	6814	3659	不	不	不忠	不忠			1								上××	HLL	2上蘇武19-3口説		ふちう
60-028-01	平曲譜本	6815	3659	忠	忠	不忠	不忠			2								上××	HLL	2上蘇武19-3口説		ふちう
60-028-01	平曲譜本	6816	3660	不	不	不忠	不忠			1								上××	HLL	2上蘇武19-5口説		ふちう
60-028-01	平曲譜本	6817	3660	忠	忠	不忠	不忠			2								上××	HLL	2上蘇武19-5口説		ふちう
60-028-01	平曲譜本	6818	3661	不	不	不忠	不忠なるものぞかし			1								上××××―	HLL	2上蘇武18-2口説		ふちう
60-028-01	平曲譜本	6819	3661	忠	忠	不忠	不忠なるものぞかし			2								上××××―	HLL	2上蘇武18-2口説		ふちう
60-028-01	平曲譜本	6820	3662	不	不	不忠	不忠を			1								上×××	HLL	読下平連2-2口説		ふちう
60-028-01	平曲譜本	6821	3662	忠	忠	不忠	不忠を			2								上×××	HLL	読下平連2-2口説		ふちう
60-028-01	平曲譜本	6822	3663	佛	仏	佛	佛[ﾉﾑ]			1								コ×	HL	12上許文9-1口説		ぶつ
60-028-01	平曲譜本	6823	3664	普	普	普通	普〈ﾌ〉通ｳには			1								上中中中中	HLL	5下千寿31-5指声		ふつう
60-028-01	平曲譜本	6824	3664	通	通	普通	普〈ﾌ〉通ｳには			2								上中中中中	HLL	5下千寿31-5指声		ふつう
60-028-01	平曲譜本	6825	3665	普	普	普通	普通には			1								上××××	HLL	8下能登27-1白声		ふつう
60-028-01	平曲譜本	6826	3665	通	通	普通	普通には			2								上××××	HLL	8下能登27-1白声		ふつう
60-028-01	平曲譜本	6827	3666	普	普	普通	普通には			1								コ××××	HLL	5下逆櫓25-5口説		ふつう
60-028-01	平曲譜本	6828	3666	通	通	普通	普通には			2								コ××××	HLL	5下逆櫓25-5口説		ふつう
60-028-01	平曲譜本	6829	3667	富	富	富貴	冨[ﾂﾒ]貴と			1								××上×	LHH～LLH	7上烽火8-3口説		ふっき
60-028-01	平曲譜本	6830	3667	貴	貴	富貴	冨[ﾂﾒ]貴と			2								××上×	LHH～LLH	7上烽火8-3口説		ふっき
60-028-01	平曲譜本	6831	3668	富	富	富貴	冨[ﾂﾒ]貴の家には			1								中中上上上中上上	LHH～LLH	7上烽火9-2折声		ふっき
60-028-01	平曲譜本	6832	3668	貴	貴	富貴	冨[ﾂﾒ]貴の家には			2								中中上上上中上上	LHH～LLH	7上烽火9-2折声		ふっき
60-028-01	平曲譜本	6833	3669	佛	仏	佛寺	佛[ﾉﾑ]寺は			1								上コ××	HHL	12上御産7-2口説		ぶつじ
60-028-01	平曲譜本	6834	3669	寺	寺	佛寺	佛[ﾉﾑ]寺は			2								上コ××	HHL	12上御産7-2口説		ぶつじ
60-028-01	平曲譜本	6835	3670	佛	仏	佛事	佛[ﾉﾑ]事			1								上上×	HHL	8上冨士15-1素声		ぶつじ
60-028-01	平曲譜本	6836	3670	事	事	佛事	佛[ﾉﾑ]事			2								上上×	HHL	8上冨士15-1素声		ぶつじ
60-028-01	平曲譜本	6837	3671	佛	仏	佛事	佛[ﾉﾑ]事			1								上上×	HHL	揃物三草15-4口説		ぶつじ
60-028-01	平曲譜本	6838	3671	事	事	佛事	佛[ﾉﾑ]事			2								上上×	HHL	揃物三草15-4口説		ぶつじ
