資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名	仮名型	反切	類音注	節博士	その他	出現位置	備考	推定語形
60-028-01	平曲譜本	5225	2814	内	内	内裏	内裏より			1								上上上中上	HHH	4上小督33-1折声		だいり
60-028-01	平曲譜本	5226	2814	裏	裏	内裏	内裏より			2								上上上中上	HHH	4上小督33-1折声		だいり
60-028-01	平曲譜本	5227	2815	内	内	内裏	内裏より			1								上上上××	HHH	4上小督35-1素声		だいり
60-028-01	平曲譜本	5228	2815	裏	裏	内裏	内裏より			2								上上上××	HHH	4上小督35-1素声		だいり
60-028-01	平曲譜本	5229	2816	内	内	内裏	内裏より			1								上上コア×	HHH	五句城南2-4シ口		だいり
60-028-01	平曲譜本	5230	2816	裏	裏	内裏	内裏より			2								上上コア×	HHH	五句城南2-4シ口		だいり
60-028-01	平曲譜本	5231	2817	黨	党	黨	党も			1								上××	HL	14上樋口6-3素声		たう
60-028-01	平曲譜本	5232	2818	堂	堂	堂下	堂[ｽ]下			1								上××	HLL	12上御産25-4素声		たうか
60-028-01	平曲譜本	5233	2818	下	下	堂下	堂[ｽ]下			2								上××	HLL	12上御産25-4素声		たうか
60-028-01	平曲譜本	5234	2819	當	当	當家	当家			1								上××	HLL	5上燈籠2-5口説		たうけ
60-028-01	平曲譜本	5235	2819	家	家	當家	当家			2								上××	HLL	5上燈籠2-5口説		たうけ
60-028-01	平曲譜本	5236	2820	當	当	當家	当家			1								上××	HLL	7上廻文2-2口説		たうけ
60-028-01	平曲譜本	5237	2820	家	家	當家	当家			2								上××	HLL	7上廻文2-2口説		たうけ
60-028-01	平曲譜本	5238	2821	當	当	當家	当家			1								上××	HLL	7上廻文11下西光		たうけ
60-028-01	平曲譜本	5239	2821	家	家	當家	当家			2								上××	HLL	7上廻文11下西光		たうけ
60-028-01	平曲譜本	5240	2822	當	当	當家	当家			1								上××	HLL	7上廻文17-3口説		たうけ
60-028-01	平曲譜本	5241	2822	家	家	當家	当家			2								上××	HLL	7上廻文17-3口説		たうけ
60-028-01	平曲譜本	5242	2823	當	当	當家	当家			1								上××	HLL	7上廻文24-3口説		たうけ
60-028-01	平曲譜本	5243	2823	家	家	當家	当家			2								上××	HLL	7上廻文24-3口説		たうけ
60-028-01	平曲譜本	5244	2824	當	当	當家	当家			1								上××	HLL	12下経嶋10-5口説		たうけ
60-028-01	平曲譜本	5245	2824	家	家	當家	当家			2								上××	HLL	12下経嶋10-5口説		たうけ
60-028-01	平曲譜本	5246	2825	當	当	當家	当家			1								コ××	HLL	11下西光35-2口説		たうけ
60-028-01	平曲譜本	5247	2825	家	家	當家	当家			2								コ××	HLL	11下西光35-2口説		たうけ
60-028-01	平曲譜本	5248	2826	當	当	當家	当家			1								コ××	HLL	11下西光37-2口説		たうけ
60-028-01	平曲譜本	5249	2826	家	家	當家	当家			2								コ××	HLL	11下西光37-2口説		たうけ
60-028-01	平曲譜本	5250	2827	當	当	當家	当家に			1								上×××	HLL	7上競26-1口説		たうけ
60-028-01	平曲譜本	5251	2827	家	家	當家	当家に			2								上×××	HLL	7上競26-1口説		たうけ
60-028-01	平曲譜本	5252	2828	當	当	當家	当家に			1								上×××	HLL	9下惟出25-4素声		たうけ
60-028-01	平曲譜本	5253	2828	家	家	當家	当家に			2								上×××	HLL	9下惟出25-4素声		たうけ
60-028-01	平曲譜本	5254	2829	當	当	當家	当家に			1								上×××	HLL	揃物朝敵5-4口説		たうけ
60-028-01	平曲譜本	5255	2829	家	家	當家	当家に			2								上×××	HLL	揃物朝敵5-4口説		たうけ
60-028-01	平曲譜本	5256	2830	當	当	當家	当家に			1								コ×××	HLL	１上無文１２－１口説		たうけ
60-028-01	平曲譜本	5257	2830	家	家	當家	当家に			2								コ×××	HLL	１上無文１２－１口説		たうけ
60-028-01	平曲譜本	5258	2831	當	当	當家	当家の			1								上×××	HLL	1上無文5-5口説		たうけ
60-028-01	平曲譜本	5259	2831	家	家	當家	当家の			2								上×××	HLL	1上無文5-5口説		たうけ
60-028-01	平曲譜本	5260	2832	當	当	當家	当家の			1								上×××	HLL	3下忠落5-2白声		たうけ
60-028-01	平曲譜本	5261	2832	家	家	當家	当家の			2								上×××	HLL	3下忠落5-2白声		たうけ
60-028-01	平曲譜本	5262	2833	當	当	當家	当家の			1								上×××	HLL	11下小教5-5口説		たうけ
60-028-01	平曲譜本	5263	2833	家	家	當家	当家の			2								上×××	HLL	11下小教5-5口説		たうけ
60-028-01	平曲譜本	5264	2834	當	当	當家	当家の			1								上×××	HLL	11下小教37-3口説		たうけ
60-028-01	平曲譜本	5265	2834	家	家	當家	当家の			2								上×××	HLL	11下小教37-3口説		たうけ
60-028-01	平曲譜本	5266	2835	當	当	當家	当家の			1								上×××	HLL	11下西光14-1素声		たうけ
60-028-01	平曲譜本	5267	2835	家	家	當家	当家の			2								上×××	HLL	11下西光14-1素声		たうけ
60-028-01	平曲譜本	5268	2836	當	当	當家	当家の			1								上×××	HLL	読下平連2-1口説		たうけ
60-028-01	平曲譜本	5269	2836	家	家	當家	当家の			2								上×××	HLL	読下平連2-1口説		たうけ
60-028-01	平曲譜本	5270	2837	當	当	當家	当家の			1								コ×××	HLL	8上法印17-3口説		たうけ
60-028-01	平曲譜本	5271	2837	家	家	當家	当家の			2								コ×××	HLL	8上法印17-3口説		たうけ
60-028-01	平曲譜本	5272	2838	當	当	當家	当家は			1								上中上上	HLL	1上無文4-4折声		たうけ
60-028-01	平曲譜本	5273	2838	家	家	當家	当家は			2								上中上上	HLL	1上無文4-4折声		たうけ
60-028-01	平曲譜本	5274	2839	當	当	當家	当家は			1								上中上上	HLL	5下千寿6-3折声		たうけ
60-028-01	平曲譜本	5275	2839	家	家	當家	当家は			2								上中上上	HLL	5下千寿6-3折声		たうけ
60-028-01	平曲譜本	5276	2840	當	当	當家	当家は			1								上×××	HLL	9下太宰8-2素声		たうけ
60-028-01	平曲譜本	5277	2840	家	家	當家	当家は			2								上×××	HLL	9下太宰8-2素声		たうけ
60-028-01	平曲譜本	5278	2841	當	当	當家	当家は			1								上×××	HLL	12下道逝18-4口説		たうけ
60-028-01	平曲譜本	5279	2841	家	家	當家	当家は			2								上×××	HLL	12下道逝18-4口説		たうけ
60-028-01	平曲譜本	5280	2842	當	当	當家	当家は			1								上×××	HLL	読下平連1-5口説		たうけ
60-028-01	平曲譜本	5281	2842	家	家	當家	当家は			2								上×××	HLL	読下平連1-5口説		たうけ
60-028-01	平曲譜本	5282	2843	當	当	當座	当座に			1								上上××	HHL	4下内侍11-2素声		たうざ
60-028-01	平曲譜本	5283	2843	座	座	當座	当座に			2								上上××	HHL	4下内侍11-2素声		たうざ
60-028-01	平曲譜本	5284	2844	當	当	當座	当座に			1								上上××	HHL	9上文流16-2白声		たうざ
60-028-01	平曲譜本	5285	2844	座	座	當座	当座に			2								上上××	HHL	9上文流16-2白声		たうざ
60-028-01	平曲譜本	5286	2845	當	当	當座	当座゛に			1								上上××	HHL	4下内侍2-4口説		たうざ
60-028-01	平曲譜本	5287	2845	座	座	當座	当座゛に			2								上上××	HHL	4下内侍2-4口説		たうざ
60-028-01	平曲譜本	5288	2846	當	当	當時	当時			1								上××	HLL	6上洲胯9-5口説		たうじ
60-028-01	平曲譜本	5289	2846	時	時	當時	当時			2								上××	HLL	6上洲胯9-5口説		たうじ
60-028-01	平曲譜本	5290	2847	當	当	當時	当時			1								上××	HLL	7下猫間2-2口説		たうじ
60-028-01	平曲譜本	5291	2847	時	時	當時	当時			2								上××	HLL	7下猫間2-2口説		たうじ
60-028-01	平曲譜本	5292	2848	當	当	當時	当時			1								上××	HLL	7下猫間10下忠最		たうじ
60-028-01	平曲譜本	5293	2848	時	時	當時	当時			2								上××	HLL	7下猫間10下忠最		たうじ
60-028-01	平曲譜本	5294	2849	當	当	當時	当時			1								上××	HLL	7下猫間4-1口説		たうじ
60-028-01	平曲譜本	5295	2849	時	時	當時	当時			2								上××	HLL	7下猫間4-1口説		たうじ
60-028-01	平曲譜本	5296	2850	當	当	當時	当時			1								上××	HLL	10下六乞58-4口説		たうじ
60-028-01	平曲譜本	5297	2850	時	時	當時	当時			2								上××	HLL	10下六乞58-4口説		たうじ
60-028-01	平曲譜本	5298	2851	當	当	當時	当時			1								上××	HLL	11上妓王11-5口説		たうじ
60-028-01	平曲譜本	5299	2851	時	時	當時	当時			2								上××	HLL	11上妓王11-5口説		たうじ
60-028-01	平曲譜本	5300	2852	當	当	當時	当時			1								上××	HLL	11下小教26-5口説		たうじ
60-028-01	平曲譜本	5301	2852	時	時	當時	当時			2								上××	HLL	11下小教26-5口説		たうじ
60-028-01	平曲譜本	5302	2853	當	当	當時	当時			1								上××	HLL	12上行隆7-3口説		たうじ
60-028-01	平曲譜本	5303	2853	時	時	當時	当時			2								上××	HLL	12上行隆7-3口説		たうじ
60-028-01	平曲譜本	5304	2854	當	当	當時	当時゛			1								上××	HLL	1下土佐8-3口説		たうじ
60-028-01	平曲譜本	5305	2854	時	時	當時	当時゛			2								上××	HLL	1下土佐8-3口説		たうじ
60-028-01	平曲譜本	5306	2855	當	当	當時	当時゛			1								上××	HLL	2下征夷16-5白声		たうじ
60-028-01	平曲譜本	5307	2855	時	時	當時	当時゛			2								上××	HLL	2下征夷16-5白声		たうじ
60-028-01	平曲譜本	5308	2856	當	当	當時	当時゛			1								上××	HLL	2下征夷11上妓王		たうじ
60-028-01	平曲譜本	5309	2856	時	時	當時	当時゛			2								上××	HLL	2下征夷11上妓王		たうじ
60-028-01	平曲譜本	5310	2857	當	当	當時	当時゛			1								上××	HLL	2下征夷10-4素声		たうじ
60-028-01	平曲譜本	5311	2857	時	時	當時	当時゛			2								上××	HLL	2下征夷10-4素声		たうじ
60-028-01	平曲譜本	5312	2858	當	当	當時	当時゛の			1								コ×××	HLL	読上願書9-5口説		たうじ
60-028-01	平曲譜本	5313	2858	時	時	當時	当時゛の			2								コ×××	HLL	読上願書9-5口説		たうじ
60-028-01	平曲譜本	5314	2859	當	当	當時	当時゛の			1								上ｶｹ×シ	HLL	9下惟出16-3下ゲ		たうじ
60-028-01	平曲譜本	5315	2859	時	時	當時	当時゛の			2								上ｶｹ×シ	HLL	9下惟出16-3下ゲ		たうじ
60-028-01	平曲譜本	5316	2860	當	当	當時	当時は			1								上×××	HLL	4上信連19-1素声		たうじ
60-028-01	平曲譜本	5317	2860	時	時	當時	当時は			2								上×××	HLL	4上信連19-1素声		たうじ
60-028-01	平曲譜本	5318	2861	當	当	當時	当時は			1								上×××	HLL	4上信連33-5素声		たうじ
60-028-01	平曲譜本	5319	2861	時	時	當時	当時は			2								上×××	HLL	4上信連33-5素声		たうじ
60-028-01	平曲譜本	5320	2862	當	当	當時	当時は			1								上×××	HLL	4下那都6-4素声		たうじ
60-028-01	平曲譜本	5321	2862	時	時	當時	当時は			2								上×××	HLL	4下那都6-4素声		たうじ
60-028-01	平曲譜本	5322	2863	當	当	當時	当時は			1								上×××	HLL	8下六斬2-1口説		たうじ
60-028-01	平曲譜本	5323	2863	時	時	當時	当時は			2								上×××	HLL	8下六斬2-1口説		たうじ
60-028-01	平曲譜本	5324	2864	當	当	當時	当時は			1								上×××	HLL	14下盛最10-3口説		たうじ
60-028-01	平曲譜本	5325	2864	時	時	當時	当時は			2								上×××	HLL	14下盛最10-3口説		たうじ
60-028-01	平曲譜本	5326	2865	當	当	當時	当時は			1								上×××	HLL	読下木牒2-3口説		たうじ
60-028-01	平曲譜本	5327	2865	時	時	當時	当時は			2								上×××	HLL	読下木牒2-3口説		たうじ
60-028-01	平曲譜本	5328	2866	當	当	當時	当時は			1								上×××	HLL	読下伊豆15-4白声		たうじ
60-028-01	平曲譜本	5329	2866	時	時	當時	当時は			2								上×××	HLL	読下伊豆15-4白声		たうじ
60-028-01	平曲譜本	5330	2867	當	当	當時	当時は			1								コ×××	HLL	12上行隆2-5口説		たうじ
60-028-01	平曲譜本	5331	2867	時	時	當時	当時は			2								コ×××	HLL	12上行隆2-5口説		たうじ
60-028-01	平曲譜本	5332	2868	當	当	當時	当時は			1								コ×××	HLL	読下伊豆10-5口説		たうじ
60-028-01	平曲譜本	5333	2868	時	時	當時	当時は			2								コ×××	HLL	読下伊豆10-5口説		たうじ
60-028-01	平曲譜本	5334	2869	當	当	當時	当時゛は			1								上×××	HLL	2下征夷16-1白声		たうじ
60-028-01	平曲譜本	5335	2869	時	時	當時	当時゛は			2								上×××	HLL	2下征夷16-1白声		たうじ
60-028-01	平曲譜本	5336	2870	導	導	導師	導師には			1								コ××××	HLL	1上厳還2-1口説		だうし
60-028-01	平曲譜本	5337	2870	師	師	導師	導師には			2								コ××××	HLL	1上厳還2-1口説		だうし
60-028-01	平曲譜本	5338	2871	導	導	導師	導師には			1								コ××××	HLL	11上願立14-3口説		だうし
60-028-01	平曲譜本	5339	2871	師	師	導師	導師には			2								コ××××	HLL	11上願立14-3口説		だうし
60-028-01	平曲譜本	5340	2872	導	導	導師	導゛師には			1								上××××	HLL	五句元肪10-4素声		だうし
60-028-01	平曲譜本	5341	2872	師	師	導師	導゛師には			2								上××××	HLL	五句元肪10-4素声		だうし
60-028-01	平曲譜本	5342	2873	當	当	當社	当社			1								上××	HLL	15下志渡23-5口説		たうしゃ
60-028-01	平曲譜本	5343	2873	社	社	當社	当社			2								上××	HLL	15下志渡23-5口説		たうしゃ
60-028-01	平曲譜本	5344	2874	當	当	當社	当社			1								コ××	HLL	1上無文4-2口説		たうしゃ
60-028-01	平曲譜本	5345	2874	社	社	當社	当社			2								コ××	HLL	1上無文4-2口説		たうしゃ
60-028-01	平曲譜本	5346	2875	當	当	當社	当社に			1								上×××	HLL	10上鹿谷13-5口説		たうしゃ
60-028-01	平曲譜本	5347	2875	社	社	當社	当社に			2								上×××	HLL	10上鹿谷13-5口説		たうしゃ
60-028-01	平曲譜本	5348	2876	堂	堂	堂上	堂[ｽ]上			1								上×××	HLLL	12上御産25-3素声		たうしゃう
60-028-01	平曲譜本	5349	2876	上	上	堂上	堂[ｽ]上			2								上×××	HLLL	12上御産25-3素声		たうしゃう
60-028-01	平曲譜本	5350	2877	堂	堂	堂衆	堂゛衆゛			1								×上×	LHL	10上山滅5-4素声		だうじゅ
60-028-01	平曲譜本	5351	2877	衆	衆	堂衆	堂゛衆゛			2								×上×	LHL	10上山滅5-4素声		だうじゅ
60-028-01	平曲譜本	5352	2878	堂	堂	堂衆	堂゛衆゛と			1								×上××	LHL	10上山滅6-3素声		だうじゅ
60-028-01	平曲譜本	5353	2878	衆	衆	堂衆	堂゛衆゛と			2								×上××	LHL	10上山滅6-3素声		だうじゅ
60-028-01	平曲譜本	5354	2879	堂	堂	堂衆	堂衆゛の			1								×コ××	LHL	8上橋合11-4口説		だうじゅ
60-028-01	平曲譜本	5355	2879	衆	衆	堂衆	堂衆゛の			2								×コ××	LHL	8上橋合11-4口説		だうじゅ
60-028-01	平曲譜本	5356	2880	堂	堂	堂衆	堂衆゛の			1								×コ××	LHL	8上橋合13-4口説		だうじゅ
60-028-01	平曲譜本	5357	2880	衆	衆	堂衆	堂衆゛の			2								×コ××	LHL	8上橋合13-4口説		だうじゅ
60-028-01	平曲譜本	5358	2881	唐	唐	唐人	唐人゛ﾝが			1								上上×××	HHLL	五句元肪12-5白声		たうじん
60-028-01	平曲譜本	5359	2881	人	人	唐人	唐人゛ﾝが			2								上上×××	HHLL	五句元肪12-5白声		たうじん
60-028-01	平曲譜本	5360	2882	唐	唐	唐船	唐ｳ船に			1								上上コ××	HHHL	3下先帝3-2口説		たうせん
60-028-01	平曲譜本	5361	2882	船	船	唐船	唐ｳ船に			2								上上コ××	HHHL	3下先帝3-2口説		たうせん
60-028-01	平曲譜本	5362	2883	唐	唐	唐船	唐船には			1								上上コ×××	HHHL	3下先帝4-1口説		たうせん
60-028-01	平曲譜本	5363	2883	船	船	唐船	唐船には			2								上上コ×××	HHHL	3下先帝4-1口説		たうせん
60-028-01	平曲譜本	5364	2884	唐	唐	唐船	唐船を			1								上上コ××	HHHL	3下先帝3-3口説		たうせん
60-028-01	平曲譜本	5365	2884	船	船	唐船	唐船を			2								上上コ××	HHHL	3下先帝3-3口説		たうせん
60-028-01	平曲譜本	5366	2885	他	他	他家	他家の人も			1								上上上上××	HX	12上許文7-5素声		たけ
60-028-01	平曲譜本	5367	2885	家	家	他家	他家の人も			2								上上上上××	HX	12上許文7-5素声		たけ
60-028-01	平曲譜本	5368	2886	他	他	他國	他国			1								上上上	HHH	間物新都2-3口説		たこく
60-028-01	平曲譜本	5369	2886	國	国	他國	他国			2								上上上	HHH	間物新都2-3口説		たこく
60-028-01	平曲譜本	5370	2887	他	他	他國	他国			1								上上上	HHH	間物新都4-4口説		たこく
60-028-01	平曲譜本	5371	2887	國	国	他國	他国			2								上上上	HHH	間物新都4-4口説		たこく
60-028-01	平曲譜本	5372	2888	他	他	他國	他国へ			1								上上コ×	HHH	五句都遷31-4口説		たこく
60-028-01	平曲譜本	5373	2888	國	国	他國	他国へ			2								上上コ×	HHH	五句都遷31-4口説		たこく
60-028-01	平曲譜本	5374	2889	他	他	他國	他国へ			1								上上コ×	HHH	間物新都3-3口説		たこく
60-028-01	平曲譜本	5375	2889	國	国	他國	他国へ			2								上上コ×	HHH	間物新都3-3口説		たこく
60-028-01	平曲譜本	5376	2890	他	他	他生	他生の縁			1								上上上コ××	HXX	5下福原3-1口説		たしゃう
60-028-01	平曲譜本	5377	2890	生	生	他生	他生の縁			2								上上上コ××	HXX	5下福原3-1口説		たしゃう
60-028-01	平曲譜本	5378	2891	他	他	他所	他所へ			1								上××	HL	6下大震12-1口説		たしょ
60-028-01	平曲譜本	5379	2891	所	所	他所	他所へ			2								上××	HL	6下大震12-1口説		たしょ
60-028-01	平曲譜本	5380	2892	他	他	他所	他所へ			1								上××	HL	13下法住35-3口説		たしょ
60-028-01	平曲譜本	5381	2892	所	所	他所	他所へ			2								上××	HL	13下法住35-3口説		たしょ
60-028-01	平曲譜本	5382	2893	他	他	他所	他所へ			1								上××	HL	炎上内裏6-3白声		たしょ
60-028-01	平曲譜本	5383	2893	所	所	他所	他所へ			2								上××	HL	炎上内裏6-3白声		たしょ
60-028-01	平曲譜本	5384	2894	他	他	他所	他所へ			1								コ××	HL	間物新都2-4口説		たしょ
60-028-01	平曲譜本	5385	2894	所	所	他所	他所へ			2								コ××	HL	間物新都2-4口説		たしょ
60-028-01	平曲譜本	5386	2895	他	他	他所	他所へ			1								コ××	HL	間物新都4-4口説		たしょ
60-028-01	平曲譜本	5387	2895	所	所	他所	他所へ			2								コ××	HL	間物新都4-4口説		たしょ
60-028-01	平曲譜本	5388	2896	多	多	多少	多少に			1								コ×××	HLL	読上願書1-4口説		たせう
60-028-01	平曲譜本	5389	2896	少	少	多少	多少に			2								コ×××	HLL	読上願書1-4口説		たせう
60-028-01	平曲譜本	5390	2897	多	多	多少	多少には			1								上××××	HLL	8上冨士17-3素声		たせう
60-028-01	平曲譜本	5391	2897	少	少	多少	多少には			2								上××××	HLL	8上冨士17-3素声		たせう
60-028-01	平曲譜本	5392	2898	達	達	達者	達[ﾂﾒ]者かなとて			1								上上上上×××	HHH	2上鵺23-5白声		たっしゃ
60-028-01	平曲譜本	5393	2898	者	者	達者	達[ﾂﾒ]者かなとて			2								上上上上×××	HHH	2上鵺23-5白声		たっしゃ
60-028-01	平曲譜本	5394	2899	他	他	他人	他人の前は			1								上上上上×××	HXX	11下西光39-3素声		たにん
60-028-01	平曲譜本	5395	2899	人	人	他人	他人の前は			2								上上上上×××	HXX	11下西光39-3素声		たにん
60-028-01	平曲譜本	5396	2900	多	多	多年	多年			1								上××	HLL	10上慈心2-1口説		たねん
60-028-01	平曲譜本	5397	2900	年	年	多年	多年			2								上××	HLL	10上慈心2-1口説		たねん
60-028-01	平曲譜本	5398	2901	塔	塔	塔	塔を			1								上××	HL	7下惟水18-2白声		たふ
60-028-01	平曲譜本	5399	2902	答	答	答	答〈ﾄｳ〉の矢を			1								上上上上×	HX	5下二魁24-3素声		たふ
60-028-01	平曲譜本	5400	2903	太	太	太郎	太郎			1								上××	HLL	1下那須6-3白声		たらう
60-028-01	平曲譜本	5401	2903	郎	郎	太郎	太郎			2								上××	HLL	1下那須6-3白声		たらう
60-028-01	平曲譜本	5402	2904	太	太	太郎	太郎			1								上××	HLL	8上飛脚4-4素声		たらう
60-028-01	平曲譜本	5403	2904	郎	郎	太郎	太郎			2								上××	HLL	8上飛脚4-4素声		たらう
60-028-01	平曲譜本	5404	2905	太	太	太郎	太郎			1								上××	HLL	8下能登26-2白声		たらう
60-028-01	平曲譜本	5405	2905	郎	郎	太郎	太郎			2								上××	HLL	8下能登26-2白声		たらう
60-028-01	平曲譜本	5406	2906	太	太	太郎	太郎			1								上××	HLL	12下横田24-2素声		たらう
60-028-01	平曲譜本	5407	2906	郎	郎	太郎	太郎			2								上××	HLL	12下横田24-2素声		たらう
60-028-01	平曲譜本	5408	2907	太	太	太郎	太郎			1								上××	HLL	14上河原19-2素声		たらう
60-028-01	平曲譜本	5409	2907	郎	郎	太郎	太郎			2								上××	HLL	14上河原19-2素声		たらう
60-028-01	平曲譜本	5410	2908	太	太	太郎	太郎			1								コ××	HLL	5上喘涸1-2口説		たらう
60-028-01	平曲譜本	5411	2908	郎	郎	太郎	太郎			2								コ××	HLL	5上喘涸1-2口説		たらう
60-028-01	平曲譜本	5412	2909	太	太	太郎	太郎			1								コ××	HLL	5下二魁2-3口説		たらう
60-028-01	平曲譜本	5413	2909	郎	郎	太郎	太郎			2								コ××	HLL	5下二魁2-3口説		たらう
60-028-01	平曲譜本	5414	2910	太	太	太郎	太郎			1								コ××	HLL	5下二魁2-4口説		たらう
60-028-01	平曲譜本	5415	2910	郎	郎	太郎	太郎			2								コ××	HLL	5下二魁2-4口説		たらう
60-028-01	平曲譜本	5416	2911	太	太	太郎	太郎			1								コ××	HLL	5下逆櫓29-2口説		たらう
60-028-01	平曲譜本	5417	2911	郎	郎	太郎	太郎			2								コ××	HLL	5下逆櫓29-2口説		たらう
60-028-01	平曲譜本	5418	2912	太	太	太郎	太郎			1								コ××	HLL	7下濱軍3-3口説		たらう
60-028-01	平曲譜本	5419	2912	郎	郎	太郎	太郎			2								コ××	HLL	7下濱軍3-3口説		たらう
60-028-01	平曲譜本	5420	2913	太	太	太郎	太郎			1								コ××	HLL	8上飛脚3-1口説		たらう
60-028-01	平曲譜本	5421	2913	郎	郎	太郎	太郎			2								コ××	HLL	8上飛脚3-1口説		たらう
60-028-01	平曲譜本	5422	2914	太	太	太郎	太郎			1								コ××	HLL	9上阿古13-2口説		たらう
60-028-01	平曲譜本	5423	2914	郎	郎	太郎	太郎			2								コ××	HLL	9上阿古13-2口説		たらう
60-028-01	平曲譜本	5424	2915	太	太	太郎	太郎が			1								コ×××	HLL	8上冨士6-1口説		たらう
60-028-01	平曲譜本	5425	2915	郎	郎	太郎	太郎が			2								コ×××	HLL	8上冨士6-1口説		たらう
60-028-01	平曲譜本	5426	2916	太	太	太郎	太郎と			1								コ×××	HLL	7上廻文11-4口説		たらう
60-028-01	平曲譜本	5427	2916	郎	郎	太郎	太郎と			2								コ×××	HLL	7上廻文11-4口説		たらう
60-028-01	平曲譜本	5428	2917	太	太	太郎	太郎に			1								コ×××	HLL	13下瀬尾28-5口説		たらう
60-028-01	平曲譜本	5429	2917	郎	郎	太郎	太郎に			2								コ×××	HLL	13下瀬尾28-5口説		たらう
60-028-01	平曲譜本	5430	2918	太	太	太郎	太郎は			1								コ×××	HLL	13下瀬尾25-4口説		たらう
60-028-01	平曲譜本	5431	2918	郎	郎	太郎	太郎は			2								コ×××	HLL	13下瀬尾25-4口説		たらう
60-028-01	平曲譜本	5432	2919	太	太	太郎	太郎は			1								コ×××	HLL	13下瀬尾28-1口説		たらう
60-028-01	平曲譜本	5433	2919	郎	郎	太郎	太郎は			2								コ×××	HLL	13下瀬尾28-1口説		たらう
60-028-01	平曲譜本	5434	2920	太	太	太郎	太郎を			1								上ｶｹ×ツ	HLL	5上喘涸4-1素声		たらう
60-028-01	平曲譜本	5435	2920	郎	郎	太郎	太郎を			2								上ｶｹ×ツ	HLL	5上喘涸4-1素声		たらう
60-028-01	平曲譜本	5436	2921	太	太	太郎	太郎を			1								上ｶｹ×ツ	HLL	13下瀬尾9-1白声		たらう
60-028-01	平曲譜本	5437	2921	郎	郎	太郎	太郎を			2								上ｶｹ×ツ	HLL	13下瀬尾9-1白声		たらう
60-028-01	平曲譜本	5438	2922	壇	壇	壇	壇			1								コ×	HL	3上少還12-4口説		だん
60-028-01	平曲譜本	5439	2923	壇	壇	壇	壇に			1								コ××	HL	7上法遷26-2口説		だん
60-028-01	平曲譜本	5440	2924	壇	壇	壇	壇を			1								上××	HL	3上少還6-4口説		だん
60-028-01	平曲譜本	5441	2925	壇	壇	壇	壇を			1								コ××	HL	10上鹿谷12-2口説		だん
60-028-01	平曲譜本	5442	2926	地	地	地	地に			1								上コ	H	5上感陽3-1口説		ち
60-028-01	平曲譜本	5443	2927	地	地	地	地に			1								上コ	H	10下六乞21-1口説		ち
60-028-01	平曲譜本	5444	2928	地	地	地	地に			1								上コ	H	12上僧死24-3口説		ち
60-028-01	平曲譜本	5445	2929	地	地	地	地に			1								中上	H	4上小督56-4折声		ち
60-028-01	平曲譜本	5446	2930	地	地	地	胡の地に			1								上上××	H	2上蘇武12-1口説		ち
60-028-01	平曲譜本	5447	2931	地	地	地	地[ｽ]の躰〈ﾃｲ〉を			1								上上上上上	H	五句都遷28-1折声		ち
60-028-01	平曲譜本	5448	2932	地	地	地	九条の地を			1								上上上コ××	H	3上新都2-4口説		ち
60-028-01	平曲譜本	5449	2933	忠	忠	忠	忠なれども			1								コ×××××	HL	5上小松35-1口説		ちう
60-028-01	平曲譜本	5450	2934	忠	忠	忠	忠をこそ			1								コ××××	HL	8上法印24-1口説		ちう
60-028-01	平曲譜本	5451	2935	忠	忠	忠	忠をば			1								コ×××	HL	8上法印23-5口説		ちう
60-028-01	平曲譜本	5452	2936	誅	誅	誅	誅			1								上×	HL	4上二后2-2口説		ちう
60-028-01	平曲譜本	5453	2937	誅	誅	誅	誅			1								上×	HL	10上鹿谷22-3口説		ちう
60-028-01	平曲譜本	5454	2938	誅	誅	誅	誅			1								上×	HL	11下小教4-5口説		ちう
60-028-01	平曲譜本	5455	2939	誅	誅	誅	誅			1								上×	HL	11下小教22-4素声		ちう
60-028-01	平曲譜本	5456	2940	誅	誅	誅	誅			1								上×	HL	11下小教32-4素声		ちう
60-028-01	平曲譜本	5457	2941	誅	誅	誅	誅			1								上×	HL	13上聖幸8-1口説		ちう
60-028-01	平曲譜本	5458	2942	誅	誅	誅	誅			1								上×	HL	揃物朝敵5-1白声		ちう
60-028-01	平曲譜本	5459	2943	誅	誅	誅	誅			1								上×	HL	間物文強1-4口説		ちう
60-028-01	平曲譜本	5460	2944	重	重	重科	重科のものを			1								××上上コ××	HHL	4上一行3-5口説		ぢうくゎ
60-028-01	平曲譜本	5461	2944	科	科	重科	重科のものを			2								××上上コ××	HHL	4上一行3-5口説		ぢうくゎ
60-028-01	平曲譜本	5462	2945	重	重	重科	重゛科は			1								上上中上	HHL	2上足摺4-5折声		ぢうくゎ
60-028-01	平曲譜本	5463	2945	科	科	重科	重゛科は			2								上上中上	HHL	2上足摺4-5折声		ぢうくゎ
60-028-01	平曲譜本	5464	2946	重	重	重科	重゛科を			1								上上××	HHL	6上納流3-4口説		ぢうくゎ
60-028-01	平曲譜本	5465	2946	科	科	重科	重゛科を			2								上上××	HHL	6上納流3-4口説		ぢうくゎ
