資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-04	正徳版四座講式	1642	800	威	威	威	威			1		上	上					1		001_021_a_02	
30-026-04	正徳版四座講式	1643	801	菩	菩	菩薩	菩薩			1		上濁	上濁入					1		001_021_a_02	
30-026-04	正徳版四座講式	1644	801	薩	薩	菩薩	菩薩			2		入	上濁入					3		001_021_a_02	
30-026-04	正徳版四座講式	1645	802	聲	声	聲聞	声聞			1		去	去上					5		001_021_a_02	
30-026-04	正徳版四座講式	1646	802	聞	聞	聲聞	声聞			2		上	去上					1		001_021_a_02	
30-026-04	正徳版四座講式	1647	803	悲	悲	悲啼	悲啼			1		上	上平					1		001_021_a_03	
30-026-04	正徳版四座講式	1648	803	啼	啼	悲啼	悲啼			2		平	上平					3		001_021_a_03	
30-026-04	正徳版四座講式	1649	804	瞻	瞻	瞻仰	瞻仰			1		平	平平濁		＊ガウ					001_021_a_03	
30-026-04	正徳版四座講式	1650	804	仰	仰	瞻仰	瞻仰			2		平濁	平平濁	ガウ	＊ガウ					001_021_a_03	
30-026-04	正徳版四座講式	1651	805	啓	啓	啓白	啓白			1		上	上入		＊ヒヤク					001_021_a_04	
30-026-04	正徳版四座講式	1652	805	白	白	啓白	啓白			2		入	上入	ヒヤク	＊ヒヤク					001_021_a_04	
30-026-04	正徳版四座講式	1653	806	心	心	心府	心府			1		去	去平							001_021_a_04	
30-026-04	正徳版四座講式	1654	806	府	府	心府	心府			2		平	去平							001_021_a_04	
30-026-04	正徳版四座講式	1655	807	供	供	供	供ス			1		平	平							001_021_a_04	
30-026-04	正徳版四座講式	1656	808	香	香	香花	香花			1		去	去上					5		001_021_a_04	
30-026-04	正徳版四座講式	1657	808	花	花	香花	香花			2		上	去上					1		001_021_a_04	
30-026-04	正徳版四座講式	1658	809	禽	禽	禽獸	禽獣			1		平	平上濁					2		001_021_a_04	
30-026-04	正徳版四座講式	1659	809	獸	獣	禽獸	禽獣			2		上濁	平上濁					1		001_021_a_04	
30-026-04	正徳版四座講式	1660	810	羅	羅	羅刹	羅刹			1		上	上入					1		001_021_a_05	
30-026-04	正徳版四座講式	1661	810	刹	刹	羅刹	羅刹			2		入	上入					3		001_021_a_05	
30-026-04	正徳版四座講式	1662	811	最	最	最後	最後			1		去	去平濁					5		001_021_a_05	
30-026-04	正徳版四座講式	1663	811	後	後	最後	最後			2		平濁	去平濁					3		001_021_a_05	
30-026-04	正徳版四座講式	1664	812	遺	遺	遺訓	遺訓			1		去	去平					5		001_021_a_05	
30-026-04	正徳版四座講式	1665	812	訓	訓	遺訓	遺訓			2		平	去平					3		001_021_a_05	
30-026-04	正徳版四座講式	1666	813	悲	悲	悲戀	悲恋			1		上	上平					1		001_021_a_05	
30-026-04	正徳版四座講式	1667	813	戀	恋	悲戀	悲恋			2		平	上平					3		001_021_a_05	
30-026-04	正徳版四座講式	1668	814	雙	双	雙林	双林			1		平	平去					2		001_021_b_01	
30-026-04	正徳版四座講式	1669	814	林	林	雙林	双林			2		去	平去					5		001_021_b_01	
30-026-04	正徳版四座講式	1670	815	提	提	提河	提河			1		去濁	去濁上濁					31		001_021_b_01	
30-026-04	正徳版四座講式	1671	815	河	河	提河	提河			2		上濁	去濁上濁					1		001_021_b_01	
30-026-04	正徳版四座講式	1672	816	如	如	如來	如来			1		上	上上					1		001_021_b_01	
30-026-04	正徳版四座講式	1673	816	來	来	如來	如来			2		上	上上					1		001_021_b_01	
30-026-04	正徳版四座講式	1674	817	遺	遺	遺跡	遺跡			1		去	去入軽					31		001_021_b_01	
30-026-04	正徳版四座講式	1675	817	跡	跡	遺跡	遺跡			2		入軽	去入軽					11		001_021_b_01	
30-026-04	正徳版四座講式	1676	818	今	今	今日	今日			1		去	去入		＊ニツ			31		001_021_b_01	
30-026-04	正徳版四座講式	1677	818	日	日	今日	今日			2		入	去入	ニツ	＊ニツ					001_021_b_01	ニツに13の墨譜、「鼻入」の注記
30-026-04	正徳版四座講式	1678	819	法	法	法式	法式			1		入	入入		＊―キ			2		001_021_b_01	
30-026-04	正徳版四座講式	1679	819	式	式	法式	法式			2		入	入入	～キ	＊―キ			2		001_021_b_02	キに3の墨譜
30-026-04	正徳版四座講式	1680	820	耳	耳	耳目	耳目			1		上濁	上濁入軽新濁					1		001_021_b_02	
30-026-04	正徳版四座講式	1681	820	目	目	耳目	耳目			2		入軽新濁	上濁入軽新濁					1		001_021_b_02	
30-026-04	正徳版四座講式	1682	821	哀	哀	哀傷	哀傷			1		上	上平					1		001_021_b_02	
30-026-04	正徳版四座講式	1683	821	傷	傷	哀傷	哀傷			2		平	上平					3		001_021_b_02	
30-026-04	正徳版四座講式	1684	822	涅	涅	涅槃部	涅槃部			1		平	平去平濁					2		001_021_b_02	
30-026-04	正徳版四座講式	1685	822	槃	槃	涅槃部	涅槃部			2		去	平去平濁					31		001_021_b_02	
30-026-04	正徳版四座講式	1686	822	部	部	涅槃部	涅槃部			3		平濁	平去平濁					3		001_021_b_02	
30-026-04	正徳版四座講式	1687	823	聖	聖	聖教	聖教			1		平	平平新濁					2		001_021_b_02	
30-026-04	正徳版四座講式	1688	823	教	教	聖教	聖教			2		平新濁	平平新濁					3		001_021_b_03	
30-026-04	正徳版四座講式	1689	824	三	三	三水	三水			1		平	平平新濁		＊スイ			2		001_021_b_03	
30-026-04	正徳版四座講式	1690	824	水	水	三水	三水			2		平新濁	平平新濁	スイ	＊スイ					001_021_b_03	スイに32の墨譜
30-026-04	正徳版四座講式	1691	825	篇	篇	篇	篇			1		上	上					1		001_021_b_03	
30-026-04	正徳版四座講式	1692	826	文	文	文字	文字			1		去	去平濁					31		001_021_b_03	
30-026-04	正徳版四座講式	1693	826	字	字	文字	文字			2		平濁	去平濁					3		001_021_b_03	
30-026-04	正徳版四座講式	1694	827	菩	菩	菩薩	菩薩			1		上濁	上濁入					1		001_021_b_03	
30-026-04	正徳版四座講式	1695	827	薩	薩	菩薩	菩薩			2		入	上濁入					3		001_021_b_03	
30-026-04	正徳版四座講式	1696	828	聲	声	聲聞	声聞			1		去	去上					5		001_021_b_03	
30-026-04	正徳版四座講式	1697	828	聞	聞	聲聞	声聞			2		上	去上					1		001_021_b_04	
30-026-04	正徳版四座講式	1698	829	啼	啼	啼哭	啼哭			1		去	去入		＊コク			31		001_021_b_04	
30-026-04	正徳版四座講式	1699	829	哭	哭	啼哭	啼哭			2		入	去入	コク	＊コク					001_021_b_04	コクに33の墨譜
30-026-04	正徳版四座講式	1700	830	鬼	鬼	鬼畜	鬼畜			1		上	上入							001_021_b_04	
30-026-04	正徳版四座講式	1701	830	畜	畜	鬼畜	鬼畜			2		入	上入							001_021_b_04	
30-026-04	正徳版四座講式	1702	831	修	修	修羅	修羅			1		上	上上							001_021_b_04	
30-026-04	正徳版四座講式	1703	831	羅	羅	修羅	修羅			2		上	上上							001_021_b_04	
30-026-04	正徳版四座講式	1704	832	流	流	流涙	流涙			1		上	上平							001_021_b_04	
30-026-04	正徳版四座講式	1705	832	涙	涙	流涙	流涙			2		平	上平							001_021_b_04	
30-026-04	正徳版四座講式	1706	833	三	三	三水	三水			1		去	去上新濁							001_021_b_05	
30-026-04	正徳版四座講式	1707	833	水	水	三水	三水			2		上新濁	去上新濁					11		001_021_b_05	
30-026-04	正徳版四座講式	1708	834	涕	涕	涕涙	涕涙			1		去	去平	テイ	テイ＊			31		001_021_b_05	
30-026-04	正徳版四座講式	1709	834	涙	涙	涕涙	涕涙			2		平	去平		テイ＊			3		001_021_b_05	
30-026-04	正徳版四座講式	1710	835	至	至	至于膝	至于膝			1		平	平上入	シ	シウシツ			2		001_021_b_05	
30-026-04	正徳版四座講式	1711	835	于	于	至于膝	至于膝			2		上	平上入	ウ	シウシツ			1		001_021_b_05	
30-026-04	正徳版四座講式	1712	835	膝	膝	至于膝	至于膝			3		入	平上入	シツ	シウシツ			3		001_021_b_05	
30-026-04	正徳版四座講式	1713	836	周	周	周匝	周匝			1		上	上平					1		001_021_b_05	
30-026-04	正徳版四座講式	1714	836	匝	匝	周匝	周匝			2		平	上平					3		001_021_b_05	
30-026-04	正徳版四座講式	1715	837	五	五	五由旬	五由旬			1		上濁	上濁上上濁					1		001_022_a_01	
30-026-04	正徳版四座講式	1716	837	由	由	五由旬	五由旬			2		上	上濁上上濁					1		001_022_a_01	
30-026-04	正徳版四座講式	1717	837	旬	旬	五由旬	五由旬			3		上濁	上濁上上濁					1		001_022_a_01	
30-026-04	正徳版四座講式	1718	838	涙	涙	涙河	涙河			1		平	平上濁					3		001_022_a_01	
30-026-04	正徳版四座講式	1719	838	河	河	涙河	涙河			2		上濁	平上濁					1		001_022_a_01	
30-026-04	正徳版四座講式	1720	839	篇	篇	篇	篇			1		上	上					1		001_022_a_01	
30-026-04	正徳版四座講式	1721	840	大	大	大衆	大衆			1		平濁	平濁平					3		001_022_a_01	
30-026-04	正徳版四座講式	1722	840	衆	衆	大衆	大衆			2		平	平濁平					2		001_022_a_01	
30-026-04	正徳版四座講式	1723	841	啼	啼	啼哭	啼哭			1		入	入平					3		001_022_a_01	
30-026-04	正徳版四座講式	1724	841	哭	哭	啼哭	啼哭			2		平	入平					2		001_022_a_01	
30-026-04	正徳版四座講式	1725	842	聲	声	聲震動	声震動			1		平	平平平濁					2		001_022_a_01	
30-026-04	正徳版四座講式	1726	842	震	震	聲震動	声震動			2		平	平平平濁					2		001_022_a_02	
30-026-04	正徳版四座講式	1727	842	動	動	聲震動	声震動			3		平濁	平平平濁					2		001_022_a_02	
30-026-04	正徳版四座講式	1728	843	三	三	三千界	三千界			1		去	去上新濁平新濁					5		001_022_a_02	
30-026-04	正徳版四座講式	1729	843	千	千	三千界	三千界			2		上新濁	去上新濁平新濁					1		001_022_a_02	
30-026-04	正徳版四座講式	1730	843	界	界	三千界	三千界			3		平新濁	去上新濁平新濁					3		001_022_a_02	
30-026-04	正徳版四座講式	1731	844	大	大	大聲	大声			1		平濁	平濁平		＊セイ			2		001_022_a_02	
30-026-04	正徳版四座講式	1732	844	聲	声	大聲	大声			2		平	平濁平	セイ	＊セイ			2		001_022_a_02	
30-026-04	正徳版四座講式	1733	845	哀	哀	哀傷	哀傷			1		上	上平					1		001_022_a_02	
30-026-04	正徳版四座講式	1734	845	傷	傷	哀傷	哀傷			2		平	上平					3		001_022_a_02	
30-026-04	正徳版四座講式	1735	846	字	字	字	字			1		平濁	平濁					2		001_022_a_03	
30-026-04	正徳版四座講式	1736	847	悲	悲	悲涙	悲涙			1		上	上平					1		001_022_a_03	
30-026-04	正徳版四座講式	1737	847	涙	涙	悲涙	悲涙			2		平	上平					3		001_022_a_03	
30-026-04	正徳版四座講式	1738	848	禁	禁	禁	禁ス			1		平	平					2		001_022_a_03	
30-026-04	正徳版四座講式	1739	849	智	智	智辨	智辨			1		平	平平濁					2		001_022_a_03	
30-026-04	正徳版四座講式	1740	849	辨	辨	智辨	智辨			2		平濁	平平濁					2		001_022_a_03	
30-026-04	正徳版四座講式	1741	850	開	開	開演	開演			1		去	去平					5		001_022_a_03	
30-026-04	正徳版四座講式	1742	850	演	演	開演	開演			2		平	去平					3		001_022_a_03	
30-026-04	正徳版四座講式	1743	851	戀	恋	戀慕	恋慕			1		去	去平濁					5		001_022_a_04	
30-026-04	正徳版四座講式	1744	851	慕	慕	戀慕	恋慕			2		平濁	去平濁					3		001_022_a_04	
30-026-04	正徳版四座講式	1745	852	委	委	委細	委細			1		平	平平					2		001_022_a_04	
30-026-04	正徳版四座講式	1746	852	細	細	委細	委細			2		平	平平					2		001_022_a_04	
30-026-04	正徳版四座講式	1747	853	料	料	料簡	料簡			1		去	去平					5		001_022_a_04	
30-026-04	正徳版四座講式	1748	853	簡	簡	料簡	料簡			2		平	去平					3		001_022_a_04	
30-026-04	正徳版四座講式	1749	854	渇	渇	渇仰	渇仰			1		入	入平濁					2		001_022_a_04	
30-026-04	正徳版四座講式	1750	854	仰	仰	渇仰	渇仰			2		平濁	入平濁					2		001_022_a_04	
30-026-04	正徳版四座講式	1751	855	悲	悲	悲涙	悲涙			1		上	上平					1		001_022_a_05	
30-026-04	正徳版四座講式	1752	855	涙	涙	悲涙	悲涙			2		平	上平					3		001_022_a_05	
30-026-04	正徳版四座講式	1753	856	憂	憂	憂惱	憂悩			1		上	上平					1		001_022_a_05	
30-026-04	正徳版四座講式	1754	856	惱	悩	憂惱	憂悩			2		平	上平					3		001_022_a_05	
30-026-04	正徳版四座講式	1755	857	伽	伽	伽陀	伽陀			1		上	上上濁					1		001_022_a_05	
30-026-04	正徳版四座講式	1756	857	陀	陀	伽陀	伽陀			2		上濁	上上濁					1		001_022_a_05	
30-026-04	正徳版四座講式	1757	858	行	行	行	行ス			1		平濁	平濁					66		001_022_a_05	
30-026-04	正徳版四座講式	1758	859	禮	礼	禮拜	礼拝			1		平	平平					2		001_022_a_05	
30-026-04	正徳版四座講式	1759	859	拜	拝	禮拜	礼拝			2		平	平平					2		001_022_a_05	
30-026-04	正徳版四座講式	1760	860	第	第	第五	第五			1		平濁	平濁上濁					2		001_022_b_04	
30-026-04	正徳版四座講式	1761	860	五	五	第五	第五			2		上濁	平濁上濁					1		001_022_b_04	
30-026-04	正徳版四座講式	1762	861	發	発	發願	発願			1		入	入平濁					3		001_022_b_04	
30-026-04	正徳版四座講式	1763	861	願	願	發願	発願			2		平濁	入平濁					2		001_022_b_04	
30-026-04	正徳版四座講式	1764	862	廻	廻	廻向	廻向			1		上	上平					1		001_022_b_04	
30-026-04	正徳版四座講式	1765	862	向	向	廻向	廻向			2		平	上平					3		001_022_b_04	
30-026-04	正徳版四座講式	1766	863	戀	恋	戀慕	恋慕			1		去	去平濁					5		001_022_b_04	
30-026-04	正徳版四座講式	1767	863	慕	慕	戀慕	恋慕			2		平濁	去平濁					3		001_022_b_04	
30-026-04	正徳版四座講式	1768	864	渇	渇	渇仰	渇仰			1		入	入平濁					2		001_022_b_04	
30-026-04	正徳版四座講式	1769	864	仰	仰	渇仰	渇仰			2		平濁	入平濁					2		001_022_b_04	
30-026-04	正徳版四座講式	1770	865	善	善	善根	善根			1		平	平去濁					2		001_022_b_05	
30-026-04	正徳版四座講式	1771	865	根	根	善根	善根			2		去濁	平去濁					5		001_022_b_05	
30-026-04	正徳版四座講式	1772	866	成	成	成就	成就			1		去濁	去濁平濁					5		001_022_b_05	
30-026-04	正徳版四座講式	1773	866	就	就	成就	成就			2		平濁	去濁平濁					4		001_022_b_05	
30-026-04	正徳版四座講式	1774	867	見	見	見佛聞法	見仏聞法			1		平	平入濁去フ入新濁					2		001_022_b_05	
30-026-04	正徳版四座講式	1775	867	佛	仏	見佛聞法	見仏聞法			2		入濁	平入濁去フ入新濁					2		001_022_b_05	
30-026-04	正徳版四座講式	1776	867	聞	聞	見佛聞法	見仏聞法			3		去	平入濁去フ入新濁					5		001_022_b_05	
30-026-04	正徳版四座講式	1777	867	法	法	見佛聞法	見仏聞法			4		フ入新濁	平入濁去フ入新濁					3		001_022_b_05	
30-026-04	正徳版四座講式	1778	868	大	大	大願	大願			1		平濁	平濁平濁					2		001_022_b_05	
30-026-04	正徳版四座講式	1779	868	願	願	大願	大願			2		平濁	平濁平濁					2		001_022_b_05	
30-026-04	正徳版四座講式	1780	869	出	出	出没	出没			1		入	入入					3		001_022_b_05	
30-026-04	正徳版四座講式	1781	869	没	没	出没	出没			2		入	入入					2		001_023_a_01	
30-026-04	正徳版四座講式	1782	870	隱	隠	隱顯	隠顕			1		平	平平					2		001_023_a_01	
30-026-04	正徳版四座講式	1783	870	顯	顕	隱顯	隠顕			2		平	平平					2		001_023_a_01	
30-026-04	正徳版四座講式	1784	871	縁	縁	縁	縁			1		去	去					5		001_023_a_01	
30-026-04	正徳版四座講式	1785	872	閻	閻	閻浮界	閻浮界			1		去	去上濁平					5		001_023_a_01	
30-026-04	正徳版四座講式	1786	872	浮	浮	閻浮界	閻浮界			2		上濁	去上濁平					1		001_023_a_01	
30-026-04	正徳版四座講式	1787	872	界	界	閻浮界	閻浮界			3		平	去上濁平					3		001_023_a_01	
30-026-04	正徳版四座講式	1788	873	入	入	入滅	入滅			1		フ入	フ入入					2		001_023_a_01	ワル注記
30-026-04	正徳版四座講式	1789	873	滅	滅	入滅	入滅			2		入	フ入入					2		001_023_a_01	
30-026-04	正徳版四座講式	1790	874	化	化	化儀	化儀			1		平	平上濁					2		001_023_a_01	
30-026-04	正徳版四座講式	1791	874	儀	儀	化儀	化儀			2		上濁	平上濁					1		001_023_a_01	
30-026-04	正徳版四座講式	1792	875	他	他	他方刹	他方刹			1		上	上上入					1		001_023_a_02	
30-026-04	正徳版四座講式	1793	875	方	方	他方刹	他方刹			2		上	上上入					1		001_023_a_02	
30-026-04	正徳版四座講式	1794	875	刹	刹	他方刹	他方刹			3		入	上上入					3		001_023_a_02	
30-026-04	正徳版四座講式	1795	876	生	生	生身	生身			1		去	去上新濁					5		001_023_a_02	
30-026-04	正徳版四座講式	1796	876	身	身	生身	生身			2		上新濁	去上新濁					1		001_023_a_02	
30-026-04	正徳版四座講式	1797	877	説	説	説法	説法			1		入	入フ入					3		001_023_a_02	
30-026-04	正徳版四座講式	1798	877	法	法	説法	説法			2		フ入	入フ入					2		001_023_a_02	
30-026-04	正徳版四座講式	1799	878	機	機	機	機			1		上	上					1		001_023_a_02	
30-026-04	正徳版四座講式	1800	879	虧	虧	虧盈	虧盈			1		平	平去	キ	キヤウ			2		001_023_a_02	
30-026-04	正徳版四座講式	1801	879	盈	盈	虧盈	虧盈			2		去	平去	ヤウ	キヤウ			5		001_023_a_02	
30-026-04	正徳版四座講式	1802	880	日	日	日月	日月			1		入濁	入濁入濁	～ツ	―ツ―ツ			2		001_023_a_03	
30-026-04	正徳版四座講式	1803	880	月	月	日月	日月			2		入濁	入濁入濁	～ツ	―ツ―ツ			2		001_023_a_03	
30-026-04	正徳版四座講式	1804	881	出	出	出没	出没			1		入	入入					2		001_023_a_03	
30-026-04	正徳版四座講式	1805	881	没	没	出没	出没			2		入	入入					2		001_023_a_03	
30-026-04	正徳版四座講式	1806	882	四	四	四州	四州			1		平	平平軽		＊シウ			2		001_023_a_03	
